Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]
8698	0	-143.7392	-118.0522	-25.68703	0.712153	0.71455	0.735907	0.729625	0.706693	0.714462	0.707065	0.636468	0.606194	0.611914
8699	1	-140.6034	-113.7519	-26.85147	0.955421	0.787861	0.738049	0.719166	0.682186	0.687483	0.692754	0.708882	0.71867	0.719673
8700	0	-126.9623	-111.8408	-15.12152	0.99432	0.996062	0.973897	0.846223	0.857402	0.87173	0.87486	0.842493	0.856022	0.847781
8701	1	-148.2745	-114.0936	-34.18083	0.975843	0.970894	0.96488	0.723945	0.755116	0.73656	0.741964	0.691385	0.691318	0.677945
8702	0	-164.366	-112.7006	-51.66534	0.990381	0.992255	0.989279	0.980907	0.9894	0.71154	0.695227	0.658153	0.983032	0.973702
8703	1	-172.6042	-118.1369	-54.46729	0.993278	0.890174	0.884881	0.979394	0.987033	0.930206	0.914916	5.38255e-05	5.6352e-05	6.07371e-05
8704	0	-161.0024	-116.2061	-44.79634	0.897219	0.936436	0.948219	1.185	1.16432	1.16592	0.388845	0.403942	0.395388	0.393085
8705	1	-144.7181	-120.6424	-24.0757	0.808567	0.817648	0.811085	0.828615	0.839459	0.619844	0.62009	0.595494	0.509045	0.505361
8706	0	-167.1599	-115.3105	-51.84941	0.911626	0.874935	1.27915	0.715762	0.590313	0.600934	0.735309	0.677416	0.716404	0.742896
8707	1	-132.4002	-115.7334	-16.66679	0.970243	0.973977	0.968559	0.751641	0.760299	0.762607	0.746051	0.739191	0.740053	0.737282
8708	0	-144.3904	-115.9665	-28.42389	0.826998	0.705119	0.833276	0.834288	0.831183	0.815587	0.817094	0.946436	0.959327	0.978416
8709	1	-134.7614	-115.2849	-19.47649	0.879088	0.866519	0.892152	0.873717	0.875007	0.740722	0.72971	0.729492	0.734991	0.569879
8710	0	-160.3115	-118.3054	-42.00618	0.924541	0.888849	0.955497	0.933625	0.800949	0.800221	0.677973	0.665841	0.640094	0.60206
8711	1	-143.9988	-115.1725	-28.82633	0.993664	1.00404	0.575605	0.664178	0.676698	0.780242	0.780557	0.773633	0.755859	0.759537
8712	0	-133.2454	-113.2174	-20.02798	0.890971	0.906794	0.922143	0.906501	0.898537	0.865703	0.860019	0.856523	0.856134	0.889154
8713	1	-133.6095	-117.5235	-16.08597	0.901397	0.885816	0.885466	0.731485	0.714283	0.702111	0.712263	0.691686	0.671339	0.589014
8714	0	-143.9473	-114.1716	-29.7757	0.808815	0.80907	0.816264	0.689682	0.691899	0.691309	0.774585	0.773714	0.771543	0.75555
8715	1	-121.4382	-116.7991	-4.639104	0.987109	0.986404	0.989291	0.989368	0.995671	0.999085	0.745005	0.742816	0.742723	0.745718
8716	0	-126.2647	-114.1353	-12.12941	0.808815	0.792061	0.802249	0.80475	0.817112	0.816859	0.818335	0.816025	0.769501	0.771152
8717	1	-137.4998	-116.7245	-20.77531	0.927721	0.91741	0.920028	0.929063	0.90093	0.902201	0.84555	0.849332	0.903317	0.898085
8718	0	-139.4003	-115.4063	-23.99401	0.808815	0.808033	0.821951	0.821041	0.81736	0.820001	0.810476	0.813739	0.815007	0.815907
8719	1	-122.4466	-118.1395	-4.307099	0.906926	0.90157	0.898366	0.913527	0.931245	0.914512	0.914674	0.912566	0.919996	0.922639
8720	0	-129.5865	-115.4142	-14.17232	0.761848	0.765383	0.776724	0.72108	0.721569	0.719064	0.722919	0.744097	0.696185	0.704594
8721	1	-119.1769	-117.3439	-1.833006	0.955978	0.953592	0.963041	0.963036	0.959568	0.947921	0.944516	0.972706	0.975797	0.975516
8722	0	-139.413	-112.987	-26.42595	0.960997	0.813347	0.853387	0.825951	0.834614	0.826364	0.893891	0.845012	0.869797	0.817299
8723	1	-123.6501	-116.3264	-7.32373	0.992297	0.99355	0.97531	0.981729	0.965267	0.968669	0.975838	0.982143	0.977295	0.999634
8724	0	-146.0566	-114.8873	-31.1693	0.950008	0.94844	0.455536	0.464158	0.470438	0.464515	0.460103	0.240583	0.228752	0.228596
8725	1	-128.0749	-121.4921	-6.582746	0.836399	0.835664	0.852451	0.864506	0.884703	0.904882	0.908298	0.894726	0.896321	0.887315
8726	0	-138.5717	-114.6975	-23.87421	0.805792	0.766424	0.768528	0.763678	0.742073	0.814286	0.832508	0.814082	0.82922	0.777257
8727	1	-126.8654	-116.5939	-10.27145	0.910955	0.913502	0.89634	1.04091	1.0383	1.04695	1.05105	1.22299	1.246	1.24598
8728	0	-131.7588	-114.5781	-17.18079	0.848595	0.841542	0.807598	0.787839	0.76362	0.769662	0.749459	0.786337	0.828979	0.822003
8729	1	-150.6223	-113.0491	-37.57323	0.993151	0.826915	0.758086	0.76732	0.777407	0.761151	0.770467	0.292673	0.446204	0.443231
8730	0	-119.014	-116.8575	-2.156518	0.567343	0.568214	0.565983	0.567095	0.569192	0.575844	0.575827	0.568635	0.585472	0.577592
8731	1	-146.0099	-115.7303	-30.27965	0.76118	0.758164	0.714665	0.901381	0.724999	0.716675	0.719478	0.664351	0.820902	0.822383
8732	0	-116.8612	-116.7209	-0.140272	0.567343	0.567359	0.563475	0.563578	0.563668	0.563438	0.568485	0.568502	0.568487	0.568491
8733	1	-133.0952	-114.3999	-18.69532	0.974091	0.90521	0.918311	0.901391	0.883808	0.888551	0.877496	0.856943	0.852027	0.801265
8734	0	-94.15875	-115.2311	21.07233	0.663757	0.66349	0.663385	0.663388	0.66339	0.663743	0.663786	0.663756	0.663178	0.66315
8735	1	-156.0132	-115.8537	-40.15948	0.922245	0.674281	0.677075	0.680279	0.359622	0.384617	0.374483	0.368264	0.338989	0.345453
8736	0	-150.376	-115.3976	-34.97846	0.608412	0.506718	0.505849	0.531102	0.512733	0.517271	0.471153	0.473414	0.473636	0.470504
8737	1	-157.4585	-113.3929	-44.06559	0.889594	0.218386	0.130277	0.132434	0.12764	0.133196	0.130319	0.11949	0.140469	0.141187
8738	0	-158.2078	-114.0824	-44.1254	0.913705	0.999689	0.424854	0.393195	0.389941	0.39955	0.426134	0.432622	0.395881	0.386637
8739	1	-163.8484	-118.7521	-45.0963	0.983169	0.388061	0.268385	0.0347706	0.0281707	0.038917	0.0651912	0.047144	0.047828	0.0490191
8740	0	-155.1463	-113.1552	-41.99112	0.932721	0.957908	0.950245	0.646964	0.739235	0.484423	0.382926	0.384561	0.378894	0.382924
8741	1	-189.3566	-115.9738	-73.38273	0.853325	0.894232	0.000446631	0.00114405	0.0011369	0.000898661	0.00142117	0.00151205	0.00118276	0.00128548
8742	0	-145.2767	-113.3445	-31.93217	0.936931	0.786837	0.648173	0.792627	0.795935	0.797178	0.796918	0.620198	0.0894596	0.0904152
8743	1	-157.467	-114.965	-42.50203	0.969958	0.17121	0.161216	0.164317	0.159812	0.147534	0.15026	0.150275	0.137544	0.140484
8744	0	-149.1292	-114.3509	-34.77828	0.866399	0.835047	0.818496	0.811708	0.574151	0.598925	0.599151	0.597057	0.59487	0.406283
8745	1	-153.5849	-114.2095	-39.37538	0.97692	0.950005	0.31559	0.39583	0.350742	0.348634	0.347899	0.344495	0.34611	0.409237
8746	0	-181.2514	-116.2357	-65.01568	0.668799	0.638396	0.669097	0.643564	0.606257	0.618222	0.666291	0.592507	2.58156e-05	2.51811e-05
8747	1	-159.3765	-122.192	-37.18449	0.938022	1.0939	0.0144653	0.0176942	0.0134247	0.0141612	0.0144049	0.0143998	0.0145296	0.0144743
8748	0	-141.4497	-114.3933	-27.05643	0.668799	0.634598	0.472139	0.448312	0.448374	0.443174	0.417053	0.439557	0.436669	0.423679
8749	1	-166.6021	-115.1651	-51.43698	0.903381	1.2819	2.55179e-06	3.46344e-06	3.5178e-06	4.6896e-06	1.71142e-05	2.5656e-05	3.98342e-06	4.22106e-06
8750	0	-156.1717	-116.0978	-40.07389	0.693541	0.666955	0.506708	0.486027	0.413779	0.422951	0.41394	0.474007	0.480745	0.490136
8751	1	-156.4652	-114.9707	-41.49445	0.942449	0.945267	0.0274392	0.0263922	0.0275986	0.0306669	0.130632	0.131719	0.0794586	0.0629702
8752	0	-186.721	-112.6187	-74.10223	0.897519	0.673174	0.642759	0.396805	0.367571	0.367164	0.410234	0.0439629	0.0447236	0.0446497
8753	1	-169.6514	-119.1398	-50.5116	0.737673	0.88205	0.280611	0.149614	0.142193	0.154465	0.159744	0.148321	0.23392	0.135412
8754	0	-159.1823	-115.3594	-43.82282	0.952649	0.672771	0.834425	0.310923	0.273775	0.277114	0.277888	0.268585	0.320512	0.319878
8755	1	-137.9702	-115.2202	-22.74998	0.959287	0.958861	0.0325737	0.0329638	0.0334161	0.0334276	0.0325082	0.0310065	0.0301431	0.0313988
8756	0	-154.4604	-112.0597	-42.40077	0.896114	0.597367	0.486683	0.458415	0.461044	0.418579	0.295848	0.303878	0.31356	1.60114
8757	1	-145.1507	-117.5046	-27.64614	0.995487	1.03978	0.611231	0.437846	0.451614	0.456274	0.445225	0.321935	0.382004	0.231827
8758	0	-161.9179	-112.5524	-49.36556	0.950936	0.878653	0.0812494	0.0892734	0.0839274	0.0849455	0.0950031	0.0827992	0.082467	0.0756233
8759	1	-141.1253	-119.6014	-21.52381	0.870536	0.43327	0.367502	0.344256	0.314406	0.330486	0.327845	0.368462	0.395582	0.395597
8760	0	-167.8027	-111.6576	-56.14513	0.960411	0.965092	0.81394	0.244479	0.155213	0.114284	0.118648	0.141208	0.137813	0.157805
8761	1	-164.5875	-114.5918	-49.99573	0.937593	0.948213	0.0246265	0.000149673	0.000158213	0.00015747	0.00024215	0.000203898	0.000189219	0.000188502
8762	0	-148.3874	-113.8095	-34.57794	0.861946	0.459734	0.512523	0.355055	0.356098	0.367877	0.36289	0.393859	0.301534	0.316876
8763	1	-176.0533	-117.1111	-58.94221	0.840442	0.893071	6.65281e-29	1.4175e-28	1.45787e-28	1.30839e-28	2.55049e-30	3.08654e-30	3.6579e-30	3.76114e-30
8764	0	-163.4757	-116.0728	-47.4029	0.962816	0.606864	0.625429	0.350294	0.35866	0.334423	0.254282	0.320613	0.42515	0.374842
8765	1	-152.5984	-116.2533	-36.34515	0.970276	0.992499	0.322631	0.138695	3.37821e-05	2.40648e-05	1.30769e-05	1.62081e-05	9.20099e-06	5.05729e-06
8766	0	-146.0205	-114.0194	-32.00115	0.973473	1.0153	3.85195e-15	3.83994e-15	3.80162e-15	3.87894e-15	3.96035e-15	3.76188e-15	3.90747e-15	3.83312e-15
8767	1	-175.4478	-115.332	-60.11573	0.923416	0.531036	7.66517e-05	9.36666e-06	3.95472e-07	1.51943e-07	3.14022e-08	1.19551e-09	1.65067e-09	1.18617e-09
8768	0	-154.7573	-112.3506	-42.40669	0.974362	0.976304	0.0636531	0.0638476	0.06374	0.0658712	0.0701794	0.073248	0.0799572	0.0776914
8769	1	-173.122	-115.3638	-57.75824	0.924616	0.907074	0.00189617	0.000272403	0.00682499	0.0114114	0.0114847	0.0128495	0.0133362	0.0309811
8770	0	-178.5563	-114.6192	-63.93712	0.98955	0.240714	0.176103	0.01111	0.00596883	0.113451	0.0235034	0.0229208	0.0217723	0.0194198
8771	1	-173.3175	-116.1049	-57.21262	0.980045	0.418918	1.55787e-05	2.4796e-05	2.92795e-05	5.97881e-05	6.74919e-05	0.000269978	0.000262713	0.00864777
8772	0	-180.5809	-114.9802	-65.60073	0.980241	0.986764	0.172156	0.101091	0.000313154	0.0003875	8.3527e-05	7.62654e-06	5.996e-06	4.02053e-06
8773	1	-180.2582	-115.2932	-64.96497	0.95694	0.00838957	0.0230509	0.0237294	0.0205594	0.109697	0.104768	0.118182	0.0839424	0.866508
8774	0	-193.785	-118.1617	-75.62331	0.729796	0.405801	0.149362	0.00468969	0.00259324	2.05063e-18	5.87254e-20	5.57927e-20	4.65199e-20	1.13241e-20
8775	1	-170.6476	-114.6658	-55.98184	0.993823	0.597645	1.03588e-05	4.1751e-09	1.94749e-11	1.29342e-11	7.61335e-12	1.53364e-11	3.71392e-14	1.08529e-14
8776	0	-158.4037	-115.4486	-42.95506	0.991547	0.0703206	0.0241029	0.0326865	0.0301292	0.034486	0.0398967	0.0308422	0.0253237	0.0293803
8777	1	-165.3333	-116.1571	-49.17619	0.977045	0.00020798	0.000176245	0.00156403	0.00126559	0.0011779	0.00313031	0.00316943	0.00361525	0.00619418
8778	0	-159.6631	-114.8255	-44.83765	0.999093	0.718817	0.0415939	0.0404688	0.0402927	0.0130194	0.0101724	0.00061319	0.000614445	0.000270177
8779	1	-166.5448	-115.4088	-51.13606	0.868804	0.00204457	0.00219453	0.00251153	0.00226181	0.00222126	0.0022348	0.00177162	0.00182252	0.00169977
8780	0	-154.0523	-114.947	-39.10526	0.99919	0.998587	0.00210435	0.00207981	0.00237887	0.00253728	0.00250906	0.00258019	0.00270613	0.00285316
8781	1	-156.9344	-115.3008	-41.63365	0.976309	0.0237849	0.0238824	0.0240991	0.0244662	0.0308371	0.0213288	0.0121944	0.0116822	0.0123386
8782	0	-126.3303	-114.803	-11.52725	0.946692	0.926646	0.000119919	0.000118722	0.000118579	0.000120906	0.000123056	0.000111205	0.000112357	0.000126122
8783	1	-143.0615	-114.9868	-28.0747	0.985142	1.21891	0.0885357	0.0886682	0.0517602	0.0483103	0.0481384	0.0483966	0.043673	0.0337549
8784	0	-174.6438	-115.171	-59.47279	0.930836	1.08638	0.000861114	0.000700404	0.000724828	0.00907444	0.00708318	0.00794194	0.00777477	0.0074955
8785	1	-149.9963	-114.4017	-35.59453	0.987034	0.926524	0.0729409	0.0890397	0.0454568	0.0519597	0.108021	0.051803	0.0552647	0.0425937
8786	0	-206.8027	-115.9694	-90.83332	0.957726	1.32106e-11	7.15315e-12	6.30959e-13	9.71121e-13	9.27439e-13	2.32307e-15	2.49131e-15	4.70849e-16	4.35528e-16
8787	1	-180.3314	-114.5649	-65.76654	0.990305	1.04255	0.000450609	0.000475216	3.09543e-05	2.83803e-05	7.43375e-07	0.116042	0.0168427	1.26354
8788	0	-181.9347	-115.0535	-66.88121	0.992585	0.00339483	0.00279543	2.20611e-06	2.29593e-06	0.000163653	0.000157671	0.000141094	4.6891e-12	1.04499e-11
8789	1	-200.4898	-114.7067	-85.7831	0.988059	0.688808	5.85551e-30	2.73766e-29	2.55776e-29	2.30995e-25	6.63049e-33	2.01858e-96	6.48823e-94	3.5328e-89
8790	0	-140.5281	-117.3118	-23.21631	0.87994	0.0263683	0.027957	0.0376581	0.041855	0.0434799	0.0431255	0.0419191	0.0386679	0.0398905
8791	1	-181.9964	-114.0997	-67.89667	0.946973	0.751839	4.47524e-07	4.78604e-06	3.45485e-06	1.1181e-06	2.17756e-06	0.343171	0.0218253	0.00262743
8792	0	-175.8757	-117.7163	-58.15944	0.870977	1.64253	1.73674e-26	3.38357e-26	3.25592e-26	5.54019e-26	1.53576e-26	5.73556e-27	1.55846e-26	1.21303e-26
8793	1	-149.6759	-114.8735	-34.80235	0.850028	0.903364	0.138627	0.120512	0.120263	0.120768	0.126606	0.117572	0.140664	0.128195
8794	0	-132.6255	-115.0907	-17.5348	0.842152	0.838519	0.304493	0.308274	0.331771	0.34176	0.388739	0.379542	0.381766	0.384161
8795	1	-142.5699	-119.1128	-23.45713	0.705568	0.692806	0.000515866	0.000477754	0.000450496	0.000456363	0.000455347	0.000454717	0.000452865	0.000466494
8796	0	-131.7748	-114.0085	-17.76632	0.866021	0.869624	0.870721	0.872584	0.967683	1.00287	0.997957	0.983908	0.988454	0.999198
8797	1	-153.0479	-116.1756	-36.87232	0.974503	0.961392	0.0123584	0.0121738	0.0127865	0.0263478	0.0225234	0.0311748	0.034982	0.0352188
8798	0	-129.0259	-114.0493	-14.97658	0.892028	0.775179	0.771956	0.768222	0.757708	0.757852	0.729179	0.812952	0.82936	0.915598
8799	1	-158.5777	-114.9882	-43.58947	0.932419	0.96042	0.0234245	0.0207236	0.0195223	0.0208413	0.0206448	0.0206439	0.0219761	0.0025285
8800	0	-140.2107	-113.6779	-26.53283	0.979875	0.663202	0.659175	0.642902	0.825388	0.824602	0.892381	0.891526	0.888947	0.880564
8801	1	-182.0966	-115.8162	-66.28036	0.897122	0.666366	1.38972e-05	1.03942e-05	1.03632e-05	1.26306e-05	1.09327e-05	1.06152e-05	4.26992e-06	1.78337e-08
8802	0	-152.2308	-113.1886	-39.0422	0.977435	1.05752	0.548631	0.480698	0.498277	0.483556	0.486356	0.482906	0.490231	0.386095
8803	1	-162.1827	-120.3171	-41.86569	0.821422	0.69755	0.52441	0.0719855	0.0308128	0.0453154	0.0285383	0.205503	0.39762	0.390319
8804	0	-148.1923	-111.8737	-36.3186	0.933505	0.123736	0.133692	0.141747	0.13973	0.145952	0.1456	0.163961	0.0322332	0.0325074
8805	1	-141.0383	-113.9851	-27.0532	0.995579	0.974397	0.318081	0.277133	0.272781	0.319725	0.305667	0.309634	0.272763	0.187887
8806	0	-138.1127	-116.3117	-21.80104	0.892927	0.168442	0.163675	0.162857	0.162762	0.187081	0.165507	0.167247	0.114109	0.132198
8807	1	-145.5537	-117.2562	-28.29754	0.970513	1.26888	0.400923	0.0731622	0.0735252	0.0865279	0.0863369	0.0915026	0.0913831	0.143335
8808	0	-161.1087	-119.5888	-41.51983	0.382464	0.514108	0.0106484	0.0111581	0.0116298	0.132184	0.125283	0.121742	0.123217	0.120646
8809	1	-148.5875	-122.1134	-26.47412	0.930365	2.37365	0.275991	0.278736	0.268138	0.258457	0.238068	0.239516	0.238814	0.196074
8810	0	-155.4169	-113.1416	-42.2753	0.744282	0.274232	0.263926	0.578507	0.675351	0.6154	0.411171	0.381334	0.385853	0.401931
8811	1	-138.6389	-117.0288	-21.61017	0.969122	2.9838	0.355888	0.324122	0.395072	0.37262	0.289414	0.307117	0.387628	0.390028
8812	0	-142.3787	-115.1049	-27.27377	0.959294	0.628946	0.815402	0.816399	0.885087	0.975153	0.945564	0.86485	1.44427	1.43445
8813	1	-146.017	-119.032	-26.98499	0.904197	1.26472	0.593445	0.6235	0.57631	0.496625	0.490232	0.419992	0.430301	0.421905
8814	0	-155.819	-116.5298	-39.28916	0.797016	0.129625	0.123497	0.138594	0.157727	0.131607	0.131546	0.138044	0.13758	0.132077
8815	1	-151.7001	-115.2573	-36.4428	0.922107	0.701003	0.289289	0.290385	0.210925	0.212011	0.211672	0.234146	0.423826	0.424203
8816	0	-151.1331	-113.2331	-37.90003	0.984352	0.991176	0.221647	0.229842	0.188017	0.188005	0.206467	0.157616	0.155844	0.173019
8817	1	-152.1785	-115.0938	-37.08465	0.997663	0.997892	0.487113	0.4928	0.556073	0.523259	0.520252	0.403164	0.435533	0.439891
8818	0	-134.5505	-111.7294	-22.82114	0.985135	0.094092	0.095605	0.0959533	0.0959529	0.0870691	0.098145	0.0984432	0.099863	0.0957727
8819	1	-150.0864	-112.696	-37.39038	0.991857	0.897367	8.37366e-06	8.64069e-06	1.45066e-05	1.26383e-05	1.40478e-05	1.40382e-05	1.43718e-05	1.32494e-05
8820	0	-147.549	-111.3214	-36.22751	0.919336	0.251159	0.251648	0.246804	0.249611	0.249649	0.238393	0.233394	0.239055	0.231818
8821	1	-150.7951	-115.3496	-35.44551	0.975612	1.6508	6.72337e-21	6.18182e-21	6.22059e-21	6.38629e-21	6.4327e-21	6.38343e-21	5.71355e-21	5.72711e-21
8822	0	-157.6718	-113.384	-44.28783	0.962457	0.75552	0.29187	0.287427	0.267263	0.258399	0.261435	0.246277	0.477111	0.480847
8823	1	-136.0014	-116.342	-19.65944	0.878083	0.877725	0.0573648	0.054147	0.0615817	0.063037	0.0759851	0.109711	0.0875842	0.0877191
8824	0	-111.5618	-115.0277	3.465833	0.688575	0.663539	0.663547	0.670761	0.691347	0.691286	0.691859	0.721496	0.714281	0.713606
8825	1	-125.6487	-115.0391	-10.6096	0.983635	0.944004	0.138302	0.136315	0.122297	0.113675	0.117505	0.117192	0.115076	0.115131
8826	0	-116.2552	-116.054	-0.2012389	0.626269	0.628787	0.628594	0.628783	0.632059	0.634974	0.629712	0.628383	0.627877	0.642913
8827	1	-132.6141	-116.9122	-15.70193	0.917062	1.03307	1.27332e-28	1.24542e-28	1.24477e-28	1.5397e-28	1.62014e-28	1.55581e-28	1.60402e-28	1.83456e-28
8828	0	-127.7603	-114.769	-12.99121	0.88134	0.879438	0.861796	0.915963	0.994651	0.940483	0.940482	0.9352	0.927753	0.814359
8829	1	-155.7675	-115.7292	-40.03836	0.96984	3.66007e-20	3.35127e-20	9.23337e-20	8.14913e-20	1.24393e-19	1.27777e-19	2.79477e-19	3.58111e-18	1.8646e-18
8830	0	-136.087	-114.6568	-21.43019	0.939024	0.953445	0.951105	1.07871	1.11603	1.13528	1.11066	1.10829	1.07935	1.14426
8831	1	-180.9995	-116.3107	-64.68875	0.992293	8.46804e-05	1.55388e-22	1.56404e-22	2.14905e-21	1.85262e-21	1.54672e-21	2.41197e-20	9.88394e-15	7.04878e-15
8832	0	-162.966	-115.0607	-47.90537	0.812665	1.00884	0.0530747	0.0631239	0.0498986	0.0392118	0.0389573	0.0585354	0.0349557	0.00231085
8833	1	-150.3389	-119.9268	-30.41208	0.893797	0.122638	0.0272217	0.00454161	0.00470133	0.00646055	0.00708214	0.00937896	0.00758659	0.00741242
8834	0	-160.6618	-113.8826	-46.77917	0.999183	1.21256	0.00696877	0.0165191	0.00695773	0.00483591	0.00263146	0.00195145	0.00106605	0.000938901
8835	1	-161.7644	-115.0852	-46.67922	0.981594	8.53904e-12	9.53395e-12	8.77466e-12	9.15295e-12	6.83453e-12	2.94356e-11	4.82821e-11	2.19314e-11	2.19172e-11
8836	0	-155.4584	-117.2847	-38.17368	0.975064	0.0573926	0.0587502	0.0673434	0.0677862	0.0721124	0.0721238	0.0651261	0.11777	0.0997688
8837	1	-158.9166	-115.7881	-43.1285	0.934459	3.75004e-26	3.70278e-26	3.69659e-26	3.19232e-26	2.53009e-26	2.34998e-26	2.33359e-26	3.44239e-26	3.35274e-26
8838	0	-186.8759	-118.2981	-68.57776	0.922613	0.20032	0.0899148	0.11278	0.0977838	0.0295915	0.180181	0.182079	0.143214	0.180526
8839	1	-167.7197	-113.0247	-54.695	0.981876	1.03775	1.49051e-08	9.89929e-19	8.15859e-19	3.71671e-19	3.57358e-19	3.53503e-19	3.48039e-19	3.68604e-19
8840	0	-175.3565	-115.1617	-60.19479	0.901186	0.00133518	0.00032177	5.54444e-05	0.00104124	0.000803641	0.000890808	0.0028606	0.0408493	0.0186254
8841	1	-191.6991	-113.9506	-77.74846	0.942345	2.29377e-27	1.92307e-27	1.79661e-27	1.65433e-27	2.19161e-27	2.45588e-29	4.14387e-29	7.18088e-29	2.43302e-29
8842	0	-218.5705	-115.8752	-102.6953	0.953866	0.04335	0.00187832	6.4836e-07	7.59067e-155	1.981e-154	7.61077e-160	1.79313e-145	1.00838e-268	9.83009e-275
8843	1	-168.8525	-114.8959	-53.95653	0.952254	0.984948	2.53044e-05	2.71205e-05	2.68437e-05	1.83019e-05	1.71292e-05	1.68831e-05	1.6356e-05	1.65938e-05
8844	0	-182.0001	-117.4598	-64.54037	0.901512	3.27607e-11	1.69229e-10	7.07706e-10	4.55976e-10	1.69462e-16	1.57986e-17	5.02997e-30	1.97562e-22	4.57733e-25
8845	1	-141.1037	-112.117	-28.98673	0.989275	0.00270745	0.00254837	0.00266709	0.00270326	0.0029695	0.00296715	0.00242822	0.00246529	0.00262661
8846	0	-183.8646	-115.8004	-68.0642	0.929082	0.697031	8.98302e-07	7.45074e-12	2.82369e-11	8.51438e-11	3.41224e-09	3.40562e-06	4.19903e-06	4.71848e-06
8847	1	-137.3496	-118.2244	-19.12521	0.951452	0.105711	0.0983598	0.0864666	0.0864306	0.0865896	0.0887552	0.0862029	0.0919964	0.0906306
8848	0	-169.5487	-114.7114	-54.83735	0.981504	0.771621	2.44446e-05	6.80093e-05	0.000438465	0.000592985	0.000644352	0.000580289	0.00126024	1.79204e-05
8849	1	-165.4718	-118.3675	-47.10426	0.824002	0.783249	0.00207677	5.19086e-05	5.51921e-05	4.46656e-05	5.1766e-05	0.00011784	4.23864e-05	1.13136e-05
8850	0	-177.2981	-117.0096	-60.28846	0.798072	1.68622	0.017591	0.0176252	0.0552375	0.278936	0.0844695	0.0495981	0.00871705	0.0822115
8851	1	-153.6977	-116.2089	-37.48873	0.944936	1.04169	0.270343	0.273594	0.274305	0.313302	0.598162	9.14497e-06	1.11378e-05	6.94883e-06
8852	0	-167.2239	-117.4829	-49.74096	0.811308	1.47009	0.0874171	0.280855	0.109228	0.0930525	0.0686161	0.00381409	0.14489	0.291724
8853	1	-161.3277	-117.4806	-43.84703	0.921856	1.12656	0.355201	0.361712	0.387027	0.167248	0.136466	0.135878	0.0879941	0.0875518
8854	0	-171.4071	-115.2828	-56.12435	0.896109	1.01885	0.0546449	0.00605679	0.000653076	0.000269585	0.000211894	0.000128243	0.000203499	0.0495625
8855	1	-144.8336	-115.5285	-29.30503	0.973972	1.141	0.107386	0.107819	0.107904	0.122903	0.128239	0.125892	0.130217	0.144092
8856	0	-153.801	-117.0275	-36.77348	0.975892	0.114424	0.124659	0.119347	0.0925073	0.0977154	0.104263	0.0979585	0.0944873	0.0648632
8857	1	-158.4373	-118.2084	-40.2289	0.983603	0.946694	0.150136	0.126279	0.11876	0.119329	0.118387	0.120022	0.119284	0.117561
8858	0	-152.6005	-115.7976	-36.80291	0.994413	0.0107925	0.0139228	0.0128627	0.0130315	0.014134	0.00672541	0.00673122	0.00608329	0.00609235
8859	1	-148.6919	-113.6427	-35.0492	0.955668	0.918977	0.00324612	0.00320672	0.00319902	0.00226918	0.00225851	0.00224835	0.00244697	0.00242893
8860	0	-145.9399	-117.0153	-28.92465	0.919145	0.000139222	0.000201746	0.000208208	0.000260713	0.00026341	0.000372781	0.000371438	0.000272026	0.000295944
8861	1	-167.4624	-114.8372	-52.62517	0.99832	0.854752	0.0333167	0.0329281	0.0272157	0.0262225	0.0254796	0.0249995	0.0250023	0.0199099
8862	0	-157.8569	-116.8176	-41.03932	0.95788	0.0755866	0.0744833	0.0489781	0.0501191	0.0377633	0.0398146	0.0406549	0.0216722	0.0131864
8863	1	-167.8035	-117.6753	-50.12819	0.972391	1.12737	0.0225445	0.00157632	0.00126808	0.00117683	0.000846155	0.000846377	0.000813085	0.000646727
8864	0	-169.1224	-115.9522	-53.17021	0.862242	1.48879e-10	1.48524e-10	1.53293e-10	1.52406e-10	1.53441e-10	1.55562e-10	1.59277e-10	1.61091e-10	1.63795e-10
8865	1	-183.9962	-113.9694	-70.02681	0.991986	0.372078	0.406036	0.169959	0.137321	0.0373514	0.0222799	0.0199443	0.0276271	0.0222387
8866	0	-191.0379	-115.0413	-75.9966	0.871133	0	0	0	0	0	0	0	0	0
8867	1	-168.0334	-115.7227	-52.31079	0.976756	0.958631	0.768037	0.258302	0.45807	0.396029	0.331024	0.130585	0.26815	0.169716
8868	0	-154.4191	-113.6215	-40.79764	0.903653	0.00049569	0.000338142	0.000337974	0.00025594	0.000220278	0.000205416	0.000175197	0.000172291	0.000175382
8869	1	-170.6201	-115.7631	-54.85692	0.98191	1.7892	7.35958e-07	2.24726e-07	1.63967e-07	3.09023e-07	3.62698e-07	1.65242e-06	1.46275e-05	2.15236e-05
8870	0	-157.1704	-112.144	-45.02637	0.951108	0.577341	0.107474	0.158254	0.166297	0.166009	0.15588	0.164455	0.167865	0.17887
8871	1	-167.9389	-116.2629	-51.67606	0.983084	0.671669	0.530105	0.10652	0.0189847	0.0180999	0.0118919	0.01191	0.0105709	0.122964
8872	0	-188.4852	-111.8545	-76.63071	0.952078	0.150864	0.212204	0.173338	0.176056	0.167593	8.81063e-17	8.96355e-17	9.75092e-18	4.85531e-18
