Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
306	-16895.31	-16896.82	1.508247	0.650406	0.423002	-0.430159	-0.860378	-0.15279	-0.294207	0.0009640143	8.501953e-05	0.0903806	0.909619	0.85831	0.745122
307	-16896.41	-16898.05	1.636111	0.650406	0.436979	-0.430159	-0.827871	-0.15279	-0.346263	0.0009640143	7.872613e-05	0.0903806	0.909619	0.85831	0.707327
308	-16893.65	-16895.74	2.092379	0.62339	0.411127	-0.472583	-0.888853	-0.15102	-0.356307	0.0006934891	8.511409e-05	0.560251	0.439749	0.85983	0.700257
309	-16893.51	-16895.37	1.857992	0.635479	0.434561	-0.453376	-0.833419	-0.17727	-0.328153	0.0007851997	8.511409e-05	0.560251	0.439749	0.837553	0.720253
310	-16893.45	-16894.99	1.535609	0.613943	0.434561	-0.487852	-0.833419	-0.17727	-0.295229	0.001310172	0.0001507046	0.560251	0.439749	0.837553	0.744361
311	-16894.84	-16896.51	1.674348	0.597201	0.444929	-0.515502	-0.809841	-0.170234	-0.330842	0.001345094	0.0001238907	0.560251	0.439749	0.843467	0.718319
312	-16895.38	-16897.34	1.96212	0.57764	0.417502	-0.548805	-0.873466	-0.16876	-0.327986	0.001121181	0.0002555014	0.574073	0.425927	0.844712	0.720373
313	-16893.57	-16894.88	1.3167	0.641019	0.433575	-0.444696	-0.835691	-0.143493	-0.327986	0.0013899	0.0001802135	0.574073	0.425927	0.866327	0.720373
314	-16895.99	-16896.15	0.1677652	0.665249	0.474589	-0.407594	-0.745305	-0.0851188	-0.249939	0.001578382	0.0004201219	0.574073	0.425927	0.918403	0.778848
315	-16897.62	-16897.3	-0.3262013	0.665249	0.536258	-0.407594	-0.623139	-0.115299	-0.249939	0.001928383	0.0006149967	0.574073	0.425927	0.891099	0.778848
316	-16897.94	-16898.05	0.1040142	0.665249	0.453289	-0.407594	-0.791225	-0.105161	-0.246468	0.002010736	0.0004730296	0.574073	0.425927	0.900179	0.781556
317	-16895.17	-16894.86	-0.3112715	0.712592	0.498992	-0.338846	-0.695165	-0.105161	-0.255206	0.001962567	0.0004175739	0.705192	0.294808	0.900179	0.774757
318	-16894.95	-16894.98	0.02808612	0.664061	0.478647	-0.409382	-0.736792	-0.105161	-0.255206	0.001962567	0.0004803534	0.705192	0.294808	0.900179	0.774757
319	-16895.51	-16895.51	0.0009235035	0.657027	0.478647	-0.42003	-0.736792	-0.135233	-0.254108	0.002328531	0.0004807007	0.633993	0.366007	0.873512	0.775608
320	-16898.26	-16897.98	-0.2872676	0.657027	0.478647	-0.42003	-0.736792	-0.135233	-0.260129	0.002692533	0.0007071313	0.163018	0.836982	0.873512	0.770952
321	-16898.43	-16899	0.5648987	0.657027	0.434029	-0.42003	-0.834643	-0.155069	-0.308835	0.002070494	0.0007071313	0.109305	0.890695	0.856356	0.734302
322	-16896.15	-16896.76	0.6123421	0.638404	0.434029	-0.448784	-0.834643	-0.122407	-0.310935	0.001917375	0.0007071313	0.796158	0.203842	0.884788	0.732761
323	-16895.59	-16896.17	0.5803244	0.643188	0.446118	-0.441319	-0.807172	-0.122407	-0.310935	0.001917375	0.0005941756	0.796158	0.203842	0.884788	0.732761
324	-16895.32	-16895.97	0.6467366	0.643188	0.446118	-0.441319	-0.807172	-0.136124	-0.310935	0.001917375	0.0005827122	0.651209	0.348791	0.872734	0.732761
325	-16893.21	-16894.86	1.651287	0.643188	0.416631	-0.441319	-0.875554	-0.136124	-0.331551	0.0005946124	0.0004586576	0.819435	0.180565	0.872734	0.717809
326	-16893.7	-16894.6	0.9050413	0.68772	0.43548	-0.374374	-0.831305	-0.123269	-0.32275	0.001357707	0.0002885583	0.819435	0.180565	0.884026	0.724155
327	-16895.08	-16896.16	1.085677	0.634195	0.473052	-0.4554	-0.748551	-0.135663	-0.314751	0.001357707	0.0001503457	0.819435	0.180565	0.873137	0.72997
328	-16893.19	-16894.04	0.8544336	0.659952	0.443795	-0.415588	-0.812393	-0.125739	-0.294511	0.001296854	0.0004557839	0.819435	0.180565	0.881845	0.744896
329	-16893.64	-16895.25	1.611479	0.598206	0.438147	-0.51382	-0.825201	-0.160168	-0.294511	0.001035798	0.0002641255	0.819435	0.180565	0.852001	0.744896
330	-16892.88	-16894.77	1.889354	0.598206	0.438147	-0.51382	-0.825201	-0.196332	-0.292459	0.0008778684	0.0001726736	0.819435	0.180565	0.821739	0.746426
331	-16892.54	-16893.5	0.9539918	0.642224	0.475959	-0.442819	-0.742424	-0.133391	-0.261492	0.0007993552	0.0004295152	0.819435	0.180565	0.875123	0.769902
332	-16892.41	-16893.83	1.421076	0.625915	0.461556	-0.468541	-0.773152	-0.146933	-0.261492	0.0006129054	0.000162595	0.819435	0.180565	0.863352	0.769902
333	-16894.25	-16895.78	1.524519	0.668845	0.433951	-0.402203	-0.834824	-0.146933	-0.291205	0.0004382393	0.0002093834	0.268835	0.731165	0.863352	0.747362
334	-16895.44	-16896.74	1.304565	0.674445	0.472357	-0.393865	-0.750021	-0.146933	-0.306906	0.0005496434	0.0001755346	0.268835	0.731165	0.863352	0.73572
335	-16893.93	-16895.71	1.776688	0.66527	0.413312	-0.407562	-0.883553	-0.146933	-0.330284	0.0005335365	0.0001703343	0.268835	0.731165	0.863352	0.718719
336	-16893.87	-16895.62	1.751888	0.636706	0.421717	-0.451447	-0.86342	-0.11847	-0.327772	0.0005335365	0.0001703343	0.480004	0.519996	0.888278	0.720528
337	-16893.5	-16895.21	1.708547	0.622537	0.431398	-0.473953	-0.840725	-0.151157	-0.30864	0.0007740137	0.000190413	0.254899	0.745101	0.859713	0.734445
338	-16892.39	-16894.08	1.691844	0.622537	0.431398	-0.473953	-0.840725	-0.164475	-0.30292	0.0009914848	7.111456e-05	0.626917	0.373083	0.848339	0.738658
339	-16894.76	-16897.05	2.288371	0.543744	0.448074	-0.609277	-0.802797	-0.255204	-0.30292	0.0012151	8.233241e-05	0.572859	0.427141	0.774758	0.738658
340	-16896.35	-16898.73	2.37832	0.504595	0.438778	-0.684	-0.823762	-0.255204	-0.289405	0.001450313	8.233241e-05	0.636535	0.363465	0.774758	0.748709
341	-16895.24	-16897.49	2.249338	0.516555	0.454201	-0.660573	-0.789216	-0.255204	-0.289405	0.001364886	0.0001273702	0.636535	0.363465	0.774758	0.748709
342	-16897.17	-16899.14	1.964753	0.516555	0.471104	-0.660573	-0.752677	-0.216367	-0.28106	0.001364886	0.0001273702	0.441237	0.558763	0.80544	0.754983
343	-16895.75	-16896.99	1.240779	0.570872	0.480539	-0.56059	-0.732848	-0.216367	-0.28106	0.002034399	0.000160131	0.337057	0.662943	0.80544	0.754983
344	-16894.86	-16895.84	0.9805029	0.593999	0.463116	-0.520878	-0.769777	-0.176875	-0.28106	0.002034399	0.0002787913	0.567242	0.432758	0.837885	0.754983
345	-16895.03	-16895.98	0.944294	0.599742	0.455444	-0.511255	-0.786482	-0.176875	-0.28106	0.002122719	0.0002787913	0.567242	0.432758	0.837885	0.754983
346	-16896.01	-16896.7	0.693252	0.628043	0.455444	-0.465147	-0.786482	-0.176875	-0.298017	0.002430532	0.0002787913	0.542508	0.457492	0.837885	0.742289
347	-16895.32	-16896.71	1.391734	0.631112	0.4292	-0.460273	-0.845833	-0.182234	-0.329681	0.001496912	0.0004052802	0.688402	0.311598	0.833406	0.719153
348	-16894.87	-16895.9	1.02825	0.631112	0.44057	-0.460273	-0.819686	-0.124019	-0.316728	0.001496912	0.0004052802	0.812869	0.187131	0.883363	0.728529
349	-16894.52	-16895.76	1.239293	0.631112	0.44057	-0.460273	-0.819686	-0.116331	-0.316728	0.001172037	0.0002670534	0.812869	0.187131	0.89018	0.728529
350	-16893.84	-16895.38	1.541923	0.631112	0.408666	-0.460273	-0.894858	-0.155902	-0.316728	0.001262036	0.0002578273	0.786731	0.213269	0.855643	0.728529
351	-16894.65	-16896.69	2.034638	0.597939	0.408666	-0.514266	-0.894858	-0.151703	-0.316728	0.0006850105	0.0002124175	0.786731	0.213269	0.859243	0.728529
352	-16893.23	-16895.08	1.845883	0.64871	0.403733	-0.432769	-0.907001	-0.151703	-0.346772	0.0007160786	0.0002802704	0.786731	0.213269	0.859243	0.706967
353	-16894.61	-16896.37	1.761774	0.670779	0.376372	-0.399315	-0.977176	-0.115169	-0.388215	0.001010507	0.0001777752	0.722842	0.277158	0.891215	0.678267
354	-16896.63	-16898.39	1.76079	0.668826	0.377708	-0.402232	-0.973633	-0.121072	-0.314843	0.0004754415	0.0002503834	0.722842	0.277158	0.88597	0.729903
355	-16893.26	-16894.76	1.49685	0.672711	0.416659	-0.396439	-0.875488	-0.121072	-0.314843	0.0004754415	0.0003211627	0.462396	0.537604	0.88597	0.729903
356	-16893.01	-16894.44	1.423973	0.672711	0.416659	-0.396439	-0.875488	-0.121072	-0.319687	0.0004754415	0.0004941578	0.910076	0.0899235	0.88597	0.726376
357	-16892.13	-16893.58	1.458073	0.674837	0.433874	-0.393284	-0.835001	-0.111188	-0.319687	0.0003951952	0.0002298549	0.910076	0.0899235	0.89477	0.726376
358	-16893.23	-16894.66	1.424412	0.705763	0.404163	-0.348476	-0.905936	-0.0962627	-0.328978	0.0003033315	0.000315012	0.910076	0.0899235	0.908225	0.719659
359	-16895.28	-16896.3	1.023887	0.727122	0.394544	-0.318661	-0.930025	-0.0491296	-0.340165	0.0002790223	0.0006519009	0.910076	0.0899235	0.952058	0.711653
360	-16896.45	-16897.66	1.210972	0.74185	0.392578	-0.298609	-0.935019	-0.0491296	-0.387435	0.0002790223	0.0005031501	0.910076	0.0899235	0.952058	0.678796
361	-16896.98	-16897.79	0.8168401	0.784643	0.371197	-0.242526	-0.991021	0.00228022	-0.387435	0.0003536569	0.0005031501	0.910076	0.0899235	1.00228	0.678796
362	-16897.05	-16897.7	0.648421	0.828325	0.375456	-0.188349	-0.979614	0.00228022	-0.392636	0.0004122828	0.0003324427	0.910076	0.0899235	1.00228	0.675275
363	-16895.84	-16896.4	0.5600817	0.794119	0.403971	-0.230522	-0.906412	0.00228022	-0.369582	0.0004658857	0.0003356973	0.910076	0.0899235	1.00228	0.691023
364	-16894.53	-16894.74	0.209947	0.779123	0.420159	-0.249587	-0.867122	0.00228022	-0.327431	0.0009437607	0.0002029788	0.910076	0.0899235	1.00228	0.720773
365	-16894.56	-16894.44	-0.1247885	0.818374	0.437612	-0.200435	-0.826423	0.00228022	-0.324386	0.0008948204	0.0003012189	0.910076	0.0899235	1.00228	0.722971
366	-16897.59	-16896.92	-0.668526	0.819047	0.437612	-0.199614	-0.826423	0.00228022	-0.274015	0.001563822	0.0002813527	0.366722	0.633278	1.00228	0.760321
367	-16896.06	-16895.49	-0.5685232	0.819047	0.45504	-0.199614	-0.787371	0.00228022	-0.279396	0.001141766	0.0003751043	0.202075	0.797925	1.00228	0.756241
368	-16898.45	-16897.48	-0.9658342	0.819047	0.482026	-0.199614	-0.729757	-0.00191028	-0.302186	0.00167636	0.0005180291	0.644875	0.355125	0.998092	0.739201
369	-16895.41	-16894.89	-0.5232613	0.807072	0.482026	-0.214342	-0.729757	0.000121099	-0.289833	0.0008464757	0.0005180291	0.644875	0.355125	1.00012	0.748389
370	-16895.74	-16894.71	-1.028255	0.815022	0.482026	-0.20454	-0.729757	0.0114853	-0.262135	0.001232712	0.0006980243	0.644875	0.355125	1.01155	0.769407
371	-16896.91	-16896.03	-0.8865513	0.815022	0.456767	-0.20454	-0.783582	0.0114853	-0.262135	0.001347994	0.000577462	0.464599	0.535401	1.01155	0.769407
372	-16896.18	-16895.07	-1.112893	0.857167	0.488001	-0.154123	-0.717438	0.0510969	-0.265449	0.000925582	0.0003584729	0.464599	0.535401	1.05242	0.766862
373	-16896.8	-16895.87	-0.929548	0.841754	0.487827	-0.172268	-0.717795	0.0510969	-0.248302	0.0006462108	0.0003101071	0.234803	0.765197	1.05242	0.780124
374	-16896.62	-16895.83	-0.7913184	0.841754	0.483482	-0.172268	-0.726741	0.0510969	-0.279507	0.0007559212	0.0002208963	0.332025	0.667975	1.05242	0.756156
375	-16897.39	-16896.66	-0.7311903	0.820177	0.498324	-0.198236	-0.696505	0.0510969	-0.247426	0.0005383594	0.0001347145	0.271908	0.728092	1.05242	0.780808
376	-16896.59	-16896.02	-0.5713679	0.825427	0.449532	-0.191854	-0.799549	0.0510969	-0.274051	0.0008968455	0.000133039	0.941415	0.0585852	1.05242	0.760293
377	-16895.57	-16894.57	-1.008875	0.880042	0.470452	-0.127785	-0.754061	0.0510969	-0.274051	0.000798503	0.0003194324	0.941415	0.0585852	1.05242	0.760293
378	-16895.35	-16894.36	-0.9885747	0.865221	0.470452	-0.14477	-0.754061	0.0510969	-0.26934	0.000798503	0.0003861253	0.941415	0.0585852	1.05242	0.763883
379	-16895.98	-16894.89	-1.091579	0.868868	0.470452	-0.140565	-0.754061	0.0420631	-0.26934	0.001186187	0.0002422327	0.654705	0.345295	1.04296	0.763883
380	-16895.21	-16894.7	-0.5071698	0.847846	0.438501	-0.165056	-0.824394	0.0420631	-0.307961	0.001006849	0.0001354587	0.654705	0.345295	1.04296	0.734944
381	-16898.19	-16898.14	-0.05038245	0.853948	0.394392	-0.157885	-0.930411	0.0255711	-0.379612	0.001156661	0.0001743189	0.654705	0.345295	1.0259	0.684127
382	-16896.85	-16896.91	0.06295987	0.826493	0.396826	-0.190563	-0.924256	0.0242833	-0.357547	0.00102708	0.0001863535	0.275095	0.724905	1.02458	0.69939
383	-16895.73	-16896.19	0.4618317	0.789799	0.394643	-0.235977	-0.929773	-0.0173431	-0.357415	0.00102708	0.0001863535	0.259349	0.740651	0.982806	0.699482
384	-16895.25	-16896.18	0.9279976	0.75215	0.399115	-0.28482	-0.918505	-0.0820672	-0.355763	0.00102708	0.0001863535	0.880179	0.119821	0.92121	0.700639
385	-16896.12	-16897.26	1.140334	0.71372	0.380809	-0.337264	-0.965456	-0.114672	-0.355763	0.001313743	0.0003400866	0.91051	0.0894903	0.891658	0.700639
386	-16895.92	-16896.95	1.030811	0.660449	0.389896	-0.414835	-0.941876	-0.105004	-0.355763	0.001934289	0.0002955557	0.91051	0.0894903	0.900321	0.700639
387	-16895.74	-16896.97	1.236492	0.670487	0.376297	-0.39975	-0.977376	-0.109508	-0.372178	0.001527635	0.0004981157	0.91051	0.0894903	0.896275	0.689232
388	-16900.34	-16901.79	1.446694	0.648118	0.401212	-0.433682	-0.913266	-0.180629	-0.356221	0.001400561	0.0006831578	0.0497982	0.950202	0.834745	0.700318
389	-16900.86	-16901.67	0.8101915	0.647136	0.389543	-0.435199	-0.942782	-0.112493	-0.356221	0.00211765	0.0007352214	0.0497982	0.950202	0.893604	0.700318
390	-16901.01	-16901.66	0.6552149	0.647136	0.402098	-0.435199	-0.911059	-0.12147	-0.356221	0.00211765	0.0009781795	0.0497982	0.950202	0.885618	0.700318
391	-16900.58	-16901.68	1.099073	0.647136	0.395054	-0.435199	-0.928732	-0.165638	-0.356221	0.001712997	0.0009781795	0.0497982	0.950202	0.847353	0.700318
392	-16901.08	-16902.3	1.218914	0.666376	0.372172	-0.405901	-0.9884	-0.150904	-0.356221	0.001224411	0.001148358	0.0497982	0.950202	0.859931	0.700318
393	-16898.31	-16900.24	1.931197	0.644464	0.372172	-0.439336	-0.9884	-0.150904	-0.382741	0.0008101951	0.00062638	0.0497982	0.950202	0.859931	0.681989
394	-16895.74	-16897.47	1.730042	0.644464	0.386667	-0.439336	-0.950191	-0.146586	-0.340677	0.0008101951	0.0005330947	0.246626	0.753374	0.863651	0.711289
395	-16896.01	-16897.38	1.36875	0.670024	0.423512	-0.400441	-0.859174	-0.146586	-0.340677	0.0008101951	0.0005843033	0.246626	0.753374	0.863651	0.711289
396	-16893.73	-16895.08	1.350752	0.670024	0.399791	-0.400441	-0.916813	-0.125711	-0.340677	0.001009307	0.0004860962	0.92377	0.0762298	0.88187	0.711289
397	-16894.69	-16896.39	1.692378	0.630691	0.397918	-0.46094	-0.921509	-0.125711	-0.349579	0.0009073212	0.000427763	0.92377	0.0762298	0.88187	0.704985
398	-16893.25	-16895.1	1.844349	0.630691	0.403952	-0.46094	-0.906459	-0.150464	-0.349579	0.0009159818	0.0002760737	0.92377	0.0762298	0.860309	0.704985
399	-16895.47	-16897.64	2.177658	0.614398	0.403952	-0.487113	-0.906459	-0.187624	-0.347848	0.0006578285	0.0003610363	0.194602	0.805398	0.828927	0.706206
400	-16896.31	-16898.68	2.364553	0.609407	0.397033	-0.495269	-0.923735	-0.202476	-0.32379	0.000503559	0.0002283636	0.194602	0.805398	0.816706	0.723402
