Iteration	Replicate_ID	Posterior	Likelihood	Prior	mass_extinction_probabilities[1]	mass_extinction_probabilities[2]	mass_extinction_probabilities[3]	mass_extinction_probabilities[4]	mass_extinction_probabilities[5]	mass_extinction_probabilities[6]	mass_extinction_probabilities[7]	mass_extinction_probabilities[8]	mass_extinction_probabilities[9]
4679	1	-112.106	-97.99404	-14.11195	0	0	0	0	0	0	0	0	0
4680	0	-122.9863	-100.4806	-22.50579	0	0	0	0	0	0	0	0	0
4681	1	-117.0547	-99.31299	-17.74175	0	0	0	0	0	0	0	0	0
4682	0	-95.58681	-102.2669	6.680133	0	0	0	0	0	0	0	0	0
4683	1	-128.0432	-99.88518	-28.15803	0	0	0	0	0	0	0	0	0
4684	0	-89.03549	-99.27302	10.23754	0	0	0	0	0	0	0	0	0
4685	1	-144.8779	-100.2976	-44.5803	0	0	0	0	0	0	0	0	0
4686	0	-105.7468	-100.1674	-5.579416	0	0	0	0	0	0	0	0	0
4687	1	-111.6721	-97.8773	-13.79483	0	0	0	0	0	0	0	0	0
4688	0	-108.0631	-101.1642	-6.898873	0.844337	0	0	0	0	0	0	0	0
4689	1	-124.2148	-101.5726	-22.64212	0	0	0	0	0.680489	0	0	0	0
4690	0	-88.03445	-99.14953	11.11508	0	0	0	0	0	0	0	0	0
4691	1	-91.87676	-105.3615	13.48475	0	0	0	0	0	0	0	0	0
4692	0	-123.6281	-104.9385	-18.68959	0	0	0	0	0	0	0	0	0
4693	1	-96.96529	-106.2561	9.290798	0	0	0	0	0	0	0	0	0
4694	0	-133.9439	-105.9975	-27.94635	0	0	0	0	0	0	0	0	0
4695	1	-70.18115	-104.8654	34.68427	0	0	0	0	0	0	0	0	0
4696	0	-134.1181	-100.811	-33.30715	0	0	0	0	0	0	0	0	0
4697	1	-84.49131	-103.5998	19.10851	0	0	0	0	0	0	0	0	0
4698	0	-105.5272	-104.8041	-0.7230918	0	0	0	0	0	0	0	0	0
4699	1	-107.2697	-102.7726	-4.497051	0	0	0	0	0	0	0	0	0
4700	0	-121.1236	-103.1706	-17.95309	0	0	0	0	0	0	0	0	0
4701	1	-98.49469	-104.8951	6.400375	0	0	0	0	0	0	0	0	0
4702	0	-99.06365	-101.779	2.715383	0	0	0	0	0	0	0	0	0
4703	1	-108.1838	-103.5963	-4.587431	0	0	0	0	0	0	0	0	0
4704	0	-178.6191	-102.7645	-75.85454	0	0	0	0	0	0	0	0	0
4705	1	-87.20683	-100.0029	12.79612	0.83291	0	0	0	0	0	0	0	0
4706	0	-122.9075	-101.6405	-21.26698	0	0	0	0	0	0	0	0	0
4707	1	-122.9106	-99.38265	-23.52792	0.83291	0	0	0	0	0	0	0	0
4708	0	-80.61264	-99.87895	19.2663	0	0	0	0	0	0	0	0	0
4709	1	-108.882	-98.01598	-10.86607	0.83291	0	0	0	0	0	0	0	0
4710	0	-96.01911	-100.8115	4.79243	0	0	0	0	0	0	0	0	0
4711	1	-106.9572	-99.29272	-7.664515	0.83291	0	0	0	0	0	0	0	0
4712	0	-146.3433	-101.6841	-44.65914	0	0	0	0	0	0	0	0	0
4713	1	-127.5556	-99.02074	-28.53483	0.83291	0	0	0	0	0	0	0	0
4714	0	-98.3988	-102.7956	4.396786	0	0	0	0	0	0	0	0	0
4715	1	-156.9432	-102.4353	-54.50796	0	0	0	0	0	0	0	0	0
4716	0	-139.4752	-103.0582	-36.41704	0	0	0	0	0	0	0	0	0
4717	1	-86.94684	-102.6625	15.71568	0	0	0	0	0	0	0	0	0
4718	0	-120.1308	-100.2829	-19.84788	0	0	0	0	0	0	0	0	0
4719	1	-108.6159	-103.6257	-4.990178	0	0	0	0	0	0	0	0	0
4720	0	-142.3222	-102.1897	-40.13252	0	0	0	0	0	0	0	0	0
4721	1	-108.2512	-96.69094	-11.56027	0.91376	0	0	0	0	0	0	0	0
4722	0	-96.85639	-103.7719	6.915552	0	0	0	0	0	0	0	0	0
4723	1	-80.14123	-98.39642	18.25519	0.91376	0	0	0	0	0	0	0	0
4724	0	-119.5953	-102.5005	-17.0948	0	0	0	0	0	0	0	0	0
4725	1	-95.90203	-98.77205	2.870015	0.91376	0	0	0	0	0	0	0	0
4726	0	-68.65802	-102.7365	34.07846	0	0	0	0	0	0	0	0	0
4727	1	-93.14374	-97.50882	4.365082	0.91376	0	0	0	0	0	0	0	0
4728	0	-117.1786	-101.4943	-15.6843	0	0	0	0	0	0	0	0	0
4729	1	-97.11823	-102.3096	5.19133	0.91376	0	0	0	0	0	0	0	0
4730	0	-102.9673	-99.73538	-3.231953	0	0	0	0	0	0	0	0	0
4731	1	-80.99167	-99.27769	18.28601	0.91376	0	0	0	0	0	0	0	0
4732	0	-108.8524	-103.6915	-5.16088	0	0	0	0	0	0	0	0	0
4733	1	-95.35062	-95.78776	0.4371326	0.91376	0	0	0	0	0	0	0	0
4734	0	-135.451	-100.3199	-35.13114	0	0	0	0	0	0	0	0	0
4735	1	-54.2273	-98.16039	43.93309	0.91376	0	0	0	0.902321	0	0	0	0
4736	0	-158.2482	-105.4175	-52.83067	0	0	0	0	0	0	0	0	0
4737	1	-6.490881	-97.72615	91.23527	0.91376	0	0	0	0	0	0	0	0
4738	0	-70.01641	-101.6258	31.60938	0.817689	0	0	0	0	0	0	0	0
4739	1	-63.96343	-98.16338	34.19995	0.91376	0	0	0	0	0	0	0	0
4740	0	-54.11767	-103.7654	49.64775	0	0	0	0	0	0	0	0	0
4741	1	-42.92107	-98.3285	55.40743	0.91376	0	0	0	0	0	0	0	0
4742	0	-71.98493	-103.6355	31.65053	0	0	0	0	0	0	0	0	0
4743	1	-77.0149	-98.20481	21.18992	0.91376	0	0	0	0	0	0	0	0
4744	0	-82.06122	-104.6605	22.5993	0	0	0	0	0	0	0	0	0
4745	1	-41.26079	-99.98303	58.72224	0.91376	0	0	0	0	0	0	0	0
4746	0	-105.5486	-102.1126	-3.436054	0	0	0	0	0	0	0	0	0
4747	1	-47.51338	-99.13236	51.61898	0.91376	0	0	0	0	0	0	0	0
4748	0	-110.0437	-102.1574	-7.886371	0	0	0	0	0	0	0	0	0
4749	1	-116.4045	-102.4752	-13.92927	0.91376	0	0	0	0	0	0	0	0
4750	0	-108.9505	-100.467	-8.483498	0	0	0	0	0	0	0	0	0
4751	1	-118.8146	-98.79627	-20.01838	0.91376	0	0	0	0	0	0	0	0
4752	0	-119.0025	-101.2304	-17.77207	0	0	0	0	0	0	0	0	0
4753	1	-98.74718	-98.67379	-0.07338665	0.91376	0	0	0	0	0	0	0	0
4754	0	-101.6343	-102.6013	0.9669222	0	0	0	0	0	0	0	0	0
4755	1	-66.20939	-98.81354	32.60415	0.91376	0	0	0	0	0	0	0	0
4756	0	-86.63425	-102.5119	15.87763	0	0	0	0	0	0	0	0	0
4757	1	-43.66099	-97.7157	54.05471	0.91376	0	0	0	0	0	0	0	0
4758	0	-94.31636	-106.0589	11.74257	0	0	0	0	0	0	0	0	0
4759	1	-64.29318	-95.91157	31.61839	0.91376	0	0	0	0.853883	0	0	0	0
4760	0	-136.4605	-100.0616	-36.39899	0	0	0	0	0	0	0	0	0
4761	1	-81.9597	-103.3055	21.34581	0	0	0	0	0	0	0	0	0
4762	0	-98.32268	-104.8284	6.505718	0	0	0	0	0	0	0	0	0
4763	1	-98.24994	-102.9087	4.658802	0	0	0	0	0	0	0	0	0
4764	0	-79.18774	-104.4694	25.28169	0	0	0	0	0	0	0	0	0
4765	1	-73.019	-103.2578	30.23878	0	0	0	0	0	0	0	0	0
4766	0	-141.5839	-100.9313	-40.65265	0	0	0	0	0	0	0	0	0
4767	1	-147.554	-99.7393	-47.81473	0	0	0	0	0	0	0	0	0
4768	0	-73.30518	-103.4209	30.1157	0	0	0	0	0	0	0	0	0
4769	1	-157.3114	-96.0503	-61.26106	0	0	0	0	0	0	0	0	0
4770	0	-101.1497	-101.8483	0.698656	0	0	0	0	0	0	0	0	0
4771	1	-127.4667	-98.11855	-29.34819	0	0	0	0	0	0	0	0	0
4772	0	-122.7322	-104.8487	-17.88354	0	0	0	0	0	0	0	0	0
4773	1	-101.4933	-103.4	1.906775	0	0	0	0	0	0	0	0	0
4774	0	-84.263	-101.109	16.84604	0	0	0	0	0	0	0	0	0
4775	1	-66.27949	-102.2823	36.00286	0	0	0	0	0	0	0	0	0
4776	0	-60.57013	-102.9109	42.34076	0	0	0	0	0	0	0	0	0
4777	1	-98.7771	-104.5827	5.805614	0	0	0	0	0	0	0	0	0
4778	0	-94.45697	-100.2938	5.83685	0	0	0	0	0	0	0	0	0
4779	1	-71.82324	-101.6607	29.83748	0	0	0	0	0	0	0	0	0
4780	0	-117.1966	-100.5222	-16.67433	0	0	0	0	0	0	0	0	0
4781	1	-91.76463	-104.4761	12.71146	0	0	0	0	0	0	0	0	0
4782	0	-73.93873	-100.8691	26.93037	0	0	0	0	0	0	0	0	0
4783	1	-74.8347	-105.1553	30.32059	0	0	0	0	0	0	0	0	0
4784	0	-75.01202	-99.57505	24.56303	0	0	0	0	0	0	0	0	0
4785	1	-89.7116	-104.1684	14.4568	0	0	0	0	0	0	0	0	0
4786	0	-121.9886	-100.1675	-21.82112	0	0	0	0	0	0	0	0	0
4787	1	-122.1557	-102.1107	-20.04498	0	0	0	0	0	0	0	0	0
4788	0	-67.93468	-105.9912	38.05657	0	0	0	0	0	0	0	0	0
4789	1	-89.04765	-103.5041	14.45642	0	0	0	0	0	0	0	0	0
4790	0	-93.3492	-103.2979	9.948721	0	0	0	0	0	0	0	0	0
4791	1	-76.58559	-96.78119	20.1956	0.82402	0	0	0	0	0	0	0	0
4792	0	-128.8799	-105.9016	-22.97828	0	0	0	0	0	0	0	0	0
4793	1	-119.0472	-97.89051	-21.15671	0.82402	0	0	0	0	0	0	0	0
4794	0	-91.16125	-104.1345	12.97325	0	0	0	0	0	0	0	0	0
4795	1	-108.2891	-96.22885	-12.06023	0.82402	0	0	0	0.754139	0	0	0	0
4796	0	-91.15347	-99.47779	8.324324	0	0	0	0	0	0	0	0	0
4797	1	-75.4007	-100.7559	25.35517	0.82402	0	0	0	0	0	0	0	0
4798	0	-91.67782	-100.8732	9.195408	0	0	0	0	0	0	0	0	0
4799	1	-155.0621	-99.54245	-55.51964	0.82402	0	0	0	0	0	0	0	0
4800	0	-93.43723	-105.084	11.6468	0	0	0	0	0	0	0	0	0
4801	1	-141.8222	-97.97056	-43.85168	0.82402	0	0	0	0	0	0	0	0
4802	0	-111.7882	-99.58168	-12.20653	0	0	0	0	0	0	0	0	0
4803	1	-78.4675	-98.15488	19.68738	0.82402	0	0	0	0	0	0	0	0
4804	0	-78.36346	-99.69487	21.33141	0	0	0	0	0	0	0	0	0
4805	1	-110.8002	-98.61627	-12.18396	0.82402	0	0	0	0	0	0	0	0
4806	0	-83.69354	-102.3765	18.68298	0	0	0	0	0	0	0	0	0
4807	1	-109.2452	-98.69711	-10.54808	0.82402	0	0	0	0	0	0	0	0
4808	0	-91.52398	-102.1166	10.59263	0	0	0	0	0	0	0	0	0
4809	1	-69.90777	-103.0487	33.1409	0	0	0	0	0	0	0	0	0
4810	0	-74.34862	-106.8701	32.52148	0	0	0	0	0	0	0	0	0
4811	1	-106.0003	-102.8049	-3.195379	0	0	0	0	0	0	0	0	0
4812	0	-94.97778	-104.429	9.451216	0	0	0	0	0	0	0	0	0
4813	1	-88.46851	-103.8553	15.3868	0	0	0	0	0	0	0	0	0
4814	0	-126.6588	-103.6872	-22.97164	0	0	0	0	0	0	0	0	0
4815	1	-75.45235	-104.1157	28.66334	0	0	0	0	0	0	0	0	0
4816	0	-145.6165	-99.55339	-46.06316	0	0	0	0	0	0	0	0	0
4817	1	-108.2778	-102.7979	-5.479888	0	0	0	0	0	0	0	0	0
4818	0	-148.117	-101.9928	-46.12427	0	0	0	0	0	0	0	0	0
4819	1	-89.88916	-102.3681	12.47897	0	0	0	0	0	0	0	0	0
4820	0	-116.8355	-104.2564	-12.57908	0	0	0	0	0	0	0	0	0
4821	1	-105.4753	-100.5229	-4.952391	0.830508	0	0	0	0	0	0	0	0
4822	0	-103.1721	-104.8714	1.69936	0	0	0	0	0	0	0	0	0
4823	1	-101.5236	-101.4007	-0.1228965	0	0	0	0	0	0	0	0	0
4824	0	-31.11621	-105.4081	74.29187	0	0	0	0	0	0	0	0	0
4825	1	-88.3764	-101.4607	13.08435	0	0	0	0	0	0	0	0	0
4826	0	-108.5825	-99.66426	-8.918216	0	0	0	0	0	0	0	0	0
4827	1	-104.7863	-100.1393	-4.647057	0	0	0	0	0	0	0	0	0
4828	0	-82.17198	-102.7809	20.60889	0	0	0	0	0	0	0	0	0
4829	1	-120.2644	-99.09528	-21.16908	0	0	0	0	0	0	0	0	0
4830	0	-109.7428	-101.6265	-8.116336	0	0	0	0	0	0	0	0	0
4831	1	-100.5729	-102.0856	1.51276	0	0	0	0	0	0	0	0	0
4832	0	-111.7063	-98.97038	-12.73589	0	0	0	0	0	0	0	0	0
4833	1	-102.3452	-106.9008	4.555564	0	0	0	0	0	0	0	0	0
4834	0	-87.1564	-99.22237	12.06597	0	0	0	0	0	0	0	0	0
4835	1	-66.95357	-104.1999	37.24636	0	0	0	0	0	0	0	0	0
4836	0	-59.53863	-101.8791	42.34043	0.860755	0	0	0	0	0	0	0	0
4837	1	-114.4566	-103.7661	-10.69041	0	0	0	0	0	0	0	0	0
4838	0	-97.59507	-97.05357	-0.5415047	0.860755	0	0	0	0	0	0	0	0
4839	1	-80.94809	-103.3582	22.41009	0	0	0	0	0	0	0	0	0
4840	0	-108.1648	-104.0706	-4.094199	0	0	0	0	0	0	0	0	0
4841	1	-87.1249	-99.09007	11.96517	0	0	0	0	0	0	0	0	0
4842	0	-166.8231	-102.2183	-64.60481	0	0	0	0	0	0	0	0	0
4843	1	-74.32447	-99.22597	24.9015	0	0	0	0	0	0	0	0	0
4844	0	-99.5783	-104.1093	4.531014	0	0	0	0	0	0	0	0	0
4845	1	-94.4042	-101.1406	6.736417	0	0.847361	0	0	0	0	0	0	0
4846	0	-110.0712	-106.6204	-3.450742	0	0	0	0	0	0	0	0	0
4847	1	-126.1374	-104.2239	-21.9135	0	0	0	0	0	0	0	0	0
4848	0	-49.66953	-104.0738	54.40426	0	0	0	0	0	0	0	0	0
4849	1	-98.48632	-104.0114	5.52507	0	0	0	0	0	0	0	0	0
4850	0	-70.48049	-100.746	30.26556	0	0.789272	0	0	0	0	0	0	0
4851	1	-101.9102	-99.88891	-2.021284	0	0	0	0	0	0	0	0	0
4852	0	-62.95937	-103.9189	40.95953	0	0	0	0	0	0	0	0	0
4853	1	-153.9547	-99.75973	-54.19498	0.710013	0	0	0	0	0	0	0	0
4854	0	-120.8354	-101.3242	-19.51118	0	0	0	0	0	0	0	0	0
4855	1	-141.428	-101.3251	-40.10294	0	0	0	0	0	0	0	0	0
4856	0	-132.8305	-99.64875	-33.18174	0	0.873793	0	0	0	0	0	0	0
4857	1	-122.1176	-100.2657	-21.85186	0	0	0	0	0	0	0	0	0
4858	0	-151.131	-102.1035	-49.02748	0	0.873793	0	0	0	0	0	0	0
4859	1	-161.6853	-104.6063	-57.07906	0	0	0	0	0	0	0	0	0
4860	0	-119.4259	-101.2705	-18.15534	0	0.873793	0	0	0	0	0	0	0
4861	1	-105.8567	-102.9862	-2.870425	0	0	0	0	0	0	0	0	0
4862	0	-187.3974	-100.8629	-86.53446	0	0.873793	0	0	0	0	0	0	0
4863	1	-109.9332	-101.2537	-8.679503	0	0	0	0	0	0	0	0	0
4864	0	-114.9909	-103.1775	-11.81338	0	0.873793	0	0	0	0	0	0	0
4865	1	-112.5489	-98.05757	-14.49135	0.926093	0	0	0	0	0	0	0	0
4866	0	-81.47344	-98.88177	17.40833	0	0.873793	0	0	0	0	0	0	0
4867	1	-117.5337	-100.893	-16.64066	0.926093	0	0	0	0	0	0	0	0
4868	0	-115.4177	-99.91638	-15.50134	0	0	0	0	0	0	0	0	0
4869	1	-88.94395	-98.36594	9.421985	0.926093	0	0	0	0	0	0	0	0
4870	0	-90.09071	-99.51652	9.425807	0	0	0	0	0	0	0	0	0
4871	1	-82.36493	-97.94116	15.57623	0.926093	0	0	0	0	0	0	0	0
4872	0	-77.7464	-102.3939	24.6475	0	0	0	0	0	0	0	0	0
4873	1	-116.3935	-98.04182	-18.35165	0.926093	0	0	0	0	0	0	0	0
4874	0	-109.7135	-103.5533	-6.160215	0	0	0	0	0	0	0	0	0
4875	1	-116.1774	-96.83582	-19.34156	0.926093	0	0	0	0.90778	0	0	0	0
4876	0	-60.45834	-105.1279	44.66956	0	0	0	0	0	0	0	0	0
4877	1	-100.2549	-98.00946	-2.245474	0.926093	0	0	0	0.90778	0	0	0	0
4878	0	-118.7777	-99.9103	-18.86737	0	0	0	0	0	0	0	0	0
4879	1	-69.39736	-96.47895	27.08159	0.926093	0	0	0	0.90778	0	0	0	0
4880	0	-136.6589	-103.0297	-33.62916	0	0	0	0	0	0	0	0	0
4881	1	-91.34612	-94.69761	3.351496	0.926093	0	0	0	0.90778	0	0	0.739435	0
4882	0	-81.89438	-100.5856	18.69124	0	0	0	0	0	0	0	0	0
4883	1	-80.40289	-98.84411	18.44122	0.926093	0	0	0	0	0	0	0	0
4884	0	-66.01557	-104.2709	38.25535	0	0	0	0	0	0	0	0	0
4885	1	-53.34066	-98.54369	45.20304	0.926093	0	0	0	0	0	0	0	0
4886	0	-107.5753	-100.4153	-7.160033	0	0	0	0	0	0	0	0	0
4887	1	-90.08901	-99.04991	8.960904	0.926093	0	0	0	0	0	0	0	0
4888	0	-68.60949	-106.3978	37.78833	0	0	0	0	0	0	0	0	0
4889	1	-99.59252	-99.05385	-0.5386729	0.926093	0	0	0	0	0	0	0	0
4890	0	-118.4859	-103.1422	-15.34374	0	0	0	0	0	0	0	0	0
4891	1	-121.1837	-101.0737	-20.10995	0.926093	0	0	0	0	0	0	0	0
4892	0	-112.0797	-100.9939	-11.0858	0	0	0	0	0	0	0	0	0
4893	1	-99.20033	-100.3729	1.172534	0.926093	0	0	0	0	0	0	0	0
4894	0	-124.5014	-104.2546	-20.24682	0	0	0	0	0	0	0	0	0
4895	1	-122.009	-97.83783	-24.17121	0.926093	0	0	0	0	0	0	0	0
4896	0	-89.48692	-98.94074	9.453817	0	0	0	0	0	0	0	0	0
4897	1	-92.89997	-99.26671	6.366747	0.926093	0	0	0	0	0	0	0	0
4898	0	-117.3841	-103.5363	-13.84785	0	0	0	0	0	0	0	0	0
4899	1	-62.42231	-99.05919	36.63688	0.926093	0	0	0	0	0	0	0	0
4900	0	-62.09319	-104.3868	42.29358	0	0	0	0	0	0	0	0	0
4901	1	-96.74969	-99.2537	2.504015	0.926093	0	0	0	0	0	0	0	0
4902	0	-79.38377	-103.9764	24.59261	0	0	0	0	0	0	0	0	0
4903	1	-99.40022	-98.41844	-0.981776	0.926093	0	0	0	0	0	0	0	0
4904	0	-117.4021	-103.5818	-13.8203	0	0	0	0	0	0	0	0	0
4905	1	-53.2441	-95.10665	41.86255	0.926093	0	0	0	0.857781	0	0	0	0
4906	0	-83.45438	-104.7196	21.26525	0	0	0	0	0	0	0	0	0
4907	1	-81.31987	-96.08046	14.76059	0.926093	0	0	0	0.857781	0	0	0.826052	0
4908	0	-131.928	-103.4287	-28.49935	0	0	0	0	0	0	0	0	0
4909	1	-130.6793	-97.26641	-33.41287	0.926093	0	0	0	0	0	0	0	0
4910	0	-21.48143	-103.2993	81.81789	0	0	0	0	0	0	0	0	0
4911	1	-89.17356	-99.72679	10.55323	0.926093	0	0	0	0	0	0	0	0
4912	0	-79.49524	-104.4525	24.95722	0	0	0	0	0	0	0	0	0
4913	1	-146.859	-95.27448	-51.58451	0.926093	0	0	0	0	0	0	0	0
4914	0	-84.08427	-104.8431	20.75887	0	0	0	0	0	0	0	0	0
4915	1	-132.8772	-96.22453	-36.65267	0.926093	0	0	0	0	0	0	0	0
4916	0	-130.2773	-104.5618	-25.71552	0	0	0	0	0	0	0	0	0
4917	1	-184.3391	-98.56798	-85.7711	0.926093	0	0	0	0	0	0	0	0
4918	0	-143.1997	-101.5387	-41.66104	0	0	0	0	0	0	0	0	0
4919	1	-135.8077	-99.4047	-36.40304	0.926093	0	0	0	0	0	0	0	0
4920	0	-152.9182	-102.2846	-50.63361	0	0.876043	0	0	0	0	0	0	0
4921	1	-99.30122	-102.0256	2.724406	0.926093	0	0	0	0	0	0	0	0
4922	0	-146.3803	-99.94311	-46.43723	0	0	0	0	0	0	0	0	0
4923	1	-102.8323	-99.66624	-3.166016	0.926093	0	0	0	0	0	0	0	0
4924	0	-154.751	-105.6932	-49.0578	0	0	0	0	0	0	0	0	0
4925	1	-146.0685	-96.29156	-49.77698	0.926093	0	0	0	0	0	0	0	0
4926	0	-119.2822	-100.4637	-18.81842	0	0	0	0	0	0	0	0	0
4927	1	-142.0152	-99.55412	-42.4611	0.926093	0	0	0	0	0	0	0	0
4928	0	-107.3729	-104.8619	-2.510961	0	0	0	0	0	0	0	0	0
4929	1	-114.2652	-104.2339	-10.03128	0	0	0	0	0	0	0	0	0
4930	0	-150.2816	-104.3038	-45.97781	0	0	0	0	0	0	0	0	0
4931	1	-162.8477	-103.8598	-58.98782	0	0	0	0	0	0	0	0	0
4932	0	-115.6248	-98.30956	-17.31525	0	0	0	0	0	0	0	0	0
4933	1	-136.3177	-103.0465	-33.27127	0	0	0	0	0	0	0	0	0
4934	0	-101.3174	-101.3934	0.07601148	0	0	0	0	0	0	0	0	0
4935	1	-132.2984	-100.6324	-31.66595	0	0	0	0	0	0	0	0	0
4936	0	-85.1947	-101.5383	16.34363	0	0	0	0	0	0	0	0	0
4937	1	-105.8941	-104.3996	-1.494539	0	0	0	0	0	0	0	0	0
4938	0	-121.8082	-105.2135	-16.5947	0	0	0	0	0	0	0	0	0
4939	1	-90.8981	-105.4374	14.53933	0	0	0	0	0	0	0	0	0
4940	0	-86.31639	-101.8711	15.55475	0	0	0	0	0	0	0	0	0
4941	1	-118.1933	-96.19839	-21.99492	0	0	0	0	0	0	0	0	0
4942	0	-95.00133	-104.9362	9.934848	0	0	0	0	0	0	0	0	0
4943	1	-119.7931	-100.1817	-19.61144	0	0	0.930369	0	0.829687	0	0	0	0
4944	0	-120.3895	-99.26121	-21.12827	0	0	0	0	0	0	0	0	0
4945	1	-123.2342	-97.71352	-25.52069	0	0	0.930369	0	0	0	0	0	0
4946	0	-120.7695	-106.9096	-13.85991	0	0	0	0	0	0	0	0	0
4947	1	-103.0423	-96.85174	-6.190607	0	0	0.930369	0	0	0	0	0	0
4948	0	-89.17994	-100.6646	11.48466	0.856866	0	0	0	0	0	0	0	0
4949	1	-113.1989	-95.68623	-17.51268	0	0	0.930369	0	0	0	0	0	0
4950	0	-84.52796	-105.5721	21.04411	0	0	0	0	0	0	0	0	0
4951	1	-95.96018	-96.49265	0.5324755	0	0	0.930369	0	0	0	0	0	0
4952	0	-78.21755	-103.8938	25.67627	0	0	0	0	0	0	0	0	0
4953	1	-93.26433	-98.81811	5.553781	0	0	0.930369	0.900782	0	0	0	0	0
4954	0	-80.028	-107.7853	27.75729	0	0	0	0	0	0	0	0	0
4955	1	-111.5752	-100.6366	-10.9386	0	0	0.930369	0.900782	0	0	0	0	0
4956	0	-63.35161	-103.8811	40.5295	0	0	0	0	0	0	0	0	0
4957	1	-118.1942	-100.3762	-17.81798	0	0	0.930369	0	0	0	0	0	0
4958	0	-114.6017	-102.4279	-12.17383	0	0	0	0	0	0	0	0	0
4959	1	-106.1785	-96.43855	-9.739969	0	0	0	0	0	0	0	0	0
4960	0	-135.9263	-99.11122	-36.81508	0	0	0	0	0	0	0	0	0
4961	1	-107.7777	-96.72007	-11.05762	0.630455	0	0	0	0	0	0	0	0
4962	0	-132.3082	-98.22106	-34.08713	0	0	0	0	0	0	0	0	0
4963	1	-110.186	-100.4769	-9.709106	0	0	0	0	0	0	0	0	0
4964	0	-111.7055	-102.8805	-8.825059	0	0	0	0	0	0	0	0	0
4965	1	-76.95771	-97.3523	20.39459	0	0	0	0	0	0	0	0	0
4966	0	-72.86761	-100.7634	27.89582	0	0	0	0	0	0	0	0	0
4967	1	-81.29964	-103.7863	22.48665	0	0	0	0	0	0	0	0	0
4968	0	-90.18035	-106.6836	16.50323	0	0	0	0	0	0	0	0	0
4969	1	-48.47567	-103.1933	54.71763	0	0	0	0	0	0	0	0	0
4970	0	-92.43417	-101.9721	9.53789	0	0	0	0	0	0	0	0	0
4971	1	-78.392	-103.3705	24.97847	0	0	0	0	0	0	0	0	0
4972	0	-106.0273	-101.1672	-4.860124	0	0	0	0	0	0	0	0	0
4973	1	-84.06685	-101.5939	17.52702	0	0	0	0	0	0	0	0	0
4974	0	-105.0226	-100.9556	-4.066991	0	0	0	0	0	0	0	0	0
4975	1	-101.3923	-101.121	-0.2713775	0	0	0	0	0	0	0	0	0
4976	0	-73.1294	-101.4867	28.35734	0	0	0	0	0	0	0	0	0
4977	1	-107.6783	-103.6111	-4.067186	0	0	0	0	0	0	0	0	0
4978	0	-60.33129	-107.6888	47.3575	0	0	0	0	0	0	0	0	0
4979	1	-124.3763	-102.3476	-22.02874	0	0	0	0	0	0	0	0	0
4980	0	-122.6241	-103.9106	-18.71354	0	0	0	0	0	0	0	0	0
4981	1	-84.23163	-104.7226	20.49096	0	0	0	0	0	0	0	0	0
4982	0	-152.1554	-101.1338	-51.02163	0	0	0	0	0	0	0	0	0
4983	1	-83.06529	-100.6638	17.59847	0	0	0	0	0	0	0	0	0
4984	0	-81.73613	-103.7691	22.03298	0	0	0	0	0	0	0	0	0
4985	1	-93.54076	-101.3445	7.803785	0	0	0	0	0	0	0	0	0
4986	0	-92.99756	-106.6637	13.66612	0	0	0	0	0	0	0	0	0
4987	1	-93.00349	-104.2833	11.27979	0	0	0	0	0	0	0	0	0
4988	0	-123.559	-104.055	-19.50399	0	0	0	0	0	0	0	0	0
4989	1	-64.7329	-106.1359	41.40297	0	0	0	0	0	0	0	0	0
4990	0	-128.7243	-100.1674	-28.55694	0	0	0	0	0	0	0	0	0
4991	1	-125.8134	-103.9216	-21.89177	0	0	0	0	0	0	0	0	0
4992	0	-146.1233	-103.2186	-42.90468	0	0	0	0	0	0	0	0	0
4993	1	-97.84212	-102.267	4.424848	0	0	0	0	0	0	0	0	0
4994	0	-115.0675	-102.7593	-12.30819	0	0	0	0	0	0	0	0	0
4995	1	-103.5078	-106.8961	3.388266	0	0	0	0	0	0	0	0	0
4996	0	-105.4756	-103.5039	-1.971703	0	0	0	0	0	0	0	0	0
4997	1	-60.56573	-104.1399	43.57414	0	0	0	0	0	0	0	0	0
4998	0	-44.10054	-103.7736	59.67309	0	0	0	0	0	0	0	0	0
4999	1	-42.03548	-104.5809	62.54541	0	0	0	0	0	0	0	0	0
5000	0	-89.90633	-103.778	13.87166	0	0	0	0	0	0	0	0	0
5001	1	-112.7852	-102.3753	-10.40995	0	0	0	0	0	0	0	0	0
5002	0	-100.1253	-98.64341	-1.481888	0	0	0	0	0	0	0	0	0
5003	1	-114.8744	-105.1833	-9.691048	0	0	0	0	0	0	0	0	0
5004	0	-98.82384	-102.0664	3.242515	0	0	0	0	0	0	0	0	0
5005	1	-135.3812	-102.2522	-33.12899	0	0	0	0	0	0	0	0	0
5006	0	-104.4895	-98.41677	-6.072728	0.833281	0	0	0	0	0	0	0	0
5007	1	-91.46547	-99.32769	7.862213	0	0	0	0	0	0	0	0	0
5008	0	-114.3286	-100.2805	-14.04803	0	0	0	0	0	0	0	0	0
5009	1	-139.7895	-98.94062	-40.84889	0	0	0	0	0	0	0	0	0
5010	0	-72.54084	-106.2104	33.66954	0	0	0	0	0	0	0	0	0
5011	1	-105.731	-97.95522	-7.775803	0	0	0	0	0	0	0	0	0
5012	0	-93.26249	-101.8922	8.629749	0	0	0	0	0	0	0	0	0
