Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
140	-16876.09	-16884.39	8.298963	0.383485	0.399488	0.593872	0.618655	0.784739	1.21526	0.3242176	0.803578	1.24443	0.488679	0.509072	0.002532241	0.00253224	0.00253224	0.709147	0.081097	0.108409	0.101348	0.420418	0.691276	0.903996	1.4864	0.634875	1.36513	0.5675208	0.681958	1.46637	0.662207	1.08884	0.000996013	9.46426e-05
141	-16877.04	-16886.06	9.020412	0.38361	0.399618	0.593748	0.618525	0.784994	1.21501	0.3238219	0.803792	1.2441	0.488679	0.509072	0.001157161	0.00115716	0.00115716	0.696479	0.0796483	0.127713	0.0961601	0.420418	0.691276	0.903996	1.4864	0.634875	1.36513	0.5675208	0.681958	1.46637	0.662207	1.08884	0.00104667	5.70204e-05
142	-16876.59	-16885.47	8.883521	0.38361	0.399618	0.593748	0.618525	0.784994	1.21501	0.3238219	0.803792	1.2441	0.488679	0.509072	0.001309993	0.00130999	0.00130999	0.804874	0.0711239	0.0381339	0.0858684	0.420418	0.691276	0.903996	1.4864	0.634875	1.36513	0.5675208	0.681958	1.46637	0.662207	1.08884	0.00113855	7.09923e-05
143	-16879.13	-16888.4	9.274065	0.404726	0.362852	0.572631	0.513385	0.828205	1.1718	0.2572549	0.840704	1.18948	0.488679	0.438118	0.001226051	0.00122605	0.00122605	0.468361	0.249884	0.133978	0.147777	0.420418	0.691276	0.903996	1.4864	0.634875	1.36513	0.5675208	0.681958	1.46637	0.662207	1.08884	0.00100162	5.1646e-05
144	-16879.47	-16888.41	8.945209	0.404726	0.417091	0.572631	0.590126	0.828205	1.1718	0.2572549	0.840704	1.18948	0.488679	0.503608	0.001553574	0.00155357	0.00155357	0.124238	0.660108	0.0228002	0.192853	0.420418	0.741925	0.903996	1.59531	0.634875	1.36513	0.5675208	0.681958	1.46637	0.662207	1.16862	0.000912874	3.74333e-05
145	-16877.77	-16886.34	8.57277	0.41735	0.430101	0.560007	0.577116	0.854038	1.14596	0.2179597	0.863284	1.15837	0.488679	0.503608	0.001970561	0.00197056	0.00197056	0.540791	0.190828	0.0283749	0.240007	0.420418	0.725542	0.903996	1.56008	0.634875	1.36513	0.5675208	0.681958	1.46637	0.662207	1.14281	0.00136812	3.76009e-05
146	-16878.71	-16887.38	8.673932	0.423778	0.436725	0.553579	0.570491	0.867192	1.13281	0.1980708	0.874943	1.14293	0.488679	0.503608	0.001725826	0.00172583	0.00172583	0.503691	0.205837	0.0315878	0.258884	0.420418	0.731107	0.903996	1.57205	0.634875	1.36513	0.5675208	0.681958	1.46637	0.662207	1.15158	0.00147074	3.80977e-05
147	-16879.17	-16888.23	9.062279	0.420407	0.422212	0.55695	0.559341	0.860294	1.13971	0.2084917	0.868815	1.15099	0.488679	0.490777	0.001101412	0.00110141	0.00110141	0.564888	0.109349	0.0354257	0.290338	0.420418	0.731107	0.903996	1.57205	0.634875	1.36513	0.5675208	0.681958	1.46637	0.662207	1.15158	0.00136585	4.87903e-05
148	-16879.82	-16888.91	9.091552	0.420407	0.416358	0.55695	0.551585	0.860294	1.13971	0.2084917	0.868815	1.15099	0.488679	0.483972	0.001101412	0.00110141	0.00110141	0.459955	0.163923	0.040902	0.33522	0.420418	0.731107	0.903996	1.57205	0.634875	1.36513	0.5675208	0.681958	1.46637	0.662207	1.15158	0.00133412	5.15905e-05
149	-16878.88	-16887.84	8.955106	0.441527	0.416523	0.584523	0.55142	0.860635	1.13937	0.207977	0.869116	1.15059	0.513025	0.483972	0.001430313	0.00143031	0.00143031	0.431708	0.153856	0.0998038	0.314633	0.422683	0.731078	0.901731	1.55965	0.638294	1.36171	0.5616805	0.68465	1.4606	0.662207	1.14536	0.00118397	6.94749e-05
150	-16880.42	-16888.95	8.532013	0.466978	0.460675	0.593971	0.585954	0.880302	1.1197	0.1783187	0.886677	1.12781	0.530475	0.523314	0.002110276	0.00211028	0.00211028	0.431708	0.153856	0.0998038	0.314633	0.422683	0.731078	0.901731	1.55965	0.638294	1.36171	0.5616805	0.68465	1.4606	0.662207	1.14536	0.00118397	7.35414e-05
151	-16881.07	-16889.62	8.550724	0.463884	0.472632	0.597066	0.608327	0.874469	1.12553	0.1870997	0.881441	1.13451	0.530475	0.54048	0.001987476	0.00198748	0.00198748	0.355325	0.24192	0.178132	0.224624	0.422683	0.731078	0.901731	1.55965	0.638294	1.36171	0.5616805	0.68465	1.4606	0.662207	1.14536	0.00116185	9.38709e-05
152	-16879.29	-16888.45	9.152939	0.454136	0.41932	0.606814	0.560294	0.856093	1.14391	0.2148487	0.865097	1.15594	0.530475	0.489807	0.001162821	0.00116282	0.00116282	0.347699	0.205324	0.227174	0.219803	0.422683	0.731078	0.901731	1.55965	0.638294	1.36171	0.5616805	0.68465	1.4606	0.662207	1.14536	0.000915855	0.000123277
153	-16878.74	-16887.53	8.796743	0.454018	0.419212	0.606931	0.560402	0.855872	1.14413	0.2151828	0.864902	1.1562	0.530475	0.489807	0.001898265	0.00189826	0.00189826	0.347699	0.205324	0.227174	0.219803	0.433716	0.731078	0.92527	1.55965	0.638294	1.36171	0.5616805	0.68465	1.4606	0.679493	1.14536	0.000853367	7.36531e-05
154	-16878.57	-16887.01	8.440704	0.436573	0.403104	0.624377	0.576511	0.822985	1.17702	0.2652373	0.83619	1.1959	0.530475	0.489807	0.002279317	0.00227932	0.00227932	0.21416	0.207524	0.356158	0.222158	0.433716	0.70388	0.92527	1.50162	0.638294	1.36171	0.5616805	0.68465	1.4606	0.679493	1.10275	0.00103765	9.17375e-05
155	-16877.46	-16886.16	8.698716	0.428346	0.395508	0.632604	0.584107	0.807476	1.19252	0.289043	0.82287	1.21526	0.530475	0.489807	0.001819911	0.00181991	0.00181991	0.355305	0.344295	0.201214	0.0991861	0.433716	0.708793	0.92527	1.51211	0.638294	1.36171	0.5616805	0.68465	1.4606	0.679493	1.11045	0.00092524	8.62623e-05
156	-16878.66	-16887.03	8.367823	0.450214	0.422543	0.610735	0.573198	0.848701	1.1513	0.226052	0.858585	1.16471	0.530475	0.497871	0.002278752	0.00227875	0.00227875	0.412784	0.238221	0.233764	0.115232	0.433716	0.708793	0.92527	1.51211	0.638294	1.36171	0.5616805	0.68465	1.4606	0.679493	1.11045	0.00127168	7.8058e-05
157	-16879.01	-16886.98	7.97511	0.402974	0.402893	0.653682	0.653551	0.762734	1.23727	0.3586045	0.785154	1.27364	0.528328	0.528222	0.002633751	0.00263375	0.00263375	0.579991	0.112132	0.173035	0.134842	0.448079	0.731894	0.910906	1.48788	0.659432	1.34057	0.525931	0.701359	1.4258	0.679493	1.10989	0.00125312	6.91088e-05
158	-16878.66	-16886.17	7.504083	0.402974	0.409907	0.653682	0.66493	0.762734	1.23727	0.3586045	0.785154	1.27364	0.528328	0.537419	0.003706558	0.00370656	0.00370656	0.522679	0.321154	0.0649944	0.0911734	0.448079	0.731894	0.910906	1.48788	0.659432	1.34057	0.525931	0.701359	1.4258	0.679493	1.10989	0.00104687	6.00279e-05
159	-16880	-16886.82	6.811334	0.428488	0.435861	0.628167	0.638976	0.811027	1.18897	0.2835799	0.825908	1.21079	0.528328	0.537419	0.00512138	0.00512138	0.00512138	0.100516	0.613953	0.111234	0.174297	0.448079	0.731894	0.910906	1.48788	0.659432	1.34057	0.525931	0.701359	1.4258	0.679493	1.10989	0.00120376	3.87601e-05
160	-16877.36	-16884.35	6.996789	0.428488	0.435861	0.628167	0.638976	0.811027	1.18897	0.2835799	0.825908	1.21079	0.528328	0.537419	0.004679442	0.00467944	0.00467944	0.446573	0.443703	0.0837173	0.0260069	0.448079	0.731894	0.910906	1.48788	0.659432	1.34057	0.525931	0.701359	1.4258	0.679493	1.10989	0.00130061	3.33959e-05
161	-16882.03	-16888.22	6.193145	0.435902	0.419458	0.620754	0.597336	0.82506	1.17494	0.262062	0.837982	1.19334	0.528328	0.508397	0.006095118	0.00609512	0.00609512	0.210237	0.578324	0.0911656	0.120274	0.448079	0.731894	0.910906	1.48788	0.659432	1.34057	0.525931	0.701359	1.4258	0.679493	1.10989	0.00156038	5.0709e-05
162	-16883.41	-16891.12	7.706807	0.424883	0.390744	0.631773	0.581011	0.804203	1.1958	0.2940866	0.820076	1.2194	0.528328	0.485877	0.003456406	0.00345641	0.00345641	0.0583196	0.448383	0.070682	0.422616	0.448079	0.731894	0.910906	1.48788	0.659432	1.34057	0.525931	0.701359	1.4258	0.679493	1.10989	0.0013147	5.7337e-05
163	-16879.5	-16887.21	7.706012	0.424883	0.413052	0.631773	0.614181	0.804203	1.1958	0.2940866	0.820076	1.2194	0.528328	0.513617	0.00330507	0.00330507	0.00330507	0.128202	0.636689	0.100366	0.134743	0.448079	0.731894	0.910906	1.48788	0.659432	1.34057	0.525931	0.701359	1.4258	0.679493	1.10989	0.0013477	7.22572e-05
164	-16879.97	-16887.83	7.858132	0.375455	0.397258	0.595402	0.629976	0.773451	1.22655	0.3418118	0.794098	1.25929	0.485429	0.513617	0.002806658	0.00280666	0.00280666	0.181928	0.597452	0.0941809	0.126439	0.448079	0.691113	0.910906	1.40497	0.659432	1.34057	0.525931	0.701359	1.4258	0.679493	1.04804	0.00166921	7.65387e-05
165	-16880.26	-16887.55	7.290484	0.375455	0.397258	0.595402	0.629976	0.773451	1.22655	0.3418118	0.794098	1.25929	0.485429	0.513617	0.003944203	0.0039442	0.0039442	0.169174	0.560532	0.12386	0.146433	0.448079	0.691113	0.910906	1.40497	0.659432	1.34057	0.525931	0.701359	1.4258	0.679493	1.04804	0.00159565	8.52389e-05
166	-16881.69	-16889.06	7.36451	0.430042	0.430869	0.595221	0.596365	0.838891	1.16111	0.2409597	0.849995	1.17648	0.512631	0.513617	0.004096148	0.00409615	0.00409615	0.307308	0.212412	0.0761869	0.404092	0.437864	0.691113	0.890141	1.40497	0.659432	1.34057	0.525931	0.701359	1.4258	0.664003	1.04804	0.00155698	9.70576e-05
167	-16880.62	-16889.02	8.397872	0.430042	0.353376	0.595221	0.489108	0.838891	1.16111	0.2409597	0.849995	1.17648	0.512631	0.421242	0.002689928	0.00268993	0.00268993	0.309669	0.206363	0.0767721	0.407196	0.437864	0.691113	0.890141	1.40497	0.659432	1.34057	0.525931	0.701359	1.4258	0.664003	1.04804	0.00139214	9.00508e-05
168	-16881.29	-16888.85	7.556511	0.414071	0.340253	0.611191	0.502231	0.807737	1.19226	0.2886418	0.823093	1.21493	0.512631	0.421242	0.004631195	0.00463119	0.00463119	0.309669	0.206363	0.0767721	0.407196	0.433608	0.676208	0.899016	1.40201	0.650758	1.34924	0.5405278	0.694488	1.43991	0.666312	1.03911	0.00087833	6.17733e-05
169	-16882.96	-16890.59	7.635115	0.414071	0.403917	0.611191	0.596203	0.807737	1.19226	0.2886418	0.823093	1.21493	0.512631	0.50006	0.004277172	0.00427717	0.00427717	0.507565	0.338241	0.125834	0.028361	0.446824	0.735652	0.83955	1.38224	0.694703	1.3053	0.4675395	0.729533	1.37074	0.643187	1.05894	0.00103828	4.90096e-05
170	-16876.31	-16884.25	7.940782	0.354818	0.448379	0.460128	0.581458	0.870777	1.12922	0.1926639	0.878139	1.13877	0.407473	0.514919	0.004525912	0.00452591	0.00452591	0.57866	0.289407	0.107667	0.0242664	0.410925	0.735652	0.772098	1.38224	0.694703	1.3053	0.4675395	0.729533	1.37074	0.591511	1.05894	0.00105252	5.39567e-05
171	-16876.31	-16884.31	7.992418	0.354818	0.448379	0.460128	0.581458	0.870777	1.12922	0.1926639	0.878139	1.13877	0.407473	0.514919	0.004224004	0.004224	0.004224	0.57866	0.289407	0.107667	0.0242664	0.410925	0.735652	0.772098	1.38224	0.694703	1.3053	0.4675395	0.729533	1.37074	0.591511	1.05894	0.00123817	7.26376e-05
172	-16876.58	-16884.83	8.251212	0.38669	0.450443	0.415861	0.484423	0.963652	1.03635	0.05391297	0.964289	1.03703	0.401276	0.467433	0.004420657	0.00442066	0.00442066	0.57012	0.311734	0.106077	0.0120693	0.422793	0.735652	0.794398	1.38224	0.694703	1.3053	0.4675395	0.729533	1.37074	0.608595	1.05894	0.00114435	8.51126e-05
173	-16877.12	-16884.99	7.869355	0.380758	0.443532	0.421794	0.491334	0.948868	1.05113	0.07587487	0.950111	1.05251	0.401276	0.467433	0.004885127	0.00488513	0.00488513	0.604813	0.330704	0.0196108	0.0448724	0.422793	0.735652	0.794398	1.38224	0.694703	1.3053	0.4675395	0.729533	1.37074	0.608595	1.05894	0.0013604	5.55339e-05
174	-16878.52	-16886.44	7.921958	0.40239	0.421038	0.49107	0.513827	0.900746	1.09925	0.1476403	0.905216	1.10471	0.44673	0.467433	0.004543829	0.00454383	0.00454383	0.261394	0.618087	0.0366527	0.0838667	0.422793	0.735652	0.794398	1.38224	0.694703	1.3053	0.4675395	0.729533	1.37074	0.608595	1.05894	0.00115277	7.14134e-05
175	-16877.51	-16885.61	8.093009	0.417439	0.436785	0.47602	0.498081	0.934434	1.06557	0.09734866	0.936449	1.06786	0.44673	0.467433	0.004629919	0.00462992	0.00462992	0.261394	0.618087	0.0366527	0.0838667	0.422793	0.735652	0.794398	1.38224	0.694703	1.3053	0.4675395	0.729533	1.37074	0.608595	1.05894	0.000904067	7.25854e-05
176	-16878.54	-16887.32	8.780733	0.417439	0.436785	0.47602	0.498081	0.934434	1.06557	0.09734866	0.936449	1.06786	0.44673	0.467433	0.003213413	0.00321341	0.00321341	0.225976	0.647725	0.0384103	0.0878883	0.405911	0.706277	0.81128	1.41161	0.666963	1.33304	0.5133359	0.707343	1.41374	0.608595	1.05894	0.000863367	8.28747e-05
177	-16877.16	-16886.19	9.023348	0.398115	0.43327	0.460897	0.501595	0.926915	1.07309	0.1085502	0.9294	1.07596	0.429506	0.467433	0.002458249	0.00245825	0.00245825	0.241943	0.571048	0.0929109	0.0940981	0.412067	0.745537	0.823584	1.49008	0.666963	1.33304	0.5133359	0.707343	1.41374	0.617826	1.11781	0.0010951	5.54317e-05
178	-16876.85	-16885.85	8.996987	0.408407	0.444471	0.450605	0.490395	0.950877	1.04912	0.07288907	0.952026	1.05039	0.429506	0.467433	0.002911002	0.002911	0.002911	0.250628	0.591546	0.0783114	0.0795142	0.400864	0.732777	0.801192	1.46458	0.666963	1.33304	0.5133359	0.707343	1.41374	0.601028	1.09868	0.000859808	8.72154e-05
179	-16876.91	-16885.74	8.829708	0.411414	0.447743	0.447598	0.487123	0.957876	1.04212	0.06248948	0.958727	1.04305	0.429506	0.467433	0.003313545	0.00331354	0.00331354	0.489164	0.202799	0.152845	0.155192	0.400864	0.732777	0.801192	1.46458	0.666963	1.33304	0.5133359	0.707343	1.41374	0.601028	1.09868	0.000827849	6.61932e-05
180	-16876.95	-16885.66	8.703813	0.40294	0.445562	0.442498	0.489304	0.95321	1.04679	0.06942114	0.954255	1.04794	0.422719	0.467433	0.003330667	0.00333067	0.00333067	0.43824	0.285791	0.136933	0.139036	0.400864	0.732777	0.801192	1.46458	0.666963	1.33304	0.5133359	0.707343	1.41374	0.601028	1.09868	0.00106512	5.75095e-05
181	-16875.63	-16885	9.370679	0.390728	0.432057	0.454711	0.502808	0.92432	1.07568	0.1124186	0.926978	1.07877	0.422719	0.467433	0.002058408	0.00205841	0.00205841	0.432861	0.282283	0.118854	0.166003	0.400864	0.718133	0.801192	1.43531	0.666963	1.33304	0.5133359	0.707343	1.41374	0.601028	1.07672	0.000977822	5.67116e-05
182	-16876.31	-16885.27	8.966518	0.381318	0.397915	0.46412	0.484321	0.90206	1.09794	0.1456727	0.906418	1.10324	0.422719	0.441118	0.003073947	0.00307395	0.00307395	0.506185	0.160705	0.138987	0.194123	0.400864	0.718133	0.801192	1.43531	0.666963	1.33304	0.5133359	0.707343	1.41374	0.601028	1.07672	0.000704203	8.10467e-05
183	-16877.8	-16886.39	8.592345	0.355389	0.374098	0.49005	0.515848	0.84072	1.15928	0.2381763	0.851592	1.17427	0.422719	0.444973	0.003433447	0.00343345	0.00343345	0.789139	0.0288078	0.147255	0.0347981	0.400864	0.718133	0.801192	1.43531	0.666963	1.33304	0.5133359	0.707343	1.41374	0.601028	1.07672	0.000734686	8.41101e-05
184	-16877.19	-16885.6	8.409776	0.378356	0.374098	0.52172	0.515848	0.84072	1.15928	0.2381763	0.851592	1.17427	0.450038	0.444973	0.003739819	0.00373982	0.00373982	0.789139	0.0288078	0.147255	0.0347981	0.375951	0.673502	0.826105	1.47994	0.625513	1.37449	0.5836001	0.674602	1.48236	0.601028	1.07672	0.000425604	8.74374e-05
185	-16878.06	-16887.03	8.969774	0.380552	0.374098	0.524748	0.515848	0.84072	1.15928	0.2381763	0.851592	1.17427	0.45265	0.444973	0.002608701	0.0026087	0.0026087	0.789139	0.0288078	0.147255	0.0347981	0.377651	0.716203	0.824405	1.56345	0.628342	1.37166	0.5787265	0.676823	1.47749	0.601028	1.13983	0.000379807	0.000103234
186	-16878.52	-16887.37	8.850936	0.33332	0.374098	0.45962	0.515848	0.84072	1.15928	0.2381763	0.851592	1.17427	0.39647	0.444973	0.002811271	0.00281127	0.00281127	0.7761	0.0375608	0.150722	0.0356174	0.377651	0.716203	0.824405	1.56345	0.628342	1.37166	0.5787265	0.676823	1.47749	0.601028	1.13983	0.000639574	0.000115886
187	-16878.52	-16887.23	8.70851	0.33332	0.433277	0.45962	0.59745	0.84072	1.15928	0.2381763	0.851592	1.17427	0.39647	0.515363	0.002771974	0.00277197	0.00277197	0.247437	0.101707	0.580328	0.0705282	0.374301	0.709849	0.827755	1.56981	0.622769	1.37723	0.5883378	0.67245	1.4871	0.601028	1.13983	0.000639574	0.000115886
188	-16879.61	-16888.31	8.699579	0.33332	0.433277	0.45962	0.59745	0.84072	1.15928	0.2381763	0.851592	1.17427	0.39647	0.515363	0.002793816	0.00279382	0.00279382	0.192672	0.384746	0.370617	0.0519658	0.379594	0.709849	0.83946	1.56981	0.622769	1.37723	0.5883378	0.67245	1.4871	0.609527	1.13983	0.000615762	0.000108198
189	-16877.69	-16886.34	8.648123	0.404586	0.409237	0.557888	0.564302	0.84072	1.15928	0.2381763	0.851592	1.17427	0.481237	0.486769	0.002634137	0.00263414	0.00263414	0.521632	0.222878	0.224072	0.0314181	0.379594	0.709849	0.83946	1.56981	0.622769	1.37723	0.5883378	0.67245	1.4871	0.609527	1.13983	0.000584366	0.000138231
190	-16879.11	-16886.99	7.886331	0.405042	0.409698	0.557432	0.56384	0.841668	1.15833	0.2367346	0.852421	1.17313	0.481237	0.486769	0.004052879	0.00405288	0.00405288	0.597702	0.109551	0.256748	0.0359997	0.379594	0.709849	0.83946	1.56981	0.622769	1.37723	0.5883378	0.67245	1.4871	0.609527	1.13983	0.000560291	0.000187757
191	-16880.49	-16888.71	8.218078	0.425352	0.430242	0.537121	0.543296	0.883873	1.11613	0.1729502	0.889894	1.12373	0.481237	0.486769	0.003836188	0.00383619	0.00383619	0.59119	0.108357	0.25395	0.046503	0.379594	0.709849	0.83946	1.56981	0.622769	1.37723	0.5883378	0.67245	1.4871	0.609527	1.13983	0.000387692	0.000155342
192	-16879.26	-16888.02	8.762869	0.425352	0.389462	0.537121	0.4918	0.883873	1.11613	0.1729502	0.889894	1.12373	0.481237	0.440631	0.003074151	0.00307415	0.00307415	0.713606	0.0759102	0.177906	0.0325779	0.379594	0.709849	0.83946	1.56981	0.622769	1.37723	0.5883378	0.67245	1.4871	0.609527	1.13983	0.000371343	9.242e-05
193	-16878.64	-16887.31	8.670627	0.415267	0.380227	0.547207	0.501035	0.862916	1.13708	0.2045291	0.87114	1.14792	0.481237	0.440631	0.003196762	0.00319676	0.00319676	0.714672	0.0760236	0.176678	0.0326266	0.396358	0.709849	0.876532	1.56981	0.622769	1.37723	0.5883378	0.67245	1.4871	0.636445	1.13983	0.00025479	7.74188e-05
194	-16878.64	-16886.59	7.952608	0.415267	0.369023	0.547207	0.48627	0.862916	1.13708	0.2045291	0.87114	1.14792	0.481237	0.427647	0.004794656	0.00479466	0.00479466	0.736578	0.0477021	0.182094	0.0336267	0.404266	0.688084	0.868624	1.47845	0.635194	1.36481	0.5669743	0.68221	1.46583	0.636445	1.08327	0.000271183	4.13974e-05
195	-16879.81	-16888.3	8.498094	0.370996	0.361901	0.505791	0.493392	0.846262	1.15374	0.2297536	0.856444	1.16762	0.438394	0.427647	0.00398242	0.00398242	0.00398242	0.600011	0.317431	0.059293	0.0232647	0.415362	0.706969	0.857529	1.45956	0.652628	1.34737	0.5373727	0.695967	1.43685	0.636445	1.08327	0.000246018	3.82775e-05
196	-16875.22	-16883.67	8.449617	0.359898	0.42165	0.51689	0.60558	0.820946	1.17905	0.2683583	0.834431	1.19842	0.438394	0.513615	0.003521973	0.00352197	0.00352197	0.769602	0.118086	0.0824719	0.0298404	0.415362	0.706969	0.857529	1.45956	0.652628	1.34737	0.5373727	0.695967	1.43685	0.636445	1.08327	0.000316608	4.94019e-05
197	-16875.47	-16884.42	8.956107	0.359898	0.42165	0.51689	0.60558	0.820946	1.17905	0.2683583	0.834431	1.19842	0.438394	0.513615	0.002541917	0.00254192	0.00254192	0.538953	0.13184	0.231338	0.0978687	0.415362	0.722675	0.857529	1.49199	0.652628	1.34737	0.5373727	0.695967	1.43685	0.636445	1.10733	0.000307326	4.01066e-05
198	-16873.32	-16882.05	8.720414	0.368377	0.431585	0.50841	0.595645	0.840289	1.15971	0.2388324	0.851215	1.17479	0.438394	0.513615	0.002958494	0.00295849	0.00295849	0.93235	0.0193449	0.0339443	0.0143603	0.415362	0.722675	0.857529	1.49199	0.652628	1.34737	0.5373727	0.695967	1.43685	0.636445	1.10733	0.000413328	5.79009e-05
199	-16874.4	-16883.23	8.832015	0.392124	0.431585	0.541184	0.595645	0.840289	1.15971	0.2388324	0.851215	1.17479	0.466654	0.513615	0.002615739	0.00261574	0.00261574	0.64244	0.0747549	0.131172	0.151634	0.415362	0.722675	0.857529	1.49199	0.652628	1.34737	0.5373727	0.695967	1.43685	0.636445	1.10733	0.000403051	8.19891e-05
200	-16874.96	-16883.51	8.543837	0.36953	0.453211	0.516001	0.632852	0.834595	1.16541	0.2475039	0.846251	1.18168	0.442765	0.543031	0.003072731	0.00307273	0.00307273	0.661916	0.0770212	0.104832	0.156231	0.415362	0.734011	0.857529	1.51539	0.652628	1.34737	0.5373727	0.695967	1.43685	0.636445	1.1247	0.000452726	5.66398e-05
201	-16874.89	-16883.29	8.404818	0.391788	0.438674	0.578194	0.647389	0.807825	1.19217	0.2885063	0.823168	1.21482	0.484991	0.543031	0.00285879	0.00285879	0.00285879	0.656508	0.0845617	0.103976	0.154955	0.437831	0.734011	0.903918	1.51539	0.652628	1.34737	0.5373727	0.695967	1.43685	0.670875	1.1247	0.000534538	4.78781e-05
202	-16875.25	-16883.5	8.253543	0.391788	0.438674	0.578194	0.647389	0.807825	1.19217	0.2885063	0.823168	1.21482	0.484991	0.543031	0.003205921	0.00320592	0.00320592	0.683868	0.0976073	0.1044	0.114124	0.440713	0.734011	0.909867	1.51539	0.652628	1.34737	0.5373727	0.695967	1.43685	0.67529	1.1247	0.00045896	4.97932e-05
203	-16873.69	-16881.93	8.235464	0.422865	0.438674	0.624057	0.647389	0.807825	1.19217	0.2885063	0.823168	1.21482	0.523461	0.543031	0.002950606	0.00295061	0.00295061	0.841826	0.0541998	0.0579715	0.0460025	0.440713	0.734011	0.909867	1.51539	0.652628	1.34737	0.5373727	0.695967	1.43685	0.67529	1.1247	0.000606356	4.76296e-05
204	-16874.94	-16882.68	7.742487	0.432302	0.448464	0.61462	0.637599	0.825853	1.17415	0.2608491	0.838668	1.19237	0.523461	0.543031	0.004146865	0.00414687	0.00414687	0.775097	0.0499036	0.140975	0.0340243	0.440713	0.734011	0.909867	1.51539	0.652628	1.34737	0.5373727	0.695967	1.43685	0.67529	1.1247	0.00044021	3.80664e-05
205	-16877.21	-16885.01	7.800396	0.432302	0.448464	0.61462	0.637599	0.825853	1.17415	0.2608491	0.838668	1.19237	0.523461	0.543031	0.004009069	0.00400907	0.00400907	0.226598	0.17161	0.484789	0.117004	0.440713	0.734011	0.909867	1.51539	0.652628	1.34737	0.5373727	0.695967	1.43685	0.67529	1.1247	0.000458381	4.82607e-05
206	-16876.33	-16884.72	8.383002	0.432302	0.434134	0.61462	0.617225	0.825853	1.17415	0.2608491	0.838668	1.19237	0.523461	0.525679	0.003052069	0.00305207	0.00305207	0.250714	0.167331	0.536382	0.0455733	0.440713	0.739152	0.909867	1.52601	0.652628	1.34737	0.5373727	0.695967	1.43685	0.67529	1.13258	0.000372394	3.8482e-05
207	-16876.2	-16885.18	8.980086	0.402259	0.429588	0.582215	0.62177	0.817206	1.18279	0.2740909	0.831211	1.20306	0.492237	0.525679	0.001992507	0.00199251	0.00199251	0.292567	0.195265	0.458987	0.0531812	0.440713	0.739152	0.909867	1.52601	0.652628	1.34737	0.5373727	0.695967	1.43685	0.67529	1.13258	0.000385569	3.0183e-05
208	-16877.25	-16885.9	8.653666	0.435599	0.465193	0.548875	0.586165	0.884938	1.11506	0.1713507	0.890854	1.12252	0.492237	0.525679	0.003138519	0.00313852	0.00313852	0.340591	0.105883	0.448709	0.104817	0.467867	0.784694	0.882713	1.48046	0.692838	1.30716	0.4705906	0.728033	1.37356	0.67529	1.13258	0.000396733	3.51986e-05
209	-16877.55	-16885.76	8.207545	0.454321	0.463318	0.576621	0.58804	0.881371	1.11863	0.1767122	0.887639	1.12658	0.515471	0.525679	0.003849545	0.00384954	0.00384954	0.479685	0.152129	0.261648	0.106537	0.467867	0.784694	0.882713	1.48046	0.692838	1.30716	0.4705906	0.728033	1.37356	0.67529	1.13258	0.000424855	3.4681e-05
210	-16876.91	-16885.43	8.523163	0.475157	0.482954	0.555785	0.564905	0.921792	1.07821	0.1161884	0.924624	1.08152	0.515471	0.52393	0.003307315	0.00330731	0.00330731	0.293572	0.206545	0.355238	0.144645	0.467867	0.784694	0.882713	1.48046	0.692838	1.30716	0.4705906	0.728033	1.37356	0.67529	1.13258	0.000579082	2.72672e-05
211	-16876.03	-16884.77	8.739904	0.475157	0.482954	0.555785	0.564905	0.921792	1.07821	0.1161884	0.924624	1.08152	0.515471	0.52393	0.002936326	0.00293633	0.00293633	0.428552	0.182333	0.239706	0.149409	0.465876	0.781355	0.884704	1.4838	0.68989	1.31011	0.475422	0.725665	1.37805	0.67529	1.13258	0.000524645	2.75778e-05
212	-16876.07	-16884.63	8.561714	0.461911	0.469491	0.569031	0.578369	0.896095	1.1039	0.1546077	0.900972	1.10991	0.515471	0.52393	0.003097476	0.00309748	0.00309748	0.479921	0.174148	0.203228	0.142703	0.465876	0.781355	0.884704	1.4838	0.68989	1.31011	0.475422	0.725665	1.37805	0.67529	1.13258	0.000578675	2.55247e-05
213	-16875.05	-16883.82	8.765303	0.42819	0.466126	0.602752	0.656154	0.830676	1.16932	0.2534807	0.842847	1.18646	0.515471	0.56114	0.002320284	0.00232028	0.00232028	0.689622	0.0902381	0.129328	0.0908118	0.475775	0.781355	0.903502	1.4838	0.68989	1.31011	0.475422	0.725665	1.37805	0.689639	1.13258	0.000487416	2.17877e-05
