Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
288	-16873.88	-16883.35	9.464488	0.423043	0.508821	0.456057	0.548529	0.962446	1.03755	0.05570428	0.963125	1.03829	0.43955	0.528675	0.001672503	0.0016725	0.0016725	0.622144	0.151865	0.186151	0.0398399	0.470531	0.793506	0.819445	1.38192	0.729519	1.27048	0.4112489	0.757764	1.31967	0.644988	1.08771	0.00129085	4.16495e-06
289	-16874.26	-16883.72	9.456451	0.423043	0.508821	0.456057	0.548529	0.962446	1.03755	0.05570428	0.963125	1.03829	0.43955	0.528675	0.001703207	0.00170321	0.00170321	0.571593	0.139526	0.252278	0.0366028	0.472582	0.793506	0.823018	1.38192	0.729519	1.27048	0.4112489	0.757764	1.31967	0.6478	1.08771	0.00126579	5.48645e-06
290	-16874.76	-16884.47	9.713595	0.466074	0.507515	0.504938	0.549835	0.959976	1.04002	0.05937188	0.960746	1.04086	0.485506	0.528675	0.001307766	0.00130777	0.00130777	0.527089	0.128662	0.232636	0.111613	0.482836	0.810723	0.812764	1.3647	0.745347	1.25465	0.3860428	0.770757	1.29743	0.6478	1.08771	0.00105668	5.48645e-06
291	-16874.56	-16884.67	10.11269	0.470943	0.512816	0.50007	0.544534	0.970003	1.03	0.04448664	0.97044	1.03046	0.485506	0.528675	0.001078617	0.00107862	0.00107862	0.459958	0.174189	0.214745	0.151108	0.482836	0.810723	0.812764	1.3647	0.745347	1.25465	0.3860428	0.770757	1.29743	0.6478	1.08771	0.000578187	6.84394e-06
292	-16874.1	-16884.11	10.00496	0.470943	0.512816	0.50007	0.544534	0.970003	1.03	0.04448664	0.97044	1.03046	0.485506	0.528675	0.00122055	0.00122055	0.00122055	0.430177	0.162911	0.265588	0.141324	0.468137	0.786041	0.827463	1.38938	0.722656	1.27734	0.4222482	0.752163	1.3295	0.6478	1.08771	0.000519826	1.03841e-05
293	-16874.84	-16884.32	9.482092	0.475639	0.51793	0.495373	0.53942	0.979676	1.02032	0.03013615	0.979879	1.02053	0.485506	0.528675	0.002172133	0.00217213	0.00217213	0.388234	0.0592046	0.239693	0.312868	0.468137	0.786041	0.827463	1.38938	0.722656	1.27734	0.4222482	0.752163	1.3295	0.6478	1.08771	0.000597326	1.55242e-05
294	-16874.33	-16883.97	9.637379	0.474671	0.516877	0.496341	0.540473	0.977683	1.02232	0.03309258	0.977927	1.02257	0.485506	0.528675	0.00176602	0.00176602	0.00176602	0.441517	0.0673301	0.272589	0.218564	0.468137	0.786041	0.827463	1.38938	0.722656	1.27734	0.4222482	0.752163	1.3295	0.6478	1.08771	0.000700484	1.55242e-05
295	-16875.94	-16885.59	9.654255	0.485183	0.516877	0.507332	0.540473	0.977683	1.02232	0.03309258	0.977927	1.02257	0.496258	0.528675	0.001814519	0.00181452	0.00181452	0.413389	0.0521338	0.255223	0.279254	0.460695	0.782077	0.814309	1.38237	0.722656	1.27734	0.4222482	0.752163	1.3295	0.637502	1.08222	0.000614114	1.99518e-05
296	-16872.28	-16881.79	9.512381	0.437087	0.511446	0.466536	0.545904	0.967411	1.03259	0.04833384	0.967925	1.03314	0.451812	0.528675	0.001832912	0.00183291	0.00183291	0.820438	0.0128258	0.0980353	0.0687013	0.460695	0.789104	0.814309	1.39479	0.722656	1.27734	0.4222482	0.752163	1.3295	0.637502	1.09195	0.00096642	2.87256e-05
297	-16873.3	-16882.86	9.557994	0.425924	0.5319	0.477699	0.596558	0.942702	1.0573	0.08504274	0.944254	1.05904	0.451812	0.564229	0.001771476	0.00177148	0.00177148	0.614442	0.0089155	0.221453	0.15519	0.472569	0.809443	0.802435	1.37446	0.741283	1.25872	0.3924939	0.767411	1.30308	0.637502	1.09195	0.000788511	3.65091e-05
298	-16877.33	-16885.92	8.588635	0.432273	0.539829	0.471351	0.58863	0.956754	1.04325	0.06415653	0.95765	1.04422	0.451812	0.564229	0.00366676	0.00366676	0.00366676	0.26816	0.0169228	0.420347	0.294571	0.46085	0.784065	0.814154	1.38516	0.7229	1.2771	0.421857	0.752362	1.32915	0.637502	1.08461	0.000708147	3.88539e-05
299	-16877.31	-16885.18	7.864802	0.428742	0.505805	0.474881	0.560238	0.94894	1.05106	0.07576809	0.950179	1.05243	0.451812	0.533021	0.005205056	0.00520506	0.00520506	0.267879	0.0179515	0.419907	0.294263	0.46085	0.784065	0.814154	1.38516	0.7229	1.2771	0.421857	0.752362	1.32915	0.637502	1.08461	0.000605757	4.09381e-05
300	-16876.12	-16884.42	8.292231	0.433662	0.505805	0.480331	0.560238	0.94894	1.05106	0.07576809	0.950179	1.05243	0.456997	0.533021	0.004361799	0.0043618	0.0043618	0.271092	0.00617354	0.424943	0.297792	0.46085	0.784065	0.814154	1.38516	0.7229	1.2771	0.421857	0.752362	1.32915	0.637502	1.08461	0.00062408	3.65999e-05
301	-16874.31	-16883.42	9.10852	0.432649	0.504623	0.481345	0.56142	0.946721	1.05328	0.07906584	0.948068	1.05478	0.456997	0.533021	0.002526083	0.00252608	0.00252608	0.291834	0.00664589	0.457456	0.244064	0.46085	0.784065	0.814154	1.38516	0.7229	1.2771	0.421857	0.752362	1.32915	0.637502	1.08461	0.00090977	3.3479e-05
302	-16873.83	-16883.38	9.55029	0.409857	0.492123	0.47798	0.57392	0.92327	1.07673	0.1139836	0.926	1.07991	0.443918	0.533021	0.001825001	0.001825	0.001825	0.414151	0.00943139	0.4476	0.128818	0.46085	0.784065	0.814154	1.38516	0.7229	1.2771	0.421857	0.752362	1.32915	0.637502	1.08461	0.000716687	3.53714e-05
303	-16874.59	-16883.26	8.676511	0.400772	0.481215	0.487065	0.584828	0.902806	1.09719	0.1445562	0.907101	1.10241	0.443918	0.533021	0.003211067	0.00321107	0.00321107	0.724358	0.00861267	0.0563256	0.210703	0.46085	0.784065	0.814154	1.38516	0.7229	1.2771	0.421857	0.752362	1.32915	0.637502	1.08461	0.000868934	4.98822e-05
304	-16876.48	-16883.88	7.408352	0.399866	0.480127	0.487971	0.585916	0.900765	1.09924	0.147612	0.905233	1.10469	0.443918	0.533021	0.005188993	0.00518899	0.00518899	0.724358	0.00861267	0.0563256	0.210703	0.455311	0.77464	0.819693	1.39458	0.714211	1.28579	0.4358479	0.745295	1.34175	0.637502	1.08461	0.0012083	7.41859e-05
305	-16873.35	-16882.36	9.015483	0.406911	0.478424	0.499783	0.587619	0.897571	1.10243	0.1523966	0.902316	1.10826	0.453347	0.533021	0.002251904	0.0022519	0.0022519	0.774762	0.0279921	0.183064	0.0141819	0.442261	0.77464	0.796199	1.39458	0.714211	1.28579	0.4358479	0.745295	1.34175	0.61923	1.08461	0.00110806	7.43709e-05
306	-16874.2	-16883.29	9.08587	0.419659	0.509559	0.487035	0.591368	0.92569	1.07431	0.1103751	0.928257	1.07729	0.453347	0.550463	0.002263998	0.002264	0.002264	0.525708	0.225201	0.170978	0.0781133	0.442261	0.77464	0.796199	1.39458	0.714211	1.28579	0.4358479	0.745295	1.34175	0.61923	1.08461	0.00102376	8.79076e-05
307	-16874.76	-16883.69	8.933015	0.416011	0.50513	0.490682	0.595797	0.917645	1.08236	0.122377	0.920773	1.08604	0.453347	0.550463	0.002444569	0.00244457	0.00244457	0.414815	0.277854	0.210954	0.0963768	0.440988	0.77241	0.797473	1.39681	0.712155	1.28785	0.4391696	0.743627	1.34476	0.61923	1.08461	0.00107065	9.99964e-05
308	-16874.46	-16883.49	9.031069	0.4093	0.496981	0.497393	0.603946	0.902841	1.09716	0.144504	0.907133	1.10237	0.453347	0.550463	0.002200068	0.00220007	0.00220007	0.484097	0.213636	0.246188	0.0560792	0.440988	0.767272	0.797473	1.38752	0.712155	1.28785	0.4391696	0.743627	1.34476	0.61923	1.0774	0.00104424	0.000127044
309	-16876.47	-16884.98	8.514929	0.401159	0.487095	0.505535	0.613831	0.884883	1.11512	0.1714333	0.890805	1.12258	0.453347	0.550463	0.003025104	0.0030251	0.0030251	0.156961	0.128724	0.69072	0.0235952	0.434422	0.755849	0.804038	1.39894	0.701552	1.29845	0.4563672	0.735051	1.36045	0.61923	1.0774	0.00104424	0.000135398
310	-16876.24	-16885.09	8.848024	0.366324	0.475862	0.481182	0.625065	0.864475	1.13553	0.2021738	0.872525	1.1461	0.423753	0.550463	0.00245157	0.00245157	0.00245157	0.156961	0.128724	0.69072	0.0235952	0.434422	0.755849	0.804038	1.39894	0.701552	1.29845	0.4563672	0.735051	1.36045	0.61923	1.0774	0.000987272	0.00016513
311	-16877.31	-16886.26	8.949891	0.383774	0.461823	0.504104	0.606625	0.864475	1.13553	0.2021738	0.872525	1.1461	0.443939	0.534224	0.002296458	0.00229646	0.00229646	0.154342	0.126576	0.612239	0.106844	0.440749	0.766856	0.797712	1.38793	0.711769	1.28823	0.4397936	0.743314	1.34533	0.61923	1.0774	0.000987272	0.000149706
312	-16879.13	-16887.74	8.614266	0.333463	0.42047	0.513895	0.647979	0.787066	1.21293	0.3206025	0.805539	1.2414	0.423679	0.534224	0.002595306	0.00259531	0.00259531	0.098593	0.0569326	0.179938	0.664537	0.414772	0.721659	0.823688	1.43313	0.669819	1.33018	0.5085798	0.709616	1.40921	0.61923	1.0774	0.000826899	0.000131455
313	-16879.02	-16887.61	8.586671	0.333463	0.449457	0.513895	0.692651	0.787066	1.21293	0.3206025	0.805539	1.2414	0.423679	0.571054	0.002511979	0.00251198	0.00251198	0.0935003	0.0239898	0.2523	0.63021	0.414772	0.728988	0.823688	1.44769	0.669819	1.33018	0.5085798	0.709616	1.40921	0.61923	1.08834	0.000826899	0.000121852
314	-16875.54	-16884.4	8.857588	0.336639	0.453737	0.51072	0.688371	0.794561	1.20544	0.3089817	0.811878	1.23171	0.423679	0.571054	0.002265973	0.00226597	0.00226597	0.835499	0.00851646	0.0223951	0.13359	0.426976	0.747632	0.817173	1.43086	0.686374	1.31363	0.4811955	0.722844	1.38342	0.622075	1.08925	0.000667525	0.000130516
315	-16875.43	-16884.51	9.076582	0.346155	0.466563	0.501204	0.675545	0.817021	1.18298	0.2743749	0.831052	1.20329	0.423679	0.571054	0.001756869	0.00175687	0.00175687	0.857165	0.00785794	0.0117169	0.12326	0.426976	0.747632	0.817173	1.43086	0.686374	1.31363	0.4811955	0.722844	1.38342	0.622075	1.08925	0.000688262	0.000316383
316	-16876	-16884.92	8.924079	0.335755	0.466563	0.486146	0.675545	0.817021	1.18298	0.2743749	0.831052	1.20329	0.410951	0.571054	0.001978317	0.00197832	0.00197832	0.858133	0.00673764	0.0117301	0.123399	0.426976	0.747632	0.817173	1.43086	0.686374	1.31363	0.4811955	0.722844	1.38342	0.622075	1.08925	0.00083118	0.000297842
317	-16876.74	-16885.13	8.389549	0.349825	0.486115	0.472076	0.655994	0.851258	1.14874	0.2221732	0.860834	1.16166	0.410951	0.571054	0.002971288	0.00297129	0.00297129	0.815957	0.00640649	0.0111536	0.166483	0.426976	0.747632	0.817173	1.43086	0.686374	1.31363	0.4811955	0.722844	1.38342	0.622075	1.08925	0.000979134	0.00033495
318	-16876.64	-16884.86	8.223051	0.399125	0.494144	0.523367	0.647964	0.865319	1.13468	0.2008994	0.873275	1.14511	0.461246	0.571054	0.002942854	0.00294285	0.00294285	0.813115	0.00986683	0.0111147	0.165903	0.431251	0.747632	0.825354	1.43086	0.686374	1.31363	0.4811955	0.722844	1.38342	0.628302	1.08925	0.00102887	0.00045971
319	-16875.25	-16883.72	8.471812	0.414079	0.512659	0.508412	0.629449	0.897741	1.10226	0.1521407	0.902472	1.10807	0.461246	0.571054	0.002568501	0.0025685	0.0025685	0.814876	0.0098882	0.00897358	0.166262	0.427793	0.78516	0.828811	1.52118	0.680871	1.31913	0.4902623	0.718437	1.39191	0.628302	1.15317	0.000873765	0.000539017
320	-16875.9	-16884.44	8.540578	0.402552	0.517808	0.485341	0.624301	0.906758	1.09324	0.1386442	0.910725	1.09803	0.443946	0.571054	0.002695466	0.00269547	0.00269547	0.812834	0.012369	0.00895109	0.165846	0.427793	0.775521	0.828811	1.50251	0.680871	1.31913	0.4902623	0.718437	1.39191	0.628302	1.13901	0.000804791	0.000490077
321	-16877.4	-16885.46	8.053278	0.397941	0.511877	0.489952	0.630231	0.896372	1.10363	0.1541924	0.901224	1.1096	0.443946	0.571054	0.003310493	0.00331049	0.00331049	0.783404	0.048128	0.008627	0.159841	0.427793	0.811902	0.828811	1.57299	0.680871	1.31913	0.4902623	0.718437	1.39191	0.628302	1.19245	0.000997697	0.000466342
322	-16876.61	-16885.03	8.422197	0.401679	0.516685	0.486214	0.625424	0.904791	1.09521	0.141586	0.90892	1.10021	0.443946	0.571054	0.002685055	0.00268505	0.00268505	0.724424	0.119791	0.0079775	0.147807	0.427793	0.811902	0.828811	1.57299	0.680871	1.31913	0.4902623	0.718437	1.39191	0.628302	1.19245	0.000969215	0.000463675
323	-16876.96	-16885.56	8.596426	0.415884	0.534957	0.472009	0.607151	0.936789	1.06321	0.09384238	0.938666	1.06534	0.443946	0.571054	0.002383721	0.00238372	0.00238372	0.724424	0.119791	0.0079775	0.147807	0.422711	0.816317	0.812251	1.56857	0.684574	1.31543	0.4841586	0.721401	1.38619	0.617481	1.19245	0.000960336	0.000650705
324	-16876.22	-16884.71	8.48695	0.40842	0.534957	0.463538	0.607151	0.936789	1.06321	0.09384238	0.938666	1.06534	0.435979	0.571054	0.002548927	0.00254893	0.00254893	0.896427	0.0295485	0.00196778	0.0720563	0.422711	0.816317	0.812251	1.56857	0.684574	1.31543	0.4841586	0.721401	1.38619	0.617481	1.19245	0.00104242	0.000644515
325	-16874.9	-16883.98	9.080789	0.403028	0.527895	0.468929	0.614213	0.924422	1.07558	0.1122661	0.927074	1.07866	0.435979	0.571054	0.001937392	0.00193739	0.00193739	0.88611	0.0407174	0.00194513	0.071227	0.422711	0.816317	0.812251	1.56857	0.684574	1.31543	0.4841586	0.721401	1.38619	0.617481	1.19245	0.000663859	0.000453165
326	-16875.96	-16884.9	8.944346	0.393142	0.562163	0.478816	0.68467	0.901745	1.09825	0.1461445	0.90613	1.10359	0.435979	0.623417	0.002036716	0.00203672	0.00203672	0.616039	0.333091	0.00135229	0.0495182	0.435826	0.841644	0.799136	1.54325	0.705813	1.29419	0.4494413	0.738493	1.35411	0.617481	1.19245	0.000713494	0.000398957
327	-16876.73	-16885.56	8.82431	0.400664	0.562163	0.487978	0.68467	0.901745	1.09825	0.1461445	0.90613	1.10359	0.444321	0.623417	0.00225162	0.00225162	0.00225162	0.526035	0.335129	0.00369068	0.135145	0.435826	0.841644	0.799136	1.54325	0.705813	1.29419	0.4494413	0.738493	1.35411	0.617481	1.19245	0.000713494	0.000375067
328	-16876.57	-16885.28	8.708193	0.399716	0.549308	0.507569	0.697525	0.881126	1.11887	0.1770809	0.887418	1.12686	0.453643	0.623417	0.0021295	0.0021295	0.0021295	0.526035	0.335129	0.00369068	0.135145	0.413692	0.806552	0.809554	1.57834	0.676384	1.32362	0.4976806	0.714851	1.39889	0.611623	1.19245	0.000778802	0.000375373
329	-16877.06	-16885.45	8.394276	0.399716	0.554628	0.507569	0.704281	0.881126	1.11887	0.1770809	0.887418	1.12686	0.453643	0.629454	0.002786442	0.00278644	0.00278644	0.545331	0.347422	0.00382606	0.103421	0.422495	0.823714	0.800751	1.56118	0.690777	1.30922	0.4739675	0.726377	1.3767	0.611623	1.19245	0.000764218	0.000384294
330	-16879.57	-16887.86	8.295295	0.390433	0.579973	0.457054	0.678936	0.921391	1.07861	0.1167875	0.924251	1.08196	0.423743	0.629454	0.003360161	0.00336016	0.00336016	0.202612	0.594836	0.00722606	0.195326	0.422495	0.823714	0.800751	1.56118	0.690777	1.30922	0.4739675	0.726377	1.3767	0.611623	1.19245	0.000764218	0.000320425
331	-16875.92	-16884.62	8.700371	0.37118	0.551373	0.476307	0.707536	0.875954	1.12405	0.1848636	0.882772	1.1328	0.423743	0.629454	0.002387807	0.00238781	0.00238781	0.680204	0.0998377	0.00784705	0.212111	0.422495	0.823714	0.800751	1.56118	0.690777	1.30922	0.4739675	0.726377	1.3767	0.611623	1.19245	0.000779797	0.000292728
332	-16879.46	-16887.64	8.177236	0.375774	0.594027	0.471713	0.745688	0.886796	1.1132	0.1685594	0.892533	1.12041	0.423743	0.669857	0.003125621	0.00312562	0.00312562	0.680204	0.0998377	0.00784705	0.212111	0.422495	0.823714	0.800751	1.56118	0.690777	1.30922	0.4739675	0.726377	1.3767	0.611623	1.19245	0.00090861	0.000349557
333	-16878.55	-16886.26	7.70624	0.37468	0.5671	0.472807	0.71562	0.884215	1.11579	0.1724368	0.890202	1.12334	0.423743	0.64136	0.003827017	0.00382702	0.00382702	0.680204	0.0998377	0.00784705	0.212111	0.431	0.831325	0.824519	1.59036	0.686569	1.31343	0.4808759	0.723	1.38313	0.627759	1.21084	0.00104956	0.000366568
334	-16879.58	-16886.88	7.300138	0.356279	0.581991	0.491208	0.8024	0.84079	1.15921	0.2380708	0.851653	1.17419	0.423743	0.692195	0.003968568	0.00396857	0.00396857	0.704036	0.0682991	0.00812198	0.219543	0.431	0.831325	0.824519	1.59036	0.686569	1.31343	0.4808759	0.723	1.38313	0.627759	1.21084	0.00132013	0.000366568
335	-16878.4	-16885.98	7.577778	0.356279	0.565866	0.491208	0.780169	0.84079	1.15921	0.2380708	0.851653	1.17419	0.423743	0.673017	0.003050993	0.00305099	0.00305099	0.805635	0.0395669	0.00262523	0.152173	0.431	0.831325	0.824519	1.59036	0.686569	1.31343	0.4808759	0.723	1.38313	0.627759	1.21084	0.00172577	0.000406947
336	-16878.04	-16885.8	7.764038	0.400252	0.565866	0.551834	0.780169	0.84079	1.15921	0.2380708	0.851653	1.17419	0.476043	0.673017	0.00284991	0.00284991	0.00284991	0.800885	0.0393336	0.00850539	0.151276	0.431	0.831325	0.824519	1.59036	0.686569	1.31343	0.4808759	0.723	1.38313	0.627759	1.21084	0.00146061	0.000301287
337	-16878.73	-16886.05	7.319446	0.398788	0.563796	0.553298	0.782239	0.837714	1.16229	0.2427518	0.848968	1.1779	0.476043	0.673017	0.003759424	0.00375942	0.00375942	0.756964	0.0920173	0.00803894	0.14298	0.431	0.827675	0.824519	1.58337	0.686569	1.31343	0.4808759	0.723	1.38313	0.627759	1.20552	0.00148741	0.000198372
338	-16879.28	-16886.75	7.466392	0.390024	0.572589	0.562062	0.825156	0.819304	1.1807	0.2708742	0.833016	1.20046	0.476043	0.698873	0.003396152	0.00339615	0.00339615	0.688545	0.174086	0.00731233	0.130057	0.431	0.827675	0.824519	1.58337	0.686569	1.31343	0.4808759	0.723	1.38313	0.627759	1.20552	0.00135712	0.000252545
339	-16878.26	-16886.29	8.022891	0.365863	0.537119	0.586223	0.860627	0.76855	1.23145	0.3494808	0.790001	1.26582	0.476043	0.698873	0.002088025	0.00208802	0.00208802	0.45941	0.448934	0.00487893	0.0867763	0.413363	0.806244	0.842156	1.64258	0.658474	1.34153	0.5275383	0.700599	1.42735	0.627759	1.22441	0.0012051	0.000228711
340	-16879.89	-16886.78	6.882235	0.334554	0.537119	0.536057	0.860627	0.76855	1.23145	0.3494808	0.790001	1.26582	0.435306	0.698873	0.004175039	0.00417504	0.00417504	0.198805	0.745625	0.00295803	0.0526114	0.407127	0.806244	0.829451	1.64258	0.658474	1.34153	0.5275383	0.700599	1.42735	0.618289	1.22441	0.00148366	0.000216404
341	-16880.67	-16887.36	6.694548	0.334554	0.537119	0.536057	0.860627	0.76855	1.23145	0.3494808	0.790001	1.26582	0.435306	0.698873	0.004243997	0.004244	0.004244	0.264879	0.430887	0.0111419	0.293092	0.407127	0.806244	0.829451	1.64258	0.658474	1.34153	0.5275383	0.700599	1.42735	0.618289	1.22441	0.00176606	0.000219716
342	-16879.44	-16886.95	7.503778	0.336868	0.555865	0.533744	0.880729	0.773865	1.22614	0.3411656	0.794444	1.25874	0.435306	0.718297	0.00263644	0.00263644	0.00263644	0.358008	0.230793	0.0150593	0.39614	0.418636	0.815513	0.852897	1.66147	0.658474	1.34153	0.5275383	0.700599	1.42735	0.635766	1.23849	0.00176606	0.000198745
343	-16879.79	-16887.29	7.492851	0.336505	0.551221	0.534106	0.874907	0.773032	1.22697	0.3424677	0.793747	1.25985	0.435306	0.713064	0.002445561	0.00244556	0.00244556	0.338778	0.218397	0.024988	0.417837	0.418636	0.81936	0.852897	1.6693	0.658474	1.34153	0.5275383	0.700599	1.42735	0.635766	1.24433	0.00195144	0.000225624
344	-16880.19	-16887.27	7.083018	0.342895	0.569709	0.544249	0.904251	0.773032	1.22697	0.3424677	0.793747	1.25985	0.443572	0.73698	0.00336622	0.00336622	0.00336622	0.332945	0.21907	0.0288602	0.419125	0.418636	0.81936	0.852897	1.6693	0.658474	1.34153	0.5275383	0.700599	1.42735	0.635766	1.24433	0.00178528	0.000147701
345	-16878.84	-16886.71	7.87192	0.342895	0.569709	0.544249	0.904251	0.773032	1.22697	0.3424677	0.793747	1.25985	0.443572	0.73698	0.001812566	0.00181257	0.00181257	0.416504	0.405339	0.0533992	0.124758	0.418636	0.81936	0.852897	1.6693	0.658474	1.34153	0.5275383	0.700599	1.42735	0.635766	1.24433	0.00184815	0.000147701
346	-16879.52	-16887.18	7.661828	0.342895	0.570835	0.544249	0.906038	0.773032	1.22697	0.3424677	0.793747	1.25985	0.443572	0.738436	0.001930618	0.00193062	0.00193062	0.405761	0.394884	0.0387026	0.160653	0.418636	0.81936	0.852897	1.6693	0.658474	1.34153	0.5275383	0.700599	1.42735	0.635766	1.24433	0.00211941	0.00015166
347	-16880.89	-16888.59	7.701961	0.352109	0.579572	0.535035	0.880669	0.793803	1.2062	0.310154	0.811236	1.23269	0.443572	0.730121	0.001925986	0.00192599	0.00192599	0.269169	0.385413	0.0377745	0.307643	0.418036	0.81936	0.851676	1.6693	0.658474	1.34153	0.5275383	0.700599	1.42735	0.634856	1.24433	0.00211941	0.000208516
348	-16884.21	-16891.76	7.550474	0.407957	0.585606	0.609307	0.874635	0.802068	1.19793	0.29738	0.818256	1.22211	0.508632	0.730121	0.002411139	0.00241114	0.00241114	0.228603	0.327328	0.182792	0.261278	0.418036	0.81936	0.851676	1.6693	0.658474	1.34153	0.5275383	0.700599	1.42735	0.634856	1.24433	0.00172683	0.000184673
349	-16882.2	-16889.54	7.346728	0.407957	0.5894	0.609307	0.880302	0.802068	1.19793	0.29738	0.818256	1.22211	0.508632	0.734851	0.002164354	0.00216435	0.00216435	0.228603	0.327328	0.182792	0.261278	0.444805	0.871608	0.906212	1.77575	0.658474	1.34153	0.5275383	0.700599	1.42735	0.675508	1.32368	0.00209036	0.000206637
350	-16882.96	-16890.09	7.136661	0.416112	0.5894	0.621486	0.880302	0.802068	1.19793	0.29738	0.818256	1.22211	0.518799	0.734851	0.00287456	0.00287456	0.00287456	0.156533	0.261852	0.23941	0.342206	0.444805	0.871608	0.906212	1.77575	0.658474	1.34153	0.5275383	0.700599	1.42735	0.675508	1.32368	0.00167433	0.00027203
351	-16881.96	-16889.24	7.2803	0.419682	0.594457	0.617916	0.875245	0.808949	1.19105	0.2867768	0.824129	1.2134	0.518799	0.734851	0.002790334	0.00279033	0.00279033	0.180344	0.202863	0.359095	0.257698	0.444805	0.871608	0.906212	1.77575	0.658474	1.34153	0.5275383	0.700599	1.42735	0.675508	1.32368	0.00155029	0.000242966
352	-16881.27	-16888.88	7.602853	0.419682	0.604234	0.617916	0.889641	0.808949	1.19105	0.2867768	0.824129	1.2134	0.518799	0.746938	0.002195613	0.00219561	0.00219561	0.133169	0.241858	0.317739	0.307233	0.442094	0.866297	0.908922	1.78106	0.654461	1.34554	0.5342831	0.697419	1.43386	0.675508	1.32368	0.0015214	0.000204531
353	-16881.48	-16888.93	7.45041	0.419682	0.604234	0.617916	0.889641	0.808949	1.19105	0.2867768	0.824129	1.2134	0.518799	0.746938	0.002630939	0.00263094	0.00263094	0.133169	0.241858	0.317739	0.307233	0.442094	0.866297	0.908922	1.78106	0.654461	1.34554	0.5342831	0.697419	1.43386	0.675508	1.32368	0.00130828	0.000270397
354	-16879.15	-16886.94	7.790009	0.416071	0.609467	0.603767	0.884408	0.815955	1.18405	0.2760111	0.830135	1.20462	0.509919	0.746938	0.001789987	0.00178999	0.00178999	0.652968	0.0675002	0.142116	0.137417	0.442094	0.866297	0.908922	1.78106	0.654461	1.34554	0.5342831	0.697419	1.43386	0.675508	1.32368	0.001507	0.000338141
355	-16880	-16887.76	7.759617	0.436058	0.608384	0.63277	0.882836	0.815955	1.18405	0.2760111	0.830135	1.20462	0.534414	0.74561	0.001681187	0.00168119	0.00168119	0.608792	0.0629336	0.200154	0.12812	0.442094	0.866297	0.908922	1.78106	0.654461	1.34554	0.5342831	0.697419	1.43386	0.675508	1.32368	0.00163309	0.000292988
356	-16880.31	-16887.79	7.478738	0.414152	0.586063	0.639645	0.905157	0.786018	1.21398	0.3222294	0.804656	1.24277	0.526898	0.74561	0.001710802	0.0017108	0.0017108	0.64844	0.0230443	0.21319	0.115326	0.442094	0.827203	0.908922	1.70069	0.654461	1.34554	0.5342831	0.697419	1.43386	0.675508	1.26394	0.00207548	0.000317099
357	-16878.29	-16885.89	7.598205	0.414152	0.575001	0.639645	0.888072	0.786018	1.21398	0.3222294	0.804656	1.24277	0.526898	0.731536	0.002570646	0.00257065	0.00257065	0.560969	0.0199358	0.319325	0.0997696	0.447155	0.826292	0.903862	1.67024	0.661953	1.33805	0.521707	0.70336	1.42175	0.675508	1.24826	0.00107089	0.000336146
358	-16878.7	-16886.06	7.362134	0.396803	0.550914	0.656994	0.912158	0.753092	1.24691	0.3737891	0.777154	1.28675	0.526898	0.731536	0.002746984	0.00274698	0.00274698	0.806133	0.0108029	0.0396913	0.143373	0.447155	0.826292	0.903862	1.67024	0.661953	1.33805	0.521707	0.70336	1.42175	0.675508	1.24826	0.00118646	0.000324471
359	-16878.74	-16886.18	7.435746	0.396803	0.550914	0.656994	0.912158	0.753092	1.24691	0.3737891	0.777154	1.28675	0.526898	0.731536	0.002472504	0.0024725	0.0024725	0.725757	0.167948	0.0357338	0.070561	0.475115	0.826292	0.960379	1.67024	0.661953	1.33805	0.521707	0.70336	1.42175	0.717747	1.24826	0.00121599	0.000315704
360	-16879.17	-16886.48	7.307684	0.396803	0.550914	0.656994	0.912158	0.753092	1.24691	0.3737891	0.777154	1.28675	0.526898	0.731536	0.002681837	0.00268184	0.00268184	0.591785	0.136946	0.213734	0.0575357	0.475115	0.826292	0.960379	1.67024	0.661953	1.33805	0.521707	0.70336	1.42175	0.717747	1.24826	0.0012541	0.000310259
361	-16879.43	-16886.3	6.867985	0.398249	0.550914	0.659387	0.912158	0.753092	1.24691	0.3737891	0.777154	1.28675	0.528818	0.731536	0.003463337	0.00346334	0.00346334	0.591785	0.136946	0.213734	0.0575357	0.475115	0.826292	0.960379	1.67024	0.661953	1.33805	0.521707	0.70336	1.42175	0.717747	1.24826	0.00135262	0.00025426
362	-16879.59	-16886.5	6.9058	0.398249	0.550914	0.659387	0.912158	0.753092	1.24691	0.3737891	0.777154	1.28675	0.528818	0.731536	0.003547473	0.00354747	0.00354747	0.569997	0.131904	0.205865	0.0922352	0.475115	0.826292	0.960379	1.67024	0.661953	1.33805	0.521707	0.70336	1.42175	0.717747	1.24826	0.00114386	0.000307429
