Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
8026	0	-38.5284	-37.43878	-1.089626	0.01472364	0.2400586	0.246914	47.07717	1.990498
8027	1	-39.21555	-37.47561	-1.739947	0.04535438	0.5323288	0.306945	15.28292	3.348957
8028	0	-40.42799	-38.81257	-1.615423	0.05518981	0.59064	0.235853	12.55933	1.95853
8029	1	-39.7426	-37.71436	-2.02824	0.04526405	0.5317339	0.410033	15.31341	2.44527
8030	0	-41.73872	-38.54134	-3.197387	0.08918322	0.7224143	0.7097968	7.77217	2.620614
8031	1	-37.67504	-36.94276	-0.7322783	0.01838029	0.287118	0.1640282	37.71144	3.115566
8032	0	-40.16452	-38.87758	-1.286942	0.02613932	0.3741148	0.2559794	26.51742	1.412842
8033	1	-39.05533	-37.62517	-1.430164	0.02123237	0.3210054	0.3165988	32.64577	2.452338
8034	0	-41.05005	-39.34353	-1.706518	0.02157721	0.3249458	0.4153486	32.12405	1.865849
8035	1	-43.79968	-41.67737	-2.122309	0.02923544	0.4045696	0.5649447	23.70915	1.170648
8036	0	-38.20414	-37.12366	-1.080485	0.03338598	0.4420812	0.1879683	20.76163	3.10875
8037	1	-38.55789	-37.13842	-1.419478	0.0428388	0.5153114	0.2308424	16.18036	2.278129
8038	0	-37.35516	-36.58819	-0.7669728	0.01914448	0.29643	0.1679956	36.20611	2.689326
8039	1	-39.26655	-38.10445	-1.162105	0.009480682	0.1646638	0.2858827	73.11153	1.97543
8040	0	-38.61396	-37.39364	-1.220312	0.01674583	0.2666064	0.2734612	41.39222	3.075418
8041	1	-40.75087	-38.75497	-1.995895	0.05549853	0.5922805	0.3435455	12.48947	3.730693
8042	0	-41.25459	-40.24559	-1.008994	0.03443598	0.4510132	0.1724229	20.12857	3.861794
8043	1	-38.1632	-37.20672	-0.9564805	0.01692764	0.2689289	0.2095077	40.94766	1.963691
8044	0	-38.60546	-37.40202	-1.203438	0.01545429	0.2498043	0.2738363	44.85143	2.314767
8045	1	-37.89016	-37.21534	-0.6748178	0.01061267	0.181792	0.1728292	65.31316	3.392505
8046	0	-38.33768	-37.3782	-0.9594763	0.01429505	0.2342594	0.218098	48.48861	1.884809
8047	1	-39.27185	-37.5185	-1.753348	0.03474961	0.4536396	0.3613595	19.9469	2.663351
8048	0	-39.66101	-38.28229	-1.378724	0.03283243	0.4372847	0.2552726	21.11166	3.725134
8049	1	-40.89103	-39.52209	-1.368939	0.05522879	0.5908477	0.184228	12.55047	3.376704
8050	0	-38.85633	-37.2027	-1.653636	0.04854402	0.5526032	0.2691585	14.27873	3.21496
8051	1	-39.3736	-37.97732	-1.396282	0.02198649	0.3295803	0.3028084	31.52605	3.454326
8052	0	-38.31337	-37.1286	-1.184768	0.03343769	0.4425261	0.2084765	20.72952	3.218141
8053	1	-38.2243	-37.12614	-1.098166	0.01440077	0.2356957	0.2501701	48.13263	2.960493
8054	0	-37.78943	-37.01716	-0.7722652	0.003219195	0.0604732	0.211493	215.3169	2.849154
8055	1	-39.32163	-37.8425	-1.479131	0.03838485	0.4827492	0.2609439	18.05783	1.883912
8056	0	-37.61906	-36.92088	-0.6981793	0.005211901	0.09545988	0.1909396	132.9932	3.129309
8057	1	-40.72451	-37.80721	-2.917295	0.09231153	0.7308514	0.5132155	7.508782	2.454033
8058	0	-38.3296	-37.22331	-1.106282	0.03271167	0.4362301	0.1947265	21.1896	3.216182
8059	1	-42.16505	-38.69743	-3.467616	0.100917	0.7518547	0.7879663	6.86849	2.623419
8060	0	-37.00278	-36.59186	-0.4109205	0.005776725	0.1050551	0.1421268	119.9896	2.714029
8061	1	-42.94965	-40.01271	-2.936942	0.07497516	0.6775213	0.668635	9.245024	1.821326
8062	0	-38.02875	-36.90091	-1.127838	0.01872819	0.2913788	0.2424229	37.01091	2.946
8063	1	-38.2928	-36.80869	-1.484112	0.03351715	0.4432089	0.2809135	20.68037	2.740269
8064	0	-41.59129	-38.86888	-2.722412	0.09354334	0.7340497	0.4150555	7.409904	3.519349
8065	1	-38.94302	-38.02871	-0.9143078	0.001650038	0.03162758	0.2492361	420.0796	1.873743
8066	0	-40.47458	-37.60596	-2.868621	0.1029051	0.7562919	0.420892	6.735789	2.779897
8067	1	-38.65774	-36.95016	-1.707579	0.05609205	0.5954047	0.255346	12.35732	2.671151
8068	0	-37.80239	-36.72456	-1.077831	0.01883545	0.2926852	0.2302489	36.80015	2.807888
8069	1	-37.90753	-36.82798	-1.079551	0.02025636	0.3096725	0.226062	34.21874	2.290541
8070	0	-37.55656	-36.62342	-0.9331348	0.01515077	0.2457773	0.2098756	45.74995	2.735809
8071	1	-37.81952	-36.67506	-1.144452	0.02211529	0.3310293	0.2349685	31.34244	2.710075
8072	0	-39.3425	-37.41162	-1.930886	0.0672616	0.6476426	0.2726379	10.30524	2.518362
8073	1	-40.23303	-39.13673	-1.096306	0.02333247	0.3445027	0.2201064	29.70741	4.023543
8074	0	-42.3511	-38.88421	-3.466892	0.1149434	0.7803323	0.645867	6.030335	3.485592
8075	1	-38.6622	-36.83017	-1.832039	0.04987848	0.560679	0.3157189	13.89672	2.776426
8076	0	-40.80715	-38.38918	-2.417971	0.08442761	0.7086615	0.3481873	8.209959	3.38402
8077	1	-39.97278	-38.03615	-1.936635	0.07126354	0.6636998	0.2591382	9.726534	3.160234
8078	0	-42.02695	-40.54384	-1.48311	0.02422273	0.3541109	0.3200058	28.61556	0.9306202
8079	1	-37.36988	-36.88028	-0.4896028	0.006732171	0.1209737	0.1517	102.9604	3.156328
8080	0	-38.95624	-37.6852	-1.271041	0.01449987	0.2370384	0.2969654	47.8037	2.455365
8081	1	-38.57039	-36.99167	-1.578723	0.03599849	0.4639129	0.2981531	19.2549	2.439556
8082	0	-38.20256	-37.15929	-1.043274	0.01725364	0.2730674	0.2274542	40.17398	3.281748
8083	1	-38.6745	-36.94516	-1.729334	0.05325322	0.5801035	0.2716395	13.01606	2.489099
8084	0	-37.28636	-36.71954	-0.5668207	0.01200811	0.2022455	0.1521086	57.72327	2.942669
8085	1	-37.4032	-37.09826	-0.3049421	0.009297828	0.1618508	0.1216322	74.54937	2.617149
8086	0	-37.8854	-37.06265	-0.8227474	0.0238528	0.3501432	0.1662017	29.05937	2.26012
8087	1	-38.27862	-37.22336	-1.055262	0.01121067	0.190645	0.2507109	61.82924	2.409608
8088	0	-40.10203	-38.68051	-1.421519	0.01211934	0.2038454	0.3569949	57.19346	2.650957
8089	1	-39.2919	-37.29671	-1.995198	0.05084222	0.5663693	0.3666462	13.6333	3.084099
8090	0	-38.08228	-37.20016	-0.8821217	0.005158867	0.09455178	0.2296712	134.3604	2.893341
8091	1	-39.61727	-38.52576	-1.091506	0.02325167	0.3436205	0.2193025	29.81064	1.504859
8092	0	-39.34897	-37.38862	-1.960356	0.04500889	0.530047	0.3845056	15.40023	2.761854
8093	1	-37.86871	-36.87382	-0.9948848	0.01368217	0.2258581	0.2279237	50.66064	2.4124
8094	0	-37.64566	-37.41108	-0.2345768	0.003747679	0.06992769	0.1226136	184.9537	2.023167
8095	1	-37.34863	-37.21803	-0.1305986	0.003310529	0.06211638	0.1111894	209.3766	2.8136
8096	0	-38.32552	-37.56161	-0.7639086	0.01066334	0.1825473	0.1887982	65.0028	3.571131
8097	1	-38.71713	-37.39622	-1.32091	0.04122958	0.5039185	0.2139835	16.81189	3.24729
8098	0	-39.09841	-37.7717	-1.326718	0.03775239	0.4778558	0.2260657	18.36035	3.474466
8099	1	-40.55572	-38.31472	-2.241005	0.04776011	0.5477497	0.4896755	14.5131	2.539327
8100	0	-38.54446	-37.32131	-1.223149	0.02256812	0.3360879	0.2525859	30.71356	3.327388
8101	1	-39.48038	-38.18528	-1.295106	0.01450748	0.2371414	0.3041659	47.77862	1.930964
8102	0	-40.08653	-39.40424	-0.6822912	0.01275326	0.212878	0.1689392	54.35058	4.091481
8103	1	-38.05788	-36.67824	-1.379638	0.04079408	0.5007645	0.228327	16.99137	2.750458
8104	0	-37.31307	-37.17276	-0.1403114	0.003676174	0.06865601	0.1116962	188.5512	2.564364
8105	1	-39.66676	-39.07986	-0.5868941	0.002177577	0.04145641	0.178312	318.3112	4.195866
8106	0	-40.32466	-38.75112	-1.573534	0.01895958	0.2941928	0.3773263	36.5592	2.114841
8107	1	-37.77774	-36.80003	-0.9777084	0.02767782	0.3895264	0.1838519	25.04342	2.97396
8108	0	-37.3457	-36.63025	-0.7154529	0.007602435	0.135139	0.1878158	91.17437	2.815109
8109	1	-41.99953	-38.21006	-3.789476	0.1294731	0.8040349	0.7262759	5.353602	3.139119
8110	0	-39.83836	-38.99508	-0.8432728	0.02362474	0.3476797	0.1701957	29.33988	1.558642
8111	1	-39.8337	-38.3593	-1.474397	0.01737216	0.274564	0.3494631	39.89988	3.073008
8112	0	-37.29805	-36.76698	-0.531071	0.00172455	0.03302403	0.1697134	401.9293	3.05148
8113	1	-38.46909	-37.43141	-1.037671	0.007973544	0.1410847	0.2578653	86.93088	2.760014
8114	0	-37.04668	-36.83175	-0.2149289	0.002805347	0.05297891	0.1218392	247.0807	2.596578
8115	1	-39.60609	-37.13499	-2.471104	0.07865518	0.6902975	0.3983837	8.812479	2.805196
8116	0	-39.70838	-39.88135	0.172976	0.00585293	0.1063391	0.0791818	118.4274	2.523704
8117	1	-39.08721	-37.4273	-1.659903	0.03211009	0.4309325	0.3416254	21.58659	2.569342
8118	0	-38.70796	-37.94025	-0.7677063	0.002035119	0.03881545	0.2140821	340.593	3.66194
8119	1	-39.66789	-38.03305	-1.634846	0.02578618	0.3704973	0.3643043	26.88057	2.971614
8120	0	-39.82194	-38.18725	-1.634685	0.06373698	0.632413	0.2130937	10.87512	3.019564
8121	1	-39.39792	-37.69181	-1.706111	0.04188159	0.5085837	0.3116528	16.55017	2.003137
8122	0	-39.07922	-37.75016	-1.329067	0.03793798	0.4792991	0.2260042	18.27053	1.959938
8123	1	-39.96631	-38.65726	-1.309053	0.02933837	0.4055445	0.2501392	23.62596	1.520895
8124	0	-37.38078	-36.66573	-0.7150516	0.01882773	0.2925913	0.1602109	36.81523	2.595976
8125	1	-40.24067	-37.91543	-2.325246	0.07740991	0.6860726	0.3504256	8.954244	3.323034
8126	0	-40.57663	-38.44686	-2.129766	0.05273223	0.5771949	0.4084082	13.14466	1.905983
8127	1	-38.9312	-37.21559	-1.715611	0.03799432	0.479736	0.3323875	18.24344	2.454354
8128	0	-38.06662	-37.1965	-0.8701183	0.02521184	0.3645485	0.1709507	27.49292	2.178722
8129	1	-40.05187	-37.46281	-2.589057	0.08986739	0.7242992	0.3825976	7.713	3.006043
8130	0	-37.94125	-37.06479	-0.8764592	0.02710563	0.3838601	0.1674968	25.57207	3.032004
8131	1	-38.74923	-36.92303	-1.826201	0.05926129	0.6114521	0.274918	11.69646	2.805802
8132	0	-37.33833	-36.77197	-0.5663661	0.000438716	0.008542341	0.179033	1579.945	2.333813
8133	1	-38.44464	-36.91795	-1.526697	0.03567583	0.4612867	0.2843308	19.42904	2.419645
8134	0	-39.53691	-38.43219	-1.104721	0.004309188	0.07983281	0.2903974	160.8533	1.973501
8135	1	-40.49772	-37.79214	-2.70558	0.08583452	0.7128525	0.4550811	8.07539	3.260492
8136	0	-37.43146	-36.72507	-0.7063952	0.01909925	0.2958837	0.158222	36.29185	2.525733
8137	1	-38.24984	-36.95284	-1.297005	0.0347494	0.4536378	0.2289568	19.94702	2.256775
8138	0	-39.259	-37.31161	-1.947399	0.04577675	0.5350951	0.3754609	15.14191	2.861198
8139	1	-41.72478	-39.55055	-2.174232	0.03903483	0.487706	0.5181287	17.75714	3.492932
8140	0	-40.30973	-38.80454	-1.50519	0.02430604	0.3549995	0.3267652	28.51748	3.806319
8141	1	-38.99835	-38.59961	-0.3987355	0.0109782	0.1872192	0.1304589	63.13853	3.635067
8142	0	-37.54742	-36.88738	-0.6600447	0.00300035	0.05652016	0.1896277	231.0221	3.046465
8143	1	-38.11386	-36.94557	-1.168296	0.01836084	0.2868787	0.2537452	37.75138	2.74395
8144	0	-38.01416	-37.3318	-0.6823552	0.001369629	0.0263481	0.1984246	506.0839	1.911584
8145	1	-39.24969	-38.08664	-1.163049	0.007036293	0.1259596	0.2962061	98.51028	2.473403
8146	0	-40.30802	-39.04791	-1.260106	0.006240906	0.1128373	0.3300842	111.0652	3.433755
8147	1	-39.01868	-37.11407	-1.904609	0.0503631	0.563555	0.3371667	13.763	2.416108
8148	0	-38.50497	-37.75082	-0.7541502	0.005759238	0.1047601	0.2003761	120.354	1.632454
8149	1	-38.98415	-37.48982	-1.494322	0.02573243	0.369944	0.3167855	26.93672	3.003862
8150	0	-39.47618	-38.38929	-1.086887	0.001916995	0.0366182	0.295069	361.58	2.708467
8151	1	-38.54795	-37.43816	-1.109788	0.03999138	0.4948701	0.1763143	17.33242	2.967654
8152	0	-38.31354	-37.83978	-0.473753	0.009802902	0.1695893	0.1429761	70.70836	1.76758
8153	1	-37.71692	-36.63474	-1.082187	0.02167857	0.3260978	0.2221505	31.97385	2.842457
8154	0	-37.37373	-36.55912	-0.8146094	0.01265423	0.2114763	0.1931093	54.77594	2.5718
8155	1	-37.39282	-36.80327	-0.5895548	0.01345897	0.2227667	0.1524495	51.50077	2.313841
8156	0	-41.3014	-38.06777	-3.233621	0.1220368	0.7925378	0.4627189	5.67982	2.757476
8157	1	-37.51016	-36.83204	-0.6781226	0.01496383	0.2432819	0.1630641	46.32151	3.085746
8158	0	-39.31864	-37.79817	-1.520461	0.05609742	0.5954328	0.2117542	12.35613	3.074002
8159	1	-39.7547	-37.83922	-1.91548	0.04321136	0.5178916	0.3770863	16.04086	3.313742
8160	0	-38.75778	-37.08674	-1.671041	0.03666702	0.4692932	0.3239149	18.90383	2.701038
8161	1	-38.76681	-37.33645	-1.430366	0.03966437	0.4924382	0.2440724	17.47531	2.107395
8162	0	-37.92128	-37.75123	-0.1700475	0.001134189	0.02188547	0.1192745	611.139	1.83576
8163	1	-39.44403	-37.27379	-2.170241	0.0566277	0.5981915	0.4025079	12.24043	2.624709
8164	0	-39.40714	-38.0158	-1.391337	0.03545205	0.4594539	0.2491212	19.55168	3.615436
8165	1	-39.28056	-37.71497	-1.565586	0.02571828	0.3697982	0.3402529	26.95154	2.454223
8166	0	-39.51237	-38.61448	-0.8978864	0.01935322	0.2989435	0.1909292	35.8156	1.476153
8167	1	-38.00365	-37.89139	-0.1122593	0.0005644132	0.01097186	0.1134869	1228.085	3.413243
8168	0	-38.13576	-36.89139	-1.244365	0.02267447	0.3372681	0.2576147	30.56949	2.85937
8169	1	-44.11575	-42.3179	-1.797851	0.01063437	0.1821155	0.5311425	65.17992	4.192106
8170	0	-41.30287	-39.83246	-1.470407	0.031874	0.4288333	0.2835967	21.74648	1.220522
8171	1	-41.84529	-39.1187	-2.726588	0.06150328	0.6221898	0.6553626	11.27008	2.718408
8172	0	-37.9693	-37.21562	-0.7536759	0.007472066	0.1330369	0.1954933	92.76513	3.368405
8173	1	-40.2607	-38.33371	-1.926993	0.04490012	0.529325	0.3724605	15.43754	3.592151
8174	0	-38.16868	-37.19178	-0.976898	0.009431119	0.1639027	0.2377155	73.49575	2.287707
8175	1	-38.0833	-36.99277	-1.090533	0.02768702	0.3896168	0.2057836	25.0351	3.202436
8176	0	-38.78694	-37.73852	-1.048418	0.007805142	0.1383936	0.2612723	88.80648	3.214697
8177	1	-37.27449	-36.52734	-0.7471536	0.01278208	0.2132853	0.1801868	54.22802	2.7887
8178	0	-40.92683	-38.69676	-2.230072	0.08979593	0.7241034	0.2674703	7.719138	2.696332
8179	1	-37.68467	-36.94512	-0.7395509	0.01256286	0.2101801	0.1793767	55.1743	2.075328
8180	0	-38.83096	-37.82503	-1.005936	0.006938936	0.1243677	0.2534881	99.89244	1.920488
8181	1	-38.92804	-37.06631	-1.861734	0.06182814	0.6237055	0.2747182	11.21087	2.929776
8182	0	-39.46739	-37.25873	-2.208656	0.06855152	0.652956	0.3534325	10.11133	3.118607
8183	1	-39.81841	-39.26718	-0.5512272	0.01966698	0.3026976	0.1343988	35.24421	1.690877
8184	0	-38.62039	-36.97252	-1.647863	0.05334491	0.5806122	0.2500623	12.99369	2.938432
8185	1	-39.08887	-37.71411	-1.374769	0.02663239	0.3791153	0.2775383	26.02647	3.485342
8186	0	-40.0601	-38.69995	-1.360145	0.02718115	0.3846123	0.2713971	25.50102	3.891285
8187	1	-42.44494	-41.51264	-0.9322992	0.01462454	0.2387232	0.211265	47.39617	0.6269084
8188	0	-38.06573	-37.56655	-0.4991814	0.009762608	0.1689755	0.1467419	71.00021	3.451488
8189	1	-38.97042	-37.82605	-1.14437	0.008457639	0.1487568	0.2849454	81.95516	2.816282
8190	0	-41.56879	-38.74922	-2.819576	0.07190527	0.6661604	0.6209422	9.639728	3.264641
8191	1	-38.20955	-37.04827	-1.161282	0.0393557	0.4901263	0.1873056	17.61237	2.6082
8192	0	-39.7984	-37.74502	-2.053376	0.04543552	0.5328622	0.4194528	15.25562	2.933454
8193	1	-41.40588	-39.14522	-2.260662	0.04554469	0.5335784	0.5152721	15.21906	3.437471
8194	0	-40.87479	-37.67385	-3.200946	0.1054337	0.761731	0.5662198	6.574247	2.993344
8195	1	-42.21367	-41.68549	-0.5281857	0.03314595	0.4400088	0.1085667	20.91197	3.334883
8196	0	-40.64175	-38.99322	-1.648532	0.06948724	0.6567271	0.1992082	9.975173	2.632259
8197	1	-38.52965	-37.22842	-1.301236	0.04006067	0.4953831	0.213308	17.30244	3.187867
8198	0	-38.42397	-37.18665	-1.237319	0.04175621	0.5076919	0.1953649	16.59986	2.448997
8199	1	-38.59531	-37.07336	-1.521954	0.03434378	0.4502374	0.2883606	20.18261	2.304507
8200	0	-39.62195	-37.28753	-2.334418	0.08103906	0.6981178	0.335981	8.553248	2.755434
8201	1	-37.82225	-37.02883	-0.7934149	0.005867514	0.1065845	0.2080818	118.133	2.190934
8202	0	-39.61165	-37.62721	-1.984437	0.04341451	0.5192896	0.4028486	15.9658	2.847224
8203	1	-37.51473	-36.93514	-0.5795887	0.001448936	0.02784519	0.1788455	478.3835	3.160473
8204	0	-38.51463	-37.2387	-1.275931	0.03346385	0.442751	0.2282906	20.71331	2.090002
8205	1	-37.87102	-37.13365	-0.7373662	0.01062227	0.1819352	0.1839596	65.25412	3.353679
8206	0	-38.71209	-37.5636	-1.148492	0.04269398	0.5143027	0.1764071	16.23525	2.510469
8207	1	-41.36059	-39.52495	-1.835636	0.02254918	0.3358775	0.4661491	30.73935	2.403145
8208	0	-38.12767	-36.91697	-1.210705	0.03391982	0.4466493	0.2125021	20.43487	2.301394
8209	1	-38.0314	-36.97063	-1.06077	0.0142688	0.2339022	0.2414371	48.57781	2.836192
8210	0	-37.7977	-36.67224	-1.125465	0.02878788	0.4003035	0.2098109	24.07774	2.957892
8211	1	-43.13252	-41.53939	-1.59313	0.006691464	0.1203034	0.4576054	103.5868	1.206598
8212	0	-38.20111	-37.40252	-0.7985863	0.02778652	0.3905942	0.1534651	24.94545	3.029213
8213	1	-39.37673	-37.51726	-1.859473	0.04807743	0.5497242	0.332862	14.41731	2.146032
8214	0	-39.58442	-38.13422	-1.450199	0.02376627	0.34921	0.3116485	29.16517	3.528528
8215	1	-38.317	-37.12088	-1.196121	0.03788154	0.4788608	0.1980272	18.29776	2.341987
8216	0	-37.68114	-37.47039	-0.2107571	0.007877338	0.1395487	0.1129429	87.99256	2.381394
8217	1	-37.81656	-37.0784	-0.7381602	0.01935051	0.298911	0.1627499	35.82061	3.171893
8218	0	-41.35611	-39.13934	-2.216771	0.05326586	0.5801737	0.4421877	13.01297	1.717054
8219	1	-38.63029	-38.06318	-0.5671127	0.0006125702	0.01190055	0.1787272	1131.539	3.832534
8220	0	-39.32855	-37.86346	-1.465087	0.02068451	0.314677	0.3303979	33.51045	2.376152
8221	1	-37.96947	-37.05386	-0.9156095	0.007424407	0.1322667	0.2300124	93.36061	2.636408
8222	0	-39.31435	-37.7857	-1.528655	0.03208576	0.4307168	0.2997086	21.60295	1.915771
8223	1	-38.50936	-37.70799	-0.8013656	0.004017056	0.07469743	0.2152977	172.551	3.54075
8224	0	-40.31436	-37.55808	-2.756287	0.09818971	0.7455254	0.4020806	7.059265	2.736637
8225	1	-40.01683	-38.59388	-1.422954	0.01943112	0.2998783	0.3224246	35.67201	1.685763
8226	0	-38.88606	-37.7558	-1.130255	0.009797553	0.1695079	0.275684	70.74697	3.105013
8227	1	-39.00815	-37.2654	-1.742746	0.04299384	0.5163877	0.3182421	16.12201	3.19965
8228	0	-38.27122	-37.64364	-0.6275793	0.02125953	0.321317	0.1418353	32.60407	2.164006
8229	1	-37.64582	-37.53369	-0.1121252	0.005242256	0.09597909	0.1062159	132.2231	2.79767
8230	0	-38.78103	-38.02247	-0.7585588	0.009997968	0.1725516	0.1895643	69.32881	3.767267
8231	1	-40.83936	-38.90175	-1.93761	0.03352025	0.4432354	0.4420847	20.67846	2.021241
8232	0	-40.20735	-39.27118	-0.9361746	0.02242656	0.3345125	0.189953	30.90742	1.37
8233	1	-41.40997	-39.70573	-1.704235	0.04486357	0.5290821	0.2982374	15.45011	4.021073
8234	0	-41.74237	-40.25625	-1.486119	0.01071241	0.1832778	0.3884622	64.70509	3.963229
8235	1	-38.62325	-38.03719	-0.5860682	0.02503921	0.3627446	0.1289937	27.68247	2.391736
8236	0	-39.74132	-38.31228	-1.429042	0.02390484	0.3507035	0.3045275	28.9961	1.700803
8237	1	-38.32108	-37.19578	-1.125292	0.015084	0.2448873	0.2545801	45.95249	3.025648
8238	0	-37.56988	-36.71592	-0.8539555	0.02423353	0.3542261	0.1705506	28.60282	2.809478
8239	1	-41.27577	-37.90454	-3.371234	0.111317	0.7735644	0.6177981	6.226785	3.093565
8240	0	-39.31763	-37.41715	-1.900479	0.05610721	0.5954841	0.3096075	12.35398	2.227296
8241	1	-42.92183	-38.57568	-4.346156	0.1681615	0.8483764	0.7336959	4.121915	3.149995
8242	0	-37.2769	-36.63173	-0.6451656	0.01569596	0.2529892	0.1561543	44.16086	2.602397
8243	1	-37.581	-36.61436	-0.966643	0.02004786	0.3072165	0.2025216	34.57462	2.421873
8244	0	-37.3358	-36.64159	-0.6942141	0.008939509	0.1563007	0.1804286	77.5375	2.345946
8245	1	-43.23607	-40.55255	-2.683518	0.06080645	0.6189048	0.6339454	11.39924	3.933419
8246	0	-37.01526	-36.65474	-0.3605285	0.004096893	0.07610472	0.1383874	169.1885	2.428798
8247	1	-38.71682	-37.81038	-0.9064406	0.01349733	0.2232993	0.2091763	51.35438	1.652291
8248	0	-38.64525	-36.93219	-1.713069	0.04170585	0.5073329	0.3146088	16.6199	2.588903
8249	1	-37.96295	-36.83566	-1.127283	0.03231989	0.4327885	0.1999627	21.44646	3.01767
8250	0	-38.57342	-38.54506	-0.02835376	0.005018176	0.09213674	0.09799025	138.1273	2.084239
8251	1	-38.85324	-37.62051	-1.232733	0.03812051	0.4807125	0.2047194	18.18305	2.083729
8252	0	-37.79103	-37.12965	-0.6613801	0.0169403	0.2690903	0.1559416	40.91705	3.190749
8253	1	-37.70191	-36.74464	-0.9572641	0.02801688	0.3928481	0.1792706	24.74034	2.843131
8254	0	-37.62204	-36.95994	-0.6620983	0.000396228	0.007719315	0.1971377	1749.365	2.359918
8255	1	-39.98681	-37.30175	-2.685058	0.08562946	0.7122483	0.4471304	8.094728	2.926619
8256	0	-38.76155	-37.47198	-1.289568	0.02523553	0.3647955	0.2599502	27.46712	3.408064
8257	1	-39.00038	-37.13706	-1.863323	0.04736471	0.5452702	0.3375272	14.63425	2.414009
8258	0	-39.58219	-37.76619	-1.816004	0.04236072	0.5119691	0.3455076	16.36297	2.053417
8259	1	-38.74685	-37.26405	-1.4828	0.02919284	0.4041656	0.2982168	23.74374	2.281353
8260	0	-39.99728	-38.63696	-1.360313	0.01746304	0.2757084	0.311385	39.69225	3.709372
8261	1	-38.49433	-37.10995	-1.384374	0.02672462	0.3800442	0.2798521	25.93665	2.327003
8262	0	-38.3138	-37.50279	-0.811007	0.0259505	0.3721844	0.1594658	26.71036	3.214906
8263	1	-38.49762	-37.08646	-1.411153	0.03034139	0.4149218	0.2731304	22.84494	2.242325
8264	0	-37.97983	-36.96815	-1.011685	0.01821041	0.2850242	0.217423	38.06324	3.195225
8265	1	-42.03128	-38.50302	-3.52826	0.1202645	0.7896087	0.637016	5.763522	2.385859
8266	0	-37.88846	-37.04415	-0.8443108	0.006068265	0.1099537	0.2183264	114.2249	2.953117
8267	1	-39.20463	-36.9904	-2.214228	0.06827897	0.6518445	0.3567785	10.15169	2.733052
8268	0	-43.57954	-42.37547	-1.204073	0.01104371	0.1881867	0.2916253	62.76397	0.2147879
8269	1	-40.03903	-37.73946	-2.299564	0.05569179	0.593302	0.4641733	12.44613	2.718107
8270	0	-38.32723	-37.35979	-0.9674353	0.007032399	0.125896	0.2435924	98.56483	2.990821
8271	1	-41.74321	-38.47086	-3.272353	0.1095766	0.7701779	0.5735618	6.325687	2.31879
8272	0	-37.63609	-36.69408	-0.9420055	0.01900144	0.2947002	0.2005354	36.47866	2.320918
8273	1	-39.06358	-37.19231	-1.871277	0.04687393	0.5421629	0.3425896	14.78748	3.070365
8274	0	-38.77757	-37.04187	-1.735704	0.04660841	0.5404679	0.3002788	14.87172	2.349723
8275	1	-38.88351	-38.3016	-0.5819139	0.00486618	0.08951781	0.170814	142.4418	1.385556
8276	0	-38.61354	-37.47692	-1.136621	0.03491638	0.4550284	0.1945697	19.85164	2.12203
8277	1	-37.74457	-37.51681	-0.2277616	0.009346342	0.1625985	0.1125205	74.1624	2.463876
8278	0	-41.18632	-38.31758	-2.868736	0.07722695	0.6854435	0.6049965	8.975458	2.471785
8279	1	-36.8957	-36.63573	-0.2599628	0.0007059352	0.01369774	0.1312878	981.8849	2.72689
8280	0	-39.37374	-37.19018	-2.183559	0.06287223	0.6285097	0.373464	11.0247	3.059658
8281	1	-37.05888	-36.66075	-0.3981314	0.004866463	0.0895227	0.1421366	142.4335	2.381805
8282	0	-39.18589	-37.71767	-1.468225	0.02679564	0.3807581	0.3040246	25.86791	2.006253
8283	1	-38.30598	-37.2225	-1.083479	0.01368681	0.2259223	0.2490215	50.64344	3.078751
8284	0	-38.33267	-37.82713	-0.5055463	0.0212916	0.3216846	0.1254843	32.55496	2.911755
8285	1	-39.46107	-37.5391	-1.921971	0.04922695	0.5567651	0.3486219	14.08064	2.173928
8286	0	-38.24266	-37.29091	-0.9517531	0.01372725	0.2264805	0.2181629	50.49426	3.376165
8287	1	-37.26725	-36.61107	-0.6561784	0.01269348	0.2120322	0.1647239	54.60657	2.400172
8288	0	-40.35603	-38.73198	-1.624056	0.02832051	0.3958002	0.3477207	24.4751	3.728965
8289	1	-39.85773	-38.68232	-1.175418	0.049155	0.5563294	0.1654141	14.10125	2.408934
8290	0	-40.43249	-39.66792	-0.7645706	0.008599113	0.1509812	0.1945132	80.60683	4.314707
8291	1	-37.45939	-36.75737	-0.7020221	0.006057618	0.1097755	0.1893985	114.4257	2.971506
8292	0	-38.30356	-36.99318	-1.310383	0.03809178	0.4804905	0.2213392	18.19676	2.301213
8293	1	-37.81544	-37.08743	-0.7280094	0.01717102	0.2720218	0.1661434	40.36727	3.235007
8294	0	-40.20437	-39.65075	-0.5536206	0.008323795	0.146645	0.1581335	83.27298	4.179944
8295	1	-38.5937	-37.0766	-1.517101	0.05194253	0.5727244	0.2238012	13.3445	2.685957
8296	0	-37.2003	-36.70363	-0.4966751	0.01017915	0.17529	0.1455159	68.09483	2.423358
8297	1	-38.50635	-37.06115	-1.445203	0.03019129	0.4135326	0.2831904	22.95851	3.052619
8298	0	-37.45214	-36.54839	-0.9037504	0.01987221	0.3051377	0.1906492	34.88022	2.830855
