Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
5134	0	-72.42363	-88.50523	16.0816	0	1	1	0	0.004734126	0.001761462	0.0005638483	0.0005638483	0.03382196	0.03382196	0.02060842	0.01813479	0.382432	0.0973416	0.493836	0.0263904
5135	1	-77.14021	-88.89895	11.75875	1	1	1	0	0.002346771	0.002346771	0.0008582219	0.0008582219	0.04792215	0.04792215	0.01775319	0.005934144	0.257074	0.222252	0.359324	0.16135
5136	0	-74.67382	-90.40465	15.73083	0	1	1	1	0.00693136	0.0008235605	0.0005638483	0.0005638483	0.02316671	0.02316671	0.02060842	0.02060842	0.539854	0.0725286	0.367954	0.0196633
5137	1	-71.15341	-90.91124	19.75783	1	0	1	0	0.007652954	0.007652954	0.0008754381	0.0008726961	0.02686493	0.02686493	0.01775319	0.004577117	0.148956	0.164197	0.593356	0.0934908
5138	0	-75.52688	-94.88839	19.36151	0	1	1	0	0.003942171	0.006580066	0.004183986	0.004183986	0.02316671	0.02316671	0.02060842	0.002381956	0.539854	0.0725286	0.367954	0.0196633
5139	1	-79.31452	-88.93165	9.61713	0	1	1	1	0.008355627	0.005938152	0.004735223	0.004735223	0.06128053	0.06128053	0.006755141	0.006755141	0.132737	0.167326	0.604664	0.0952725
5140	0	-69.06976	-86.2017	17.13194	0	0	1	0	0.007689928	0.005077003	0.001616757	0.002589399	0.05764054	0.05764054	0.02459036	0.003949746	0.134152	0.13459	0.682804	0.0484553
5141	1	-76.68379	-85.47626	8.792468	0	1	1	1	0.005117486	0.0001037655	0.0009874993	0.0009874993	0.06265867	0.06265867	0.02291437	0.02291437	0.103155	0.423577	0.469908	0.00335955
5142	0	-68.86909	-86.59875	17.72966	0	0	1	1	0.007689928	0.001973691	0.001616757	0.00278985	0.04047286	0.04047286	0.01565452	0.01565452	0.319834	0.105727	0.536375	0.038064
5143	1	-69.77828	-85.2829	15.50463	0	1	1	0	0.005117486	0.0007607821	0.0008039421	0.0008039421	0.06265867	0.06265867	0.01132587	0.002258184	0.122176	0.317292	0.556553	0.003979
5144	0	-73.84181	-88.29872	14.4569	0	1	1	1	0.007689928	0.001973691	0.001447085	0.001447085	0.04047286	0.04047286	0.007797264	0.007797264	0.413761	0.201197	0.340252	0.0447902
5145	1	-73.88878	-91.34829	17.45951	1	1	1	0	0.005117486	0.005117486	0.0008039421	0.0008039421	0.02439973	0.02439973	0.01168408	0.0002004851	0.162874	0.0898712	0.74195	0.00530447
5146	0	-79.99054	-89.39099	9.400444	1	1	1	1	0.007689928	0.007689928	0.001447085	0.001447085	0.04047286	0.04047286	0.009157116	0.009157116	0.368566	0.17922	0.303087	0.149127
5147	1	-71.10399	-85.53556	14.43157	0	1	1	0	0.008069396	0.000962478	0.0008039421	0.0008039421	0.06641489	0.06641489	0.007165713	0.005646466	0.160306	0.0884543	0.730252	0.0209874
5148	0	-61.02826	-89.11314	28.08488	0	0	0	0	0.01085678	0.0004256351	0.001447085	0.005142099	0.04047286	0.001224965	0.009157116	0.001312764	0.534947	0.260125	0.190644	0.0142844
5149	1	-75.3392	-90.55517	15.21597	1	0	1	1	0.008069396	0.008069396	0.0008039421	0.00242835	0.03112107	0.03112107	0.01261617	0.01261617	0.349384	0.251111	0.356315	0.0431906
5150	0	-64.89807	-86.5847	21.68663	0	0	1	0	0.006117674	0.0004256351	0.001447085	0.004372415	0.0542786	0.0542786	0.009157116	0.001302043	0.33711	0.364183	0.289705	0.00900164
5151	1	-69.84671	-89.97562	20.12892	0	0	1	1	0.005560963	0.0007407318	0.004694964	0.001739763	0.03112107	0.03112107	0.01261617	0.01261617	0.312641	0.265292	0.376437	0.0456298
5152	0	-66.10711	-85.54541	19.4383	0	1	0	0	0.007240981	0.0003441747	0.002255897	0.002255897	0.0542786	0.009635283	0.01490421	0.001302043	0.482852	0.0893022	0.414953	0.0128933
5153	1	-68.72368	-88.17932	19.45564	0	1	0	1	0.005560963	0.000317373	0.001169496	0.001169496	0.03112107	0.00953981	0.01261617	0.01261617	0.240069	0.203711	0.521183	0.0350379
5154	0	-66.14041	-85.78919	19.64878	0	0	0	1	0.007240981	0.0003587834	0.002255897	0.002506911	0.05319828	0.009656001	0.01354038	0.01354038	0.443896	0.162775	0.381476	0.0118531
5155	1	-78.37317	-92.26179	13.88862	0	1	1	0	0.003621373	0.002005903	0.003611644	0.003611644	0.03112107	0.03112107	0.02607587	0.02573274	0.565776	0.165706	0.185943	0.0825746
5156	0	-69.8025	-85.23224	15.42974	0	1	0	1	0.007240981	0.0003286089	0.002255897	0.002255897	0.05319828	0.004267627	0.01606187	0.01606187	0.279183	0.102375	0.610987	0.00745485
5157	1	-72.54838	-91.99943	19.45105	1	0	0	1	0.003621373	0.003621373	0.003611644	0.004780671	0.03112107	0.0006282032	0.01658815	0.01658815	0.0586664	0.297035	0.496281	0.148018
5158	0	-76.77448	-92.06673	15.29225	0	1	1	1	0.01231857	0.0003328059	0.002255897	0.002255897	0.03463956	0.03463956	0.005055766	0.005055766	0.566088	0.23908	0.179716	0.0151159
5159	1	-79.35854	-90.01274	10.6542	1	1	1	1	0.003621373	0.003621373	0.001655601	0.001655601	0.03112107	0.03112107	0.01519736	0.01519736	0.0620162	0.313995	0.524618	0.0993708
5160	0	-73.7456	-93.02047	19.27487	1	1	0	0	0.007123869	0.007123869	0.002255897	0.002255897	0.04246446	0.004409975	0.005055766	4.890062e-05	0.190933	0.526044	0.261065	0.0219582
5161	1	-71.03262	-88.58079	17.54817	1	0	0	1	0.005265117	0.005265117	0.001655601	0.001706767	0.04668374	0.0007271145	0.01519736	0.01519736	0.0781803	0.405464	0.391084	0.125271
5162	0	-73.26467	-90.66835	17.40368	0	1	0	1	0.006785994	0.00183487	0.002255897	0.002255897	0.03617017	0.01976927	0.005246004	0.005246004	0.182418	0.298202	0.506933	0.0124476
5163	1	-68.68823	-87.64548	18.95724	0	1	1	0	0.005901924	0.002192387	0.001655601	0.001655601	0.0393724	0.0393724	0.01248529	0.001568121	0.0662815	0.495951	0.331563	0.106205
5164	0	-72.40703	-92.24153	19.8345	0	0	1	1	0.006381757	0.005557503	0.002255897	0.002546403	0.03617017	0.03617017	0.005246004	0.005246004	0.154872	0.564003	0.275158	0.00596779
5165	1	-65.62398	-88.95609	23.33211	0	0	0	0	0.007557942	0.0002553722	0.001809959	0.01037147	0.03721854	0.01448689	0.009458525	0.01606677	0.0662815	0.495951	0.331563	0.106205
5166	0	-75.74503	-92.88194	17.13691	0	1	1	1	0.008032866	0.003609361	0.002255897	0.002255897	0.02332479	0.02332479	0.006828072	0.006828072	0.173732	0.245818	0.555695	0.0247553
5167	1	-72.10855	-89.19947	17.09092	0	0	1	1	0.007557942	0.001352364	0.001809959	0.01580507	0.03721854	0.03721854	0.01010734	0.01010734	0.0662815	0.495951	0.331563	0.106205
5168	0	-79.22321	-89.09136	9.86815	1	0	1	1	0.008032866	0.008032866	0.002255897	0.01540216	0.04447851	0.04447851	0.01545939	0.01545939	0.148469	0.0909193	0.739457	0.0211554
5169	1	-71.10367	-87.84322	16.73955	0	0	1	1	0.005283974	0.001152948	0.0003782098	0.004090224	0.04153676	0.04153676	0.02341894	0.02341894	0.0865673	0.647739	0.126984	0.13871
5170	0	-71.54856	-86.87338	15.32481	1	0	1	0	0.008032866	0.008032866	0.002255897	0.002440242	0.05549934	0.05549934	0.01545939	0.0002657271	0.103408	0.302282	0.51503	0.0792792
5171	1	-81.30147	-90.09455	8.793072	1	1	1	0	0.01107509	0.01107509	0.0006069245	0.0006069245	0.04153676	0.04153676	0.02341894	0.01514062	0.164338	0.331274	0.241063	0.263325
5172	0	-74.58857	-87.10471	12.51613	0	1	1	1	0.008032866	0.003794298	0.002255897	0.002255897	0.04261369	0.04261369	0.01378543	0.01378543	0.103408	0.302282	0.51503	0.0792792
5173	1	-69.99759	-88.00827	18.01068	0	0	1	1	0.003692671	0.003147351	0.0006069245	0.002035986	0.04153676	0.04153676	0.01757042	0.01757042	0.164338	0.331274	0.241063	0.263325
5174	0	-63.89215	-87.78653	23.89438	0	0	0	0	0.008032866	0.003794298	0.0001236629	0.002501736	0.05751805	0.005108864	0.01378543	0.003144347	0.029658	0.571879	0.315469	0.0829936
5175	1	-65.12917	-87.43473	22.30556	0	0	1	0	0.003692671	0.001768088	0.0006069245	0.002176434	0.04153676	0.04153676	0.01757042	0.006208955	0.143785	0.0560304	0.210915	0.589269
5176	0	-72.02823	-86.84464	14.8164	0	1	1	0	0.008032866	0.003794298	5.807195e-05	5.807195e-05	0.05751805	0.05751805	0.01321749	0.004240838	0.0370191	0.46562	0.393768	0.103592
5177	1	-66.70042	-87.30726	20.60684	0	0	1	0	0.003692671	0.001768088	0.002898345	0.001484833	0.05026029	0.05026029	0.01757042	0.005602393	0.262451	0.0482649	0.181684	0.5076
5178	0	-73.59133	-87.60663	14.0153	1	0	1	0	0.008032866	0.008032866	0.0003995902	0.006971494	0.05751805	0.05751805	0.009442603	0.009079367	0.328473	0.314099	0.317607	0.0398206
5179	1	-81.51569	-88.83515	7.319459	1	1	1	1	0.001642956	0.001642956	0.001295315	0.001295315	0.05026029	0.05026029	0.0174718	0.0174718	0.262451	0.0482649	0.181684	0.5076
5180	0	-77.16381	-87.82517	10.66136	1	1	1	0	0.005600787	0.005600787	0.0003995902	0.0003995902	0.04486546	0.04486546	0.01984318	0.01038258	0.145289	0.399782	0.404246	0.0506832
5181	1	-70.19895	-90.52045	20.3215	0	0	1	1	0.004115049	0.002831405	0.0007251411	0.006745579	0.0337383	0.0337383	0.007216607	0.007216607	0.155383	0.0552714	0.208058	0.581287
5182	0	-76.11247	-87.9663	11.85383	1	1	1	0	0.005600787	0.005600787	0.0003995902	0.0003995902	0.04486546	0.04486546	0.01984318	0.003561593	0.149541	0.411479	0.416074	0.0229066
5183	1	-69.76954	-91.39199	21.62245	0	0	1	1	0.003601171	0.002831405	0.0007251411	0.0006187267	0.0337383	0.0337383	0.006415826	0.006415826	0.195805	0.0682127	0.262184	0.473798
5184	0	-71.51958	-90.59936	19.07978	1	1	0	0	0.004152583	0.004152583	0.001894757	0.001894757	0.03482249	0.0002789526	0.01984318	0.001482854	0.144038	0.396339	0.400765	0.0588583
5185	1	-74.48032	-92.70526	18.22494	1	0	0	1	0.003601171	0.003601171	0.003606538	0.002196979	0.0337383	0.01780571	0.006415826	0.006415826	0.285968	0.0996227	0.503466	0.110943
5186	0	-76.16075	-94.3694	18.20865	1	0	1	1	0.004507301	0.004507301	0.002409286	0.0001659109	0.02144065	0.02144065	0.009397415	0.009397415	0.352364	0.434493	0.185848	0.0272946
5187	1	-86.11325	-87.96542	1.852168	1	1	1	1	0.007451401	0.007451401	0.003606538	0.003606538	0.08446987	0.08446987	0.006415826	0.006415826	0.25147	0.0053235	0.038277	0.70493
5188	0	-71.20247	-93.59242	22.38995	0	1	1	0	0.009600656	0.00137715	0.001449449	0.001449449	0.02144065	0.02144065	0.006980072	0.002692457	0.352364	0.434493	0.185848	0.0272946
5189	1	-80.25352	-85.76453	5.511013	0	1	1	1	0.007451401	0.007442878	0.001037499	0.001037499	0.08446987	0.08446987	0.01015029	0.01015029	0.475425	0.0100645	0.072366	0.442144
5190	0	-70.35114	-92.17362	21.82248	0	1	0	1	0.009751315	0.0005847484	0.001449449	0.001449449	0.02582218	0.002198585	0.006980072	0.006980072	0.352364	0.434493	0.185848	0.0272946
5191	1	-71.26482	-85.01756	13.75273	0	0	1	1	0.007451401	0.001757546	0.0007435021	0.001330439	0.0715127	0.0715127	0.01015029	0.01015029	0.552611	0.0116985	0.0841147	0.351576
5192	0	-66.68189	-92.85115	26.16926	0	0	0	1	0.009262933	0.003727764	0.001449449	0.001403664	0.01959411	0.001213015	0.01480872	0.01480872	0.251669	0.310329	0.418507	0.0194947
5193	1	-70.81604	-87.94046	17.12443	1	0	1	0	0.007944249	0.007944249	0.0006567357	0.0009532095	0.04778837	0.04778837	0.01470498	0.001612007	0.552611	0.0116985	0.0841147	0.351576
5194	0	-62.147	-88.40929	26.2623	0	0	0	0	0.009454051	0.0009271259	0.001449449	9.275246e-05	0.02991592	0.02293235	0.01480872	0.0008842319	0.251669	0.310329	0.418507	0.0194947
5195	1	-71.61014	-88.78947	17.17932	1	0	0	1	0.002970804	0.002970804	0.001165423	0.0007817075	0.04778837	0.005934252	0.01470498	0.01470498	0.334921	0.00709013	0.444909	0.21308
5196	0	-66.55949	-89.99253	23.43304	0	1	0	0	0.009454051	0.004039427	0.001449449	0.001449449	0.02991592	0.004368421	0.01239049	0.005493235	0.134188	0.313857	0.527388	0.0245665
5197	1	-70.14587	-87.18939	17.04352	0	0	1	1	0.009237991	0.00190623	0.001165423	0.006223504	0.04778837	0.04778837	0.007800859	0.007800859	0.334921	0.00709013	0.444909	0.21308
5198	0	-58.95547	-88.61797	29.6625	0	0	0	0	0.009454051	0.0009386252	0.001449449	0.001163043	0.02991592	0.001898253	0.01239049	0.003805361	0.134188	0.313857	0.527388	0.0245665
5199	1	-64.59289	-88.48825	23.89536	0	0	1	0	0.006291774	0.00190623	0.0002152121	0.006039214	0.03759243	0.03759243	0.01089736	0.001524297	0.554826	0.0117454	0.0804428	0.352985
5200	0	-73.75136	-90.46929	16.71792	0	0	1	1	0.009454051	0.0009535825	0.003504015	0.01373094	0.02991592	0.02991592	0.01842626	0.01842626	0.13525	0.316339	0.531559	0.0168517
5201	1	-72.52196	-91.86785	19.34589	1	1	0	0	0.006264872	0.006264872	0.001063202	0.001063202	0.03759243	0.003610494	0.01089736	0.001524297	0.464927	0.00984231	0.0674086	0.457822
5202	0	-71.7423	-86.89881	15.15651	0	0	1	1	0.007902914	0.0009535825	0.0002318825	0.01474755	0.04265399	0.04265399	0.01842626	0.01842626	0.345528	0.239416	0.402302	0.012754
5203	1	-69.59256	-87.73483	18.14228	0	1	1	0	0.005975605	0.0006492774	0.003425373	0.003425373	0.04546496	0.04546496	0.01089736	0.001424801	0.401943	0.0166391	0.113959	0.467459
5204	0	-70.08579	-87.16677	17.08098	0	0	1	1	0.007902914	0.002610373	0.0001165364	0.01031154	0.04244405	0.04244405	0.01052264	0.01052264	0.278252	0.192801	0.518676	0.0102707
5205	1	-76.52161	-85.88168	9.360063	0	1	1	1	0.008446671	0.002237172	0.003425373	0.003425373	0.05838041	0.05838041	0.01604548	0.01604548	0.396212	0.0306587	0.112334	0.460795
5206	0	-68.6131	-86.3152	17.7021	0	0	1	1	0.007902914	0.0006316432	0.0002157363	0.003292501	0.04244405	0.04244405	0.01586841	0.01586841	0.219291	0.449661	0.307093	0.023954
5207	1	-69.70934	-86.63064	16.9213	0	0	1	0	0.008446671	0.003024904	0.0004603449	0.001146316	0.04919721	0.04919721	0.008593947	0.03348921	0.316797	0.0522193	0.191333	0.43965
5208	0	-79.89449	-88.5038	8.60931	1	1	1	1	0.004073363	0.004073363	0.001358873	0.001358873	0.04808236	0.04808236	0.009777721	0.009777721	0.219291	0.449661	0.307093	0.023954
5209	1	-73.98196	-86.9317	12.94974	0	1	1	1	0.004317567	0.0003859019	0.0005386945	0.0005386945	0.05482995	0.05482995	0.007929778	0.007929778	0.315759	0.0553253	0.190706	0.438209
5210	0	-73.23796	-89.50324	16.26528	1	0	1	0	0.005531101	0.005531101	0.001358873	0.008767459	0.04808236	0.04808236	0.009777721	0.005056437	0.293528	0.601886	0.0725227	0.0320631
5211	1	-68.81928	-84.6155	15.79622	0	1	1	0	0.006593754	0.000268593	0.0008631727	0.0008631727	0.05482995	0.05482995	0.01611188	0.00258965	0.189368	0.0655449	0.225933	0.519154
5212	0	-76.87752	-88.8542	11.97668	1	1	1	0	0.006533409	0.006533409	0.001358873	0.001358873	0.04808236	0.04808236	0.01571921	0.001874024	0.214268	0.692116	0.0649155	0.0286999
5213	1	-69.48413	-91.70722	22.22309	0	0	1	1	0.008075061	0.0001603311	0.0008631727	0.005329641	0.02286809	0.02286809	0.007198575	0.007198575	0.105637	0.0889926	0.343856	0.461514
5214	0	-82.62456	-92.61126	9.986704	1	1	1	1	0.01019708	0.01019708	0.002299679	0.002299679	0.02639817	0.02639817	0.0165186	0.0165186	0.248092	0.142679	0.575999	0.0332303
5215	1	-80.08971	-91.32401	11.2343	1	1	1	0	0.006129938	0.006129938	0.00356332	0.00356332	0.03215155	0.03215155	0.02696369	0.009005825	0.178692	0.150537	0.581655	0.0891157
5216	0	-81.66303	-88.15761	6.494582	1	1	1	1	0.004688471	0.004688471	0.003395695	0.003395695	0.05866505	0.05866505	0.008639498	0.008639498	0.248092	0.142679	0.575999	0.0332303
5217	1	-70.1951	-87.2049	17.0098	0	0	0	1	0.006129938	0.004393244	0.0009817558	0.000115892	0.06044113	0.004826695	0.02696369	0.02696369	0.0345364	0.177443	0.685619	0.102401
5218	0	-68.00348	-92.17076	24.16728	0	0	0	1	0.006737369	0.006119612	0.002898486	0.003006194	0.02936875	0.006212606	0.008568056	0.008568056	0.220111	0.116239	0.627981	0.0356695
5219	1	-69.63482	-89.94359	20.30877	0	0	1	1	0.006129938	0.002059473	0.001024779	0.002041307	0.02525931	0.02525931	0.0189301	0.0189301	0.0352885	0.181308	0.324956	0.458448
5220	0	-77.02761	-86.31074	9.283134	0	1	1	1	0.00406053	0.001608506	0.002898486	0.002898486	0.05977398	0.05977398	0.02063365	0.02063365	0.158333	0.0250157	0.451727	0.364924
5221	1	-74.57922	-89.71973	15.1405	0	1	1	0	0.00841237	0.00820462	0.0002033611	0.0002033611	0.03467567	0.03467567	0.0189301	0.01458161	0.0352885	0.181308	0.324956	0.458448
5222	0	-77.10516	-87.92233	10.81716	1	0	1	0	0.00406053	0.00406053	0.0008844116	0.02026722	0.06357288	0.06357288	0.02063365	0.0003188399	0.0261322	0.0289449	0.52268	0.422243
5223	1	-66.63809	-88.55682	21.91873	0	0	1	0	0.00539633	0.000293077	0.0003201272	0.01570566	0.03467567	0.03467567	0.01857004	0.0008120632	0.241995	0.175301	0.314191	0.268513
5224	0	-81.79452	-85.95947	4.164949	1	1	1	1	0.003623438	0.003623438	0.0008844116	0.0008844116	0.06357288	0.06357288	0.02063365	0.02063365	0.00557174	0.0315585	0.569875	0.392994
5225	1	-70.50726	-88.57581	18.06855	0	0	1	1	0.00539633	0.0004728126	0.0003206497	0.01506621	0.03467567	0.03467567	0.01232743	0.01232743	0.20622	0.298748	0.201432	0.2936
5226	0	-75.16406	-87.46711	12.30306	0	1	1	1	0.003623438	0.002958229	0.0008844116	0.0008844116	0.04360126	0.04360126	0.02063365	0.02063365	0.00884264	0.0692116	0.904421	0.0175251
5227	1	-69.33145	-89.36973	20.03828	0	1	1	0	0.005334767	0.0004859331	0.0002343492	0.0002343492	0.03415851	0.03415851	0.009089363	0.007689195	0.20622	0.298748	0.201432	0.2936
5228	0	-69.77963	-89.86203	20.0824	0	0	1	1	0.003788158	0.002958229	0.0005479795	0.003166659	0.03819485	0.03819485	0.008083894	0.008083894	0.0655153	0.512791	0.29185	0.129844
5229	1	-73.46851	-87.10423	13.63572	0	0	1	1	0.007192236	0.007006651	0.000386984	0.008303787	0.05018885	0.05018885	0.02053669	0.02053669	0.23202	0.211015	0.226633	0.330332
5230	0	-72.02212	-89.10365	17.08153	0	0	1	1	0.003788158	0.002958229	0.0002447983	0.009278687	0.03819485	0.03819485	0.01944022	0.01944022	0.0788077	0.616831	0.148173	0.156188
5231	1	-69.58968	-88.12429	18.53461	0	0	1	1	0.007066718	0.0004841599	0.000386984	0.01203458	0.03754493	0.03754493	0.008075842	0.008075842	0.149211	0.135703	0.502651	0.212435
5232	0	-66.56522	-90.19837	23.63314	0	0	0	1	0.004078829	0.00138584	0.003073808	0.0009875184	0.02977225	0.008161436	0.01850672	0.01850672	0.00968853	0.412066	0.470598	0.107647
5233	1	-69.65175	-88.2667	18.61495	0	0	1	1	0.007066718	0.001518672	0.000386984	0.01054049	0.03754493	0.03754493	0.008075842	0.008075842	0.123877	0.140072	0.518833	0.217219
5234	0	-71.62699	-91.29279	19.66579	0	1	1	0	0.004078829	0.006348627	0.003073808	0.003073808	0.03111392	0.03111392	0.01440414	0.0001034484	0.00680683	0.289504	0.62806	0.0756291
5235	1	-65.1406	-88.00634	22.86573	0	0	1	0	0.007066718	0.0001021293	0.003673929	0.0004511992	0.03958275	0.03958275	0.008075842	0.01140348	0.123877	0.140072	0.518833	0.217219
5236	0	-76.18389	-86.67585	10.49196	1	0	1	1	0.00731755	0.00731755	0.003073808	0.002107488	0.05515761	0.05515761	0.01440414	0.01440414	0.00226388	0.0962858	0.541084	0.360366
5237	1	-61.17905	-91.05667	29.87761	0	0	0	0	0.007066718	0.002064671	0.0009040437	0.0003853831	0.02576706	0.001432617	0.008075842	0.01408841	0.189847	0.144275	0.469368	0.19651
5238	0	-73.31583	-86.72331	13.40748	0	1	0	1	0.006792907	0.002523403	0.003073808	0.003073808	0.07000301	0.002726066	0.009801557	0.009801557	0.00226388	0.0962858	0.541084	0.360366
5239	1	-74.26083	-88.59737	14.33654	0	1	1	1	0.009958082	0.002064671	0.0009040437	0.0009040437	0.03143959	0.03143959	0.01570296	0.01570296	0.35382	0.149494	0.293067	0.203619
5240	0	-65.98468	-90.49569	24.51101	0	1	0	0	0.006792907	0.002523403	0.003073808	0.003073808	0.03397145	0.002893446	0.009801557	0.001888368	0.00341621	0.145296	0.260595	0.590693
5241	1	-67.17515	-86.32536	19.15021	0	0	0	1	0.009958082	0.0007207322	0.0009040437	0.005325543	0.04648461	0.009601892	0.01861416	0.01861416	0.0240817	0.260378	0.510443	0.205097
5242	0	-68.78586	-89.42596	20.64009	0	1	0	1	0.006792907	0.0005717995	0.003073808	0.003073808	0.03027752	0.00303211	0.009801557	0.009801557	0.00166393	0.070769	0.63986	0.287707
5243	1	-71.11134	-85.9807	14.86936	0	1	1	0	0.01105889	0.002377443	0.0009040437	0.0009040437	0.04648461	0.04648461	0.01720294	0.008530773	0.0240817	0.260378	0.510443	0.205097
5244	0	-70.36366	-90.12858	19.76492	0	0	1	1	0.006792907	0.0002160713	0.004359354	0.007108352	0.03027752	0.03027752	0.009801557	0.009801557	0.0443159	0.0583124	0.660306	0.237066
5245	1	-71.64702	-85.9152	14.26818	0	1	1	0	0.01105889	0.002377443	0.003125915	0.003125915	0.05499663	0.05499663	0.01720294	0.001235684	0.0995885	0.123081	0.649761	0.127569
5246	0	-67.80656	-88.70966	20.9031	0	1	1	0	0.007206104	0.0007497396	0.0007526054	0.0007526054	0.03027752	0.03027752	0.009801557	0.003257771	0.0857064	0.112775	0.371123	0.430396
5247	1	-72.97309	-91.72351	18.75042	0	0	0	1	0.003753185	0.009500632	0.003125915	0.007562985	0.04245177	0.01029848	0.01720294	0.01720294	0.0319253	0.0582716	0.849407	0.0603965
5248	0	-78.43022	-95.17923	16.74901	0	1	1	1	0.01125142	0.0007497396	0.004376612	0.004376612	0.02009047	0.02009047	0.009801557	0.009801557	0.316653	0.416662	0.0879127	0.178773
5249	1	-70.46352	-87.11072	16.6472	0	0	1	1	0.003795903	0.0003479443	0.003166105	0.005654095	0.04957705	0.04957705	0.01384824	0.01384824	0.0315982	0.0576745	0.840703	0.0700243
5250	0	-62.36677	-90.58971	28.22293	0	0	0	0	0.01125142	0.0007497396	0.004376612	0.000180105	0.03758423	0.003437822	0.01157404	9.566106e-05	0.260847	0.583403	0.0513431	0.104407
5251	1	-68.73175	-85.81237	17.08063	0	1	1	0	0.004637285	0.0009256237	0.001137097	0.001137097	0.04957705	0.04957705	0.01384824	0.003784812	0.0657505	0.120011	0.42399	0.390248
5252	0	-70.52385	-90.02441	19.50057	0	0	1	1	0.004465452	0.0009883617	0.004895653	0.0005601446	0.03758423	0.03758423	0.01157404	0.01157404	0.408305	0.316627	0.0278652	0.247203
5253	1	-71.51807	-87.81906	16.30099	0	1	0	0	0.00417404	0.004767841	0.001137097	0.001137097	0.04957705	0.02487417	0.01636102	0.007015592	0.0617055	0.200778	0.371276	0.36624
5254	0	-72.38684	-94.2047	21.81785	0	1	1	0	0.002566559	0.001766856	0.0009450577	0.0009450577	0.02612613	0.02612613	0.01097138	0.004436859	0.286979	0.519688	0.0195852	0.173748
5255	1	-75.59731	-88.41591	12.8186	0	1	1	1	0.005133893	0.004391244	0.002780136	0.002780136	0.03884262	0.03884262	0.01760415	0.01760415	0.0617055	0.200778	0.371276	0.36624
5256	0	-77.54485	-89.82207	12.27722	0	1	1	1	0.002566559	0.0005234821	0.0009450577	0.0009450577	0.06189466	0.06189466	0.005919012	0.005919012	0.366772	0.386141	0.0250307	0.222057
5257	1	-69.61989	-87.76273	18.14284	0	1	0	1	0.005463624	0.001129704	0.0007156879	0.0007156879	0.03981295	0.00310805	0.01760415	0.01760415	0.10717	0.0122405	0.267528	0.613061
5258	0	-81.93964	-95.02921	13.08956	1	1	1	1	0.007651685	0.007651685	0.0009450577	0.0009450577	0.02313843	0.02313843	0.005929794	0.005929794	0.227705	0.179042	0.310681	0.282571
5259	1	-64.23226	-87.73426	23.502	0	1	0	0	0.01158726	0.001160721	0.0008792184	0.0008792184	0.03981295	0.003105917	0.009423391	0.0007470996	0.266189	0.0304028	0.664485	0.0389233
5260	0	-72.85806	-90.26071	17.40266	0	1	1	1	0.007651685	0.0008301247	0.001323689	0.001323689	0.02313843	0.02313843	0.009586981	0.009586981	0.0460413	0.133261	0.652937	0.167761
5261	1	-71.22503	-87.12276	15.89772	0	1	0	0	0.01357585	0.001160721	0.004496364	0.004496364	0.06157615	0.003105917	0.01308595	0.01321257	0.216314	0.0247063	0.727349	0.0316304
5262	0	-73.54745	-86.91518	13.36774	1	0	1	0	0.007651685	0.007651685	0.001323689	0.004053105	0.05607777	0.05607777	0.02561305	0.0004287887	0.0738364	0.0875584	0.429008	0.409597
5263	1	-60.79922	-85.31663	24.51741	0	0	0	0	0.006590493	0.001160721	0.002259102	0.0004297412	0.06157615	0.002966579	0.01308595	0.002376742	0.14627	0.340514	0.491828	0.0213882
5264	0	-81.92725	-86.12494	4.197691	1	0	1	1	0.007603126	0.007603126	0.002554201	0.001197985	0.08109587	0.08109587	0.02561305	0.02561305	0.0940639	0.167217	0.216914	0.521806
5265	1	-66.68492	-86.48341	19.79849	0	0	1	0	0.007158184	0.001803329	0.002259102	0.004884224	0.05340328	0.05340328	0.01017314	0.008219608	0.130255	0.41272	0.437979	0.0190465
5266	0	-73.92297	-87.96072	14.03775	0	1	1	0	0.007603126	0.002285966	0.003193875	0.003193875	0.0418648	0.0418648	0.02561305	0.01075473	0.0502993	0.175295	0.227392	0.547014
5267	1	-67.26552	-90.97991	23.71439	0	0	0	1	0.007158184	0.0009678692	0.00239427	0.005444017	0.03425629	0.005107891	0.01017314	0.01017314	0.627781	0.229523	0.0508995	0.0917969
5268	0	-63.76822	-91.15006	27.38184	0	0	0	1	0.007603126	0.0006113553	0.000251114	0.001539599	0.02424206	0.001026256	0.009250095	0.009250095	0.107717	0.375398	0.486966	0.0299194
5269	1	-68.9074	-92.43841	23.53101	1	0	0	0	0.007158184	0.007158184	0.005244598	0.003031259	0.03425629	0.004975252	0.009814035	0.002070982	0.236856	0.0832478	0.645263	0.0346341
5270	0	-77.72364	-95.6264	17.90277	1	0	1	1	0.007603126	0.007603126	0.0001344968	0.001184404	0.02367894	0.02367894	0.0070693	0.0070693	0.131786	0.508209	0.0529131	0.307092
