Iteration	Replicate_ID	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]
9250	0	-142.9024	-114.9977	-27.90476	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9251	1	-156.3438	-111.9951	-44.34874	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9252	0	-169.7935	-113.8219	-55.97156	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9253	1	-183.8805	-111.4028	-72.47767	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9254	0	-157.8407	-116.5567	-41.28394	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9255	1	-162.1432	-116.0599	-46.08329	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9256	0	-151.0667	-116.4078	-34.65885	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9257	1	-167.2474	-115.2674	-51.98	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9258	0	-139.2856	-113.6308	-25.65476	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9259	1	-179.4265	-112.0547	-67.37179	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9260	0	-154.651	-114.5472	-40.1038	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9261	1	-160.8815	-109.5736	-51.30798	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9262	0	-161.3032	-115.3212	-45.98192	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9263	1	-164.0191	-112.1373	-51.88178	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9264	0	-182.3079	-114.9169	-67.39096	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9265	1	-175.8154	-112.7865	-63.02893	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9266	0	-203.3132	-116.9307	-86.38251	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9267	1	-171.6242	-116.7021	-54.92208	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9268	0	-168.3086	-113.0859	-55.2227	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9269	1	-143.7291	-112.7056	-31.02355	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9270	0	-162.149	-112.9912	-49.15781	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9271	1	-162.0234	-112.519	-49.50441	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9272	0	-155.0291	-110.5768	-44.45239	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9273	1	-127.5349	-112.5144	-15.02053	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9274	0	-163.2206	-112.1044	-51.11618	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9275	1	-137.5931	-112.3052	-25.28794	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9276	0	-164.8375	-113.7908	-51.04668	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9277	1	-134.4658	-112.3426	-22.12316	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9278	0	-170.6838	-111.8492	-58.83464	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9279	1	-122.3971	-112.341	-10.05604	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9280	0	-141.3258	-112.9559	-28.3699	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9281	1	-101.0811	-112.1591	11.07809	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9282	0	-120.7454	-110.9503	-9.795049	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9283	1	-139.463	-111.1005	-28.36246	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9284	0	-134.8304	-115.4062	-19.42413	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9285	1	-159.0433	-111.3773	-47.66608	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9286	0	-146.7084	-112.2608	-34.44755	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9287	1	-147.2708	-112.3965	-34.87431	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9288	0	-145.1505	-113.2779	-31.87267	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9289	1	-139.3981	-111.9643	-27.43384	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9290	0	-159.5371	-113.9992	-45.53785	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9291	1	-127.386	-113.1814	-14.20463	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9292	0	-165.8708	-112.5001	-53.37075	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9293	1	-135.5841	-112.7191	-22.86504	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9294	0	-165.1463	-114.5976	-50.54872	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9295	1	-147.2014	-116.719	-30.48237	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9296	0	-134.1861	-115.541	-18.64516	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9297	1	-128.7572	-117.9869	-10.77024	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9298	0	-162.4306	-118.7982	-43.63234	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9299	1	-130.2419	-116.4971	-13.74485	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9300	0	-140.0949	-115.25	-24.84493	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9301	1	-133.7553	-115.1759	-18.57937	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9302	0	-170.2117	-114.3599	-55.8518	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9303	1	-95.50368	-116.3809	20.87723	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9304	0	-166.625	-115.9811	-50.64386	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9305	1	-112.2999	-115.969	3.66904	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9306	0	-156.5544	-114.4965	-42.05793	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9307	1	-116.5124	-115.021	-1.491331	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9308	0	-149.0059	-114.8725	-34.13341	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9309	1	-103.4489	-115.2852	11.83634	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9310	0	-155.4368	-116.4061	-39.03063	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9311	1	-112.9062	-120.5708	7.664576	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9312	0	-142.8472	-116.3715	-26.47563	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9313	1	-104.4644	-114.5906	10.12616	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9314	0	-121.9319	-116.9195	-5.012399	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9315	1	-129.8599	-115.5247	-14.33515	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9316	0	-123.371	-115.1355	-8.235517	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9317	1	-139.7045	-113.456	-26.24849	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9318	0	-167.5823	-119.5167	-48.06559	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9319	1	-156.5015	-112.8872	-43.61425	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9320	0	-161.2164	-116.1082	-45.10826	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9321	1	-133.3824	-114.0137	-19.36862	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9322	0	-186.776	-114.5149	-72.26117	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9323	1	-139.7401	-113.4306	-26.3095	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9324	0	-168.8339	-115.2747	-53.55921	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9325	1	-134.9477	-118.1892	-16.75849	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9326	0	-179.5522	-115.851	-63.70117	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9327	1	-147.4064	-114.1909	-33.21553	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9328	0	-158.9439	-111.6555	-47.28833	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9329	1	-140.1363	-113.971	-26.16534	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9330	0	-160.7441	-114.227	-46.51713	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9331	1	-123.4483	-115.5021	-7.946198	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9332	0	-123.2924	-117.3333	-5.959118	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9333	1	-148.9098	-114.7786	-34.13125	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9334	0	-153.1203	-118.2683	-34.85207	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9335	1	-162.1872	-113.0562	-49.13096	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9336	0	-164.814	-114.1657	-50.64832	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9337	1	-161.182	-112.8619	-48.32008	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9338	0	-132.3147	-119.4786	-12.83605	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9339	1	-163.7015	-111.1695	-52.53203	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9340	0	-175.526	-117.385	-58.14101	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9341	1	-186.0095	-109.1272	-76.88235	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9342	0	-154.4659	-115.125	-39.3409	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9343	1	-176.8452	-114.5059	-62.33925	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9344	0	-193.7824	-117.1674	-76.61501	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9345	1	-173.1402	-112.3484	-60.79178	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9346	0	-167.0388	-117.5906	-49.44823	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9347	1	-162.3522	-112.8725	-49.47973	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9348	0	-166.7595	-117.7239	-49.03555	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9349	1	-169.5354	-110.0352	-59.50011	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9350	0	-167.7571	-116.6265	-51.13061	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9351	1	-165.8875	-112.1991	-53.68846	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9352	0	-169.1216	-117.2076	-51.91403	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9353	1	-185.4312	-113.2211	-72.21013	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9354	0	-167.1649	-114.7623	-52.40261	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9355	1	-180.1494	-114.1167	-66.03264	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9356	0	-178.8702	-117.0827	-61.78751	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9357	1	-165.6649	-111.5759	-54.08906	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9358	0	-166.6218	-114.7197	-51.90215	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9359	1	-182.8212	-109.9573	-72.86393	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9360	0	-171.0159	-115.025	-55.99092	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9361	1	-152.5227	-110.7077	-41.81495	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9362	0	-194.4244	-116.9572	-77.46727	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9363	1	-139.1796	-110.2594	-28.92028	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9364	0	-170.7019	-112.9801	-57.72182	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9365	1	-154.1859	-111.8448	-42.34109	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9366	0	-154.1574	-115.8879	-38.26953	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9367	1	-160.2531	-111.3468	-48.90629	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9368	0	-168.5839	-114.119	-54.4649	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9369	1	-165.2006	-111.3646	-53.83597	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9370	0	-146.2296	-114.2536	-31.97608	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9371	1	-172.0456	-112.1891	-59.85654	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9372	0	-143.8529	-113.8315	-30.02136	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9373	1	-137.2555	-115.1163	-22.13927	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9374	0	-144.1935	-115.5082	-28.68528	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9375	1	-173.4006	-111.0688	-62.33175	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9376	0	-167.463	-115.5455	-51.91748	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9377	1	-182.1814	-113.1192	-69.06219	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9378	0	-170.1446	-117.235	-52.9096	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9379	1	-169.1209	-116.3402	-52.78062	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9380	0	-157.3116	-116.2907	-41.02096	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9381	1	-184.152	-112.819	-71.33296	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9382	0	-161.1497	-116.0023	-45.1474	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9383	1	-179.0381	-117.7856	-61.25255	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9384	0	-158.9142	-117.6008	-41.31336	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9385	1	-197.094	-119.7742	-77.31986	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9386	0	-165.437	-116.0044	-49.43251	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9387	1	-205.0159	-110.8577	-94.15819	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9388	0	-167.2787	-114.3686	-52.91005	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9389	1	-228.005	-115.2481	-112.757	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9390	0	-188.5444	-113.7785	-74.76591	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9391	1	-205.2314	-115.4133	-89.81807	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9392	0	-174.2498	-116.7426	-57.50717	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9393	1	-207.2088	-116.2723	-90.93656	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9394	0	-173.4218	-116.7051	-56.71672	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9395	1	-191.6853	-115.7283	-75.95694	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9396	0	-138.0645	-118.8111	-19.25341	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9397	1	-222.9032	-113.5904	-109.3128	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9398	0	-154.6242	-125.2909	-29.33334	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9399	1	-172.4663	-114.6115	-57.85487	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9400	0	-177.9995	-114.1061	-63.89344	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9401	1	-190.9864	-113.0628	-77.92358	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9402	0	-173.6273	-115.8354	-57.79191	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9403	1	-191.9893	-111.6666	-80.32276	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9404	0	-176.0012	-118.2393	-57.76182	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9405	1	-196.2193	-113.6811	-82.53814	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9406	0	-179.3401	-117.8978	-61.44228	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9407	1	-185.2598	-112.7961	-72.46368	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9408	0	-175.1314	-117.125	-58.00637	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9409	1	-149.3351	-113.0261	-36.30906	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9410	0	-145.674	-115.2482	-30.42579	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9411	1	-171.6023	-114.8466	-56.75565	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9412	0	-148.5469	-116.0911	-32.4558	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9413	1	-167.0902	-113.9187	-53.17155	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9414	0	-145.2121	-119.8907	-25.32139	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9415	1	-174.4968	-118.182	-56.31477	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9416	0	-153.9041	-114.8942	-39.00994	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9417	1	-157.2382	-115.2047	-42.03349	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9418	0	-158.8979	-114.7095	-44.18847	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9419	1	-147.2315	-116.8317	-30.39981	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9420	0	-161.4021	-112.1203	-49.2818	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9421	1	-155.6018	-116.6635	-38.93835	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9422	0	-174.3791	-112.1427	-62.23642	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9423	1	-177.8294	-118.0197	-59.80968	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9424	0	-184.0595	-109.6349	-74.4246	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9425	1	-187.7763	-114.4406	-73.33574	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9426	0	-183.7338	-112.8661	-70.86774	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9427	1	-163.4267	-116.7393	-46.68737	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9428	0	-147.9914	-111.6096	-36.38183	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9429	1	-119.2079	-115.6036	-3.604359	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9430	0	-153.117	-110.5926	-42.52441	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9431	1	-140.9656	-114.3173	-26.64831	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9432	0	-161.0212	-111.4483	-49.57291	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9433	1	-148.3979	-115.9206	-32.47731	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9434	0	-185.6838	-113.6496	-72.03422	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9435	1	-138.705	-116.1181	-22.58691	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9436	0	-158.4666	-113.6083	-44.8583	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9437	1	-154.8588	-114.6856	-40.17317	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9438	0	-168.2839	-111.8605	-56.42349	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9439	1	-139.1528	-112.6446	-26.50821	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9440	0	-180.3636	-117.218	-63.14559	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9441	1	-153.9385	-115.0467	-38.89176	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9442	0	-162.1393	-115.6535	-46.48577	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9443	1	-151.4027	-116.3221	-35.08054	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9444	0	-157.952	-115.8003	-42.1517	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9445	1	-164.1752	-115.1077	-49.06747	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9446	0	-143.5456	-113.4837	-30.06191	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9447	1	-171.6608	-119.1866	-52.47418	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9448	0	-137.0114	-116.0978	-20.91356	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9449	1	-177.2755	-118.2734	-59.00211	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9450	0	-148.77	-116.6808	-32.0892	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9451	1	-162.61	-115.7323	-46.8777	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9452	0	-164.7624	-115.8515	-48.91091	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9453	1	-168.7764	-116.7717	-52.00467	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9454	0	-143.6947	-116.1334	-27.56132	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9455	1	-145.4869	-116.6961	-28.79082	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9456	0	-163.8894	-116.8597	-47.0297	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
9457	1	-159.2639	-113.4823	-45.78157	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
